region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,146007 (89960 -- 258928),146007,156614,58671,89960,117290,133937,158285,181796,258928,New confirmed cases by infection date,Unsure
Illinois,10221 (5190 -- 22813),10221,11621,6466,5190,7678,9078,11511,13557,22813,New confirmed cases by infection date,Likely increasing
Indiana,9678 (2801 -- 26296),9678,11623,8807,2801,6232,8195,11296,14469,26296,New confirmed cases by infection date,Unsure
Wyoming,8522 (440 -- 688736),8522,331103,2806960,440,2152,4913,15297,46234,688736,New confirmed cases by infection date,Unsure
Wisconsin,8467 (2549 -- 21085),8467,9845,6549,2549,5399,7316,9851,12560,21085,New confirmed cases by infection date,Unsure
Texas,8204 (2055 -- 36621),8204,14713,49131,2055,5030,6864,9798,13648,36621,New confirmed cases by infection date,Likely decreasing
Michigan,8063 (1740 -- 72049),8063,24916,115496,1740,4127,6278,10489,17339,72049,New confirmed cases by infection date,Unsure
Tennessee,7947 (3339 -- 64510),7947,24598,97961,3339,5166,6696,9552,13741,64510,New confirmed cases by infection date,Unsure
Missouri,7272 (1299 -- 32387),7272,11423,20902,1299,4297,5946,8679,12414,32387,New confirmed cases by infection date,Unsure
South Carolina,6827 (1934 -- 46801),6827,13307,24221,1934,3923,5625,8692,13337,46801,New confirmed cases by infection date,Unsure
California,5814 (2416 -- 17360),5814,7952,22081,2416,4151,5135,6508,8166,17360,New confirmed cases by infection date,Likely decreasing
Pennsylvania,5639 (1931 -- 21185),5639,8660,15874,1931,3741,4882,6591,8788,21185,New confirmed cases by infection date,Unsure
Florida,5049 (158 -- 20686),5049,7346,10892,158,1695,3589,6638,9692,20686,New confirmed cases by infection date,Unsure
Minnesota,5010 (1463 -- 22278),5010,7987,12549,1463,3033,4114,6118,8969,22278,New confirmed cases by infection date,Unsure
Georgia,4815 (1894 -- 13829),4815,5980,4674,1894,3411,4253,5483,7110,13829,New confirmed cases by infection date,Likely decreasing
North Carolina,4384 (2099 -- 24616),4384,9596,46607,2099,3066,3772,5206,7742,24616,New confirmed cases by infection date,Unsure
Massachusetts,3890 (1687 -- 13949),3890,6474,20515,1687,2803,3463,4537,6043,13949,New confirmed cases by infection date,Unsure
Idaho,3569 (760 -- 28338),3569,11481,66066,760,1879,2831,4648,7650,28338,New confirmed cases by infection date,Unsure
Kentucky,3549 (965 -- 13645),3549,5105,6620,965,2122,2958,4334,5938,13645,New confirmed cases by infection date,Unsure
Iowa,3422 (985 -- 12963),3422,5007,8803,985,2181,2842,4073,5480,12963,New confirmed cases by infection date,Unsure
Ohio,3333 (1027 -- 39633),3333,11599,49682,1027,1980,2654,4213,7385,39633,New confirmed cases by infection date,Unsure
Arkansas,2753 (407 -- 9973),2753,4710,13582,407,1560,2299,3240,4250,9973,New confirmed cases by infection date,Unsure
Montana,2729 (747 -- 19196),2729,7307,43358,747,1572,2178,3436,5334,19196,New confirmed cases by infection date,Likely increasing
New Jersey,2662 (812 -- 16361),2662,5948,25608,812,1532,2153,3291,4834,16361,New confirmed cases by infection date,Unsure
Oklahoma,2593 (1031 -- 7749),2593,3329,2671,1031,1800,2258,3049,3981,7749,New confirmed cases by infection date,Unsure
