Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,34021 (9527 -- 140675),Likely increasing,1.1 (0.85 -- 1.4),0.029 (-0.044 -- 0.11),24 (6.1 -- -16)
Alaska,150 (3 -- 1153),Likely decreasing,0.9 (0.28 -- 1.3),-0.029 (-0.23 -- 0.072),-24 (9.6 -- -3)
Arizona,32512 (1548 -- 164013),Stable,0.99 (0.43 -- 1.3),-0.0027 (-0.17 -- 0.073),-260 (9.5 -- -4)
Arkansas,6704 (259 -- 24119),Likely decreasing,0.97 (0.37 -- 1.2),-0.0072 (-0.2 -- 0.066),-96 (11 -- -3.4)
California,104989 (31985 -- 298933),Stable,1 (0.74 -- 1.3),0.0053 (-0.075 -- 0.065),130 (11 -- -9.2)
Colorado,2822 (622 -- 27876),Likely decreasing,0.94 (0.65 -- 1.7),-0.017 (-0.1 -- 0.17),-41 (4.2 -- -6.8)
Connecticut,3081 (114 -- 23631),Likely decreasing,0.88 (0.37 -- 1.4),-0.033 (-0.19 -- 0.1),-21 (6.9 -- -3.6)
Delaware,1155 (145 -- 6498),Stable,1 (0.64 -- 1.4),0.0015 (-0.1 -- 0.11),460 (6.3 -- -6.7)
District of Columbia,1413 (431 -- 6809),Likely increasing,1.1 (0.83 -- 1.4),0.014 (-0.048 -- 0.1),49 (6.9 -- -15)
Florida,31022 (8563 -- 58609),Stable,1 (0.7 -- 1.1),0.0057 (-0.086 -- 0.03),120 (23 -- -8)
Georgia,32651 (2913 -- 165529),Likely increasing,1.1 (0.51 -- 1.5),0.02 (-0.15 -- 0.14),35 (4.9 -- -4.7)
Guam,16 (0 -- 414),Likely decreasing,0.89 (0.24 -- 1.6),-0.031 (-0.25 -- 0.15),-23 (4.6 -- -2.8)
Hawaii,6209 (266 -- 156346),Likely increasing,1.3 (0.5 -- 2.4),0.078 (-0.15 -- 0.34),8.8 (2 -- -4.7)
Idaho,987 (126 -- 4527),Likely decreasing,0.92 (0.54 -- 1.2),-0.022 (-0.14 -- 0.058),-32 (12 -- -5.1)
Illinois,12583 (4562 -- 36677),Likely decreasing,0.89 (0.71 -- 1.1),-0.029 (-0.082 -- 0.026),-24 (27 -- -8.4)
Indiana,4377 (1575 -- 11905),Likely decreasing,0.9 (0.7 -- 1.2),-0.027 (-0.087 -- 0.046),-26 (15 -- -8)
Iowa,4313 (685 -- 57443),Stable,0.97 (0.64 -- 1.9),-0.0073 (-0.1 -- 0.22),-95 (3.2 -- -6.6)
Kansas,7 (0 -- 6174),Likely decreasing,0.27 (0.0051 -- 1.8),-0.23 (-0.38 -- 0.21),-3 (3.3 -- -1.8)
Kentucky,11077 (4140 -- 42858),Likely increasing,1.1 (0.87 -- 1.4),0.019 (-0.036 -- 0.098),36 (7.1 -- -19)
Louisiana,24829 (4794 -- 120033),Likely increasing,1.1 (0.73 -- 1.4),0.023 (-0.076 -- 0.11),30 (6.6 -- -9.1)
Maine,1449 (126 -- 6194),Stable,0.98 (0.54 -- 1.3),-0.0043 (-0.14 -- 0.07),-160 (9.9 -- -5)
Maryland,7617 (2101 -- 20342),Likely decreasing,0.94 (0.65 -- 1.1),-0.017 (-0.1 -- 0.036),-42 (19 -- -6.7)
Massachusetts,10405 (4675 -- 37551),Stable,0.99 (0.83 -- 1.4),-0.0018 (-0.049 -- 0.11),-380 (6.1 -- -14)
Michigan,4795 (906 -- 16774),Likely decreasing,0.85 (0.55 -- 1.1),-0.043 (-0.13 -- 0.035),-16 (20 -- -5.2)
Minnesota,1416 (392 -- 3977),Likely decreasing,0.84 (0.61 -- 1.1),-0.044 (-0.11 -- 0.019),-16 (36 -- -6.1)
Mississippi,5916 (1121 -- 18613),Stable,0.98 (0.65 -- 1.2),-0.0067 (-0.1 -- 0.056),-100 (12 -- -6.9)
Missouri,4333 (395 -- 16138),Likely decreasing,0.92 (0.49 -- 1.2),-0.022 (-0.15 -- 0.052),-32 (13 -- -4.5)
Montana,3213 (927 -- 24632),Likely increasing,1 (0.84 -- 1.6),0.013 (-0.046 -- 0.16),55 (4.4 -- -15)
Nebraska,440 (11 -- 2843),Likely decreasing,0.82 (0.29 -- 1.2),-0.052 (-0.23 -- 0.052),-13 (13 -- -3.1)
Nevada,9089 (2115 -- 41709),Stable,0.99 (0.71 -- 1.2),-0.0026 (-0.084 -- 0.067),-260 (10 -- -8.3)
New Hampshire,1300 (181 -- 7877),Likely decreasing,0.95 (0.55 -- 1.4),-0.015 (-0.13 -- 0.12),-46 (5.9 -- -5.2)
New Jersey,8562 (1222 -- 50314),Likely decreasing,0.88 (0.49 -- 1.6),-0.033 (-0.15 -- 0.14),-21 (4.8 -- -4.5)
New Mexico,4096 (1296 -- 10230),Likely decreasing,0.97 (0.74 -- 1.1),-0.0088 (-0.073 -- 0.021),-79 (32 -- -9.4)
New York,34326 (11213 -- 95303),Likely decreasing,0.96 (0.67 -- 1.2),-0.01 (-0.096 -- 0.065),-67 (11 -- -7.2)
North Carolina,25010 (8508 -- 71583),Likely increasing,1.1 (0.82 -- 1.2),0.017 (-0.051 -- 0.066),41 (10 -- -13)
North Dakota,256 (17 -- 1090),Likely decreasing,0.87 (0.44 -- 1.1),-0.037 (-0.17 -- 0.029),-19 (24 -- -4)
Ohio,15222 (3284 -- 50015),Likely decreasing,0.94 (0.65 -- 1.1),-0.017 (-0.1 -- 0.037),-41 (19 -- -6.9)
Oklahoma,10239 (4176 -- 28725),Likely increasing,1.1 (0.84 -- 1.2),0.014 (-0.044 -- 0.061),49 (11 -- -16)
Oregon,1491 (22 -- 11969),Likely decreasing,0.88 (0.24 -- 1.4),-0.034 (-0.25 -- 0.11),-20 (6.4 -- -2.8)
Pennsylvania,34613 (6003 -- 133412),Likely decreasing,0.93 (0.58 -- 1.2),-0.02 (-0.12 -- 0.052),-34 (13 -- -5.6)
Puerto Rico,1354 (385 -- 3823),Likely decreasing,0.97 (0.75 -- 1.1),-0.0096 (-0.072 -- 0.039),-73 (18 -- -9.7)
Rhode Island,2254 (315 -- 12122),Stable,0.98 (0.61 -- 1.3),-0.0044 (-0.11 -- 0.087),-160 (8 -- -6.1)
South Carolina,16524 (5541 -- 96128),Likely increasing,1.1 (0.86 -- 1.5),0.021 (-0.039 -- 0.14),33 (5 -- -18)
South Dakota,1574 (296 -- 12804),Likely decreasing,0.95 (0.64 -- 1.4),-0.013 (-0.11 -- 0.11),-52 (6.6 -- -6.5)
Tennessee,21024 (6714 -- 126334),Likely increasing,1 (0.83 -- 1.7),0.013 (-0.049 -- 0.18),53 (3.8 -- -14)
Texas,66192 (16071 -- 147737),Likely increasing,1 (0.68 -- 1.2),0.012 (-0.094 -- 0.048),57 (15 -- -7.4)
US,528844 (172533 -- 1235320),Stable,0.99 (0.7 -- 1.3),-0.0027 (-0.086 -- 0.072),-260 (9.6 -- -8.1)
Utah,2784 (853 -- 10668),Stable,1 (0.77 -- 1.2),-8e-05 (-0.066 -- 0.054),-8700 (13 -- -11)
Vermont,28 (0 -- 600),Likely decreasing,0.74 (0.21 -- 1.5),-0.075 (-0.26 -- 0.14),-9.3 (5.1 -- -2.7)
Virginia,14326 (6951 -- 34139),Likely increasing,1.1 (0.93 -- 1.2),0.02 (-0.018 -- 0.06),35 (12 -- -38)
Washington,5107 (392 -- 43816),Stable,1 (0.49 -- 1.5),-0.00027 (-0.16 -- 0.13),-2500 (5.4 -- -4.4)
West Virginia,2296 (438 -- 6936),Likely decreasing,0.96 (0.64 -- 1.2),-0.011 (-0.1 -- 0.057),-61 (12 -- -6.6)
Wisconsin,6199 (1867 -- 25545),Likely decreasing,0.97 (0.74 -- 1.3),-0.0071 (-0.075 -- 0.069),-98 (10 -- -9.2)
Wyoming,398 (14 -- 4076),Likely decreasing,0.92 (0.41 -- 1.4),-0.023 (-0.18 -- 0.098),-31 (7.1 -- -3.9)
