region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
US,528844 (172533 -- 1235320),528844,605247,457100,172533,370831,468592,592381,728991,1235320,New confirmed cases by infection date,Stable,0.54
California,104989 (31985 -- 298933),104989,128639,111929,31985,67655,89009,123152,157631,298933,New confirmed cases by infection date,Stable,0.44
Texas,66192 (16071 -- 147737),66192,72783,42356,16071,46856,58588,74618,90643,147737,New confirmed cases by infection date,Likely increasing,0.32
Pennsylvania,34613 (6003 -- 133412),34613,49979,75969,6003,19422,28159,42223,59125,133412,New confirmed cases by infection date,Likely decreasing,0.73
New York,34326 (11213 -- 95303),34326,41986,35370,11213,23219,29674,40199,50895,95303,New confirmed cases by infection date,Likely decreasing,0.63
Alabama,34021 (9527 -- 140675),34021,53319,123882,9527,21150,27974,40794,54439,140675,New confirmed cases by infection date,Likely increasing,0.16
Georgia,32651 (2913 -- 165529),32651,56239,116943,2913,15201,25227,41722,61494,165529,New confirmed cases by infection date,Likely increasing,0.39
Arizona,32512 (1548 -- 164013),32512,50177,59425,1548,11730,22925,43922,66940,164013,New confirmed cases by infection date,Stable,0.52
Florida,31022 (8563 -- 58609),31022,31857,15260,8563,21130,27576,34353,41000,58609,New confirmed cases by infection date,Stable,0.41
North Carolina,25010 (8508 -- 71583),25010,31746,29186,8508,17362,21720,29097,36490,71583,New confirmed cases by infection date,Likely increasing,0.22
Louisiana,24829 (4794 -- 120033),24829,48529,168636,4794,14869,20384,31214,45695,120033,New confirmed cases by infection date,Likely increasing,0.21
Tennessee,21024 (6714 -- 126334),21024,76038,734996,6714,13331,17450,25309,36168,126334,New confirmed cases by infection date,Likely increasing,0.33
South Carolina,16524 (5541 -- 96128),16524,43074,158618,5541,10927,13964,19266,26540,96128,New confirmed cases by infection date,Likely increasing,0.18
Ohio,15222 (3284 -- 50015),15222,20018,20285,3284,8782,12327,18331,25301,50015,New confirmed cases by infection date,Likely decreasing,0.74
Virginia,14326 (6951 -- 34139),14326,16717,11020,6951,10910,12967,15798,19422,34139,New confirmed cases by infection date,Likely increasing,0.12
Illinois,12583 (4562 -- 36677),12583,16296,18823,4562,8491,10972,14514,19171,36677,New confirmed cases by infection date,Likely decreasing,0.88
Kentucky,11077 (4140 -- 42858),11077,16804,31932,4140,7575,9512,13223,17808,42858,New confirmed cases by infection date,Likely increasing,0.18
Massachusetts,10405 (4675 -- 37551),10405,15311,24768,4675,7491,9161,11834,14880,37551,New confirmed cases by infection date,Stable,0.52
Oklahoma,10239 (4176 -- 28725),10239,13180,16301,4176,7421,8964,11594,14954,28725,New confirmed cases by infection date,Likely increasing,0.2
