Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,9017 (1002 -- 38386),Likely increasing,1 (0.64 -- 1.3),0.0075 (-0.11 -- 0.071),92 (9.7 -- -6.6)
Alaska,293 (8 -- 3515),,0.95 (0.41 -- 1.7),-0.013 (-0.18 -- 0.18),-51 (3.8 -- -3.8)
Arizona,43134 (13734 -- 196495),Likely increasing,1.1 (0.91 -- 1.6),0.04 (-0.025 -- 0.15),18 (4.7 -- -28)
Arkansas,2795 (334 -- 11851),,0.84 (0.43 -- 1.2),-0.045 (-0.18 -- 0.049),-16 (14 -- -3.9)
California,62208 (14698 -- 221747),Likely increasing,1 (0.68 -- 1.5),0.0099 (-0.091 -- 0.12),70 (5.9 -- -7.6)
Colorado,6224 (992 -- 37514),Likely increasing,0.97 (0.6 -- 1.6),-0.008 (-0.12 -- 0.14),-87 (4.9 -- -5.9)
Connecticut,15286100 (30910 -- 616680000),Likely increasing,4 (1.2 -- 8.7),0.65 (0.043 -- 1.4),1.1 (0.49 -- 16)
Delaware,1025 (35 -- 5789),Likely increasing,1 (0.41 -- 1.3),0.0042 (-0.18 -- 0.088),170 (7.9 -- -3.9)
District of Columbia,1271 (214 -- 4839),Likely increasing,1.1 (0.71 -- 1.3),0.024 (-0.083 -- 0.08),29 (8.7 -- -8.4)
Florida,20449 (9456 -- 104644),Likely increasing,1.1 (0.89 -- 1.7),0.02 (-0.031 -- 0.17),35 (4.2 -- -22)
Georgia,4185 (772 -- 13929),,0.94 (0.6 -- 1.1),-0.017 (-0.12 -- 0.038),-42 (18 -- -6)
Guam,12 (0 -- 175),Likely decreasing,0.83 (0.31 -- 1.4),-0.048 (-0.22 -- 0.11),-14 (6.3 -- -3.2)
Hawaii,3 (0 -- 845),Likely decreasing,0.56 (0.025 -- 2.4),-0.13 (-0.35 -- 0.33),-5.4 (2.1 -- -2)
Idaho,1728 (162 -- 10097),,0.91 (0.49 -- 1.2),-0.026 (-0.15 -- 0.06),-26 (12 -- -4.6)
Illinois,26808 (9374 -- 110287),Likely increasing,1 (0.78 -- 1.5),0.0054 (-0.062 -- 0.12),130 (5.9 -- -11)
Indiana,19082 (8102 -- 60224),Likely increasing,1 (0.84 -- 1.3),0.0038 (-0.045 -- 0.077),180 (9 -- -15)
Iowa,2905 (70 -- 23340),,0.86 (0.31 -- 1.3),-0.04 (-0.21 -- 0.07),-17 (9.9 -- -3.2)
Kansas,58403000 (880330 -- 2110190000),Likely increasing,4.2 (1.7 -- 9.1),0.7 (0.18 -- 1.5),0.98 (0.47 -- 3.9)
Kentucky,6135 (1692 -- 21845),Likely increasing,1 (0.78 -- 1.3),0.011 (-0.062 -- 0.088),63 (7.9 -- -11)
Louisiana,6819 (1147 -- 20507),Likely increasing,1 (0.63 -- 1.2),0.007 (-0.11 -- 0.061),99 (11 -- -6.4)
Maine,1440 (151 -- 10300),Likely increasing,1 (0.55 -- 1.6),0.011 (-0.13 -- 0.15),65 (4.6 -- -5.2)
Maryland,3941 (1354 -- 11637),,0.91 (0.66 -- 1.2),-0.025 (-0.099 -- 0.052),-28 (13 -- -7)
Massachusetts,17514 (10356 -- 38289),Increasing,1.1 (0.98 -- 1.3),0.026 (-0.005 -- 0.073),27 (9.4 -- -140)
Michigan,19432 (4377 -- 122261),Likely increasing,0.97 (0.63 -- 1.6),-0.0079 (-0.11 -- 0.16),-88 (4.5 -- -6.3)
Minnesota,3964 (1084 -- 13007),,0.87 (0.6 -- 1.2),-0.036 (-0.12 -- 0.045),-19 (15 -- -5.8)
Mississippi,9503 (3416 -- 29513),Likely increasing,1.1 (0.84 -- 1.3),0.02 (-0.046 -- 0.082),35 (8.4 -- -15)
Missouri,4863 (745 -- 19906),,1 (0.64 -- 1.3),-0.0012 (-0.11 -- 0.074),-570 (9.4 -- -6.5)
Montana,1137 (176 -- 5445),Likely decreasing,0.94 (0.63 -- 1.2),-0.017 (-0.11 -- 0.045),-40 (15 -- -6.4)
Nebraska,954 (62 -- 11513),,0.81 (0.37 -- 1.5),-0.054 (-0.19 -- 0.14),-13 (5 -- -3.6)
Nevada,5308 (872 -- 22335),Likely increasing,1 (0.65 -- 1.4),-0.0011 (-0.1 -- 0.11),-630 (6.2 -- -6.9)
New Hampshire,3497 (702 -- 16166),Likely increasing,1.1 (0.76 -- 1.6),0.039 (-0.069 -- 0.14),18 (4.9 -- -10)
New Jersey,17258 (5642 -- 72754),Likely increasing,1 (0.75 -- 1.4),0.0041 (-0.07 -- 0.096),170 (7.2 -- -9.9)
New Mexico,5575 (1465 -- 23334),Likely increasing,0.97 (0.71 -- 1.3),-0.0074 (-0.085 -- 0.08),-94 (8.7 -- -8.2)
New York,35588 (9582 -- 83014),Likely increasing,1.1 (0.76 -- 1.2),0.021 (-0.069 -- 0.065),33 (11 -- -10)
North Carolina,7121 (901 -- 25177),,0.99 (0.57 -- 1.2),-0.0039 (-0.13 -- 0.061),-180 (11 -- -5.5)
North Dakota,318 (26 -- 1871),Likely decreasing,0.8 (0.43 -- 1.2),-0.056 (-0.17 -- 0.064),-12 (11 -- -4)
Ohio,34071 (10056 -- 233524),Likely increasing,1.1 (0.85 -- 1.8),0.025 (-0.044 -- 0.21),28 (3.3 -- -16)
Oklahoma,4708 (1532 -- 11808),Likely increasing,1 (0.79 -- 1.2),0.0084 (-0.06 -- 0.061),83 (11 -- -12)
Oregon,715 (48 -- 8678),,0.79 (0.38 -- 1.6),-0.058 (-0.19 -- 0.15),-12 (4.7 -- -3.6)
