region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,74232 (26994 -- 177499),74232,85160,53665,26994,53149,65274,84389,105656,177499,New confirmed cases by infection date,Unsure
California,32833 (17546 -- 76027),32833,38490,23184,17546,24903,29772,36760,45785,76027,New confirmed cases by infection date,Likely increasing
Florida,20967 (5442 -- 67684),20967,27133,27629,5442,12814,17410,24389,32140,67684,New confirmed cases by infection date,Unsure
Texas,16298 (1978 -- 100183),16298,30726,57050,1978,7912,12544,21701,34231,100183,New confirmed cases by infection date,Unsure
Georgia,12107 (1005 -- 79126),12107,112318,2455000,1005,5315,9364,16214,25138,79126,New confirmed cases by infection date,Unsure
Louisiana,7437 (1495 -- 35453),7437,12304,20481,1495,4336,6229,9080,13327,35453,New confirmed cases by infection date,Unsure
Mississippi,7119 (1507 -- 30839),7119,10649,12784,1507,4369,5941,8683,12152,30839,New confirmed cases by infection date,Unsure
Alabama,6810 (1355 -- 50640),6810,16330,126972,1355,4123,5489,8602,12584,50640,New confirmed cases by infection date,Unsure
North Carolina,6091 (700 -- 24314),6091,9373,16110,700,3234,4886,7420,10482,24314,New confirmed cases by infection date,Unsure
Tennessee,5134 (1670 -- 14659),5134,6355,5114,1670,3502,4502,5965,7590,14659,New confirmed cases by infection date,Likely increasing
Arkansas,4760 (1341 -- 21214),4760,8783,29730,1341,2897,3944,5839,8478,21214,New confirmed cases by infection date,Likely increasing
Nevada,4713 (835 -- 27922),4713,11404,67364,835,2830,3818,5714,8461,27922,New confirmed cases by infection date,Unsure
West Virginia,4409 (425 -- 85720),4409,26583,132656,425,1724,3016,6538,13450,85720,New confirmed cases by infection date,Unsure
South Carolina,2979 (290 -- 15322),2979,5274,10075,290,1295,2196,3981,6145,15322,New confirmed cases by infection date,Unsure
Washington,2578 (771 -- 11829),2578,4029,5571,771,1661,2190,3074,4200,11829,New confirmed cases by infection date,Unsure
Puerto Rico,2303 (158 -- 19196),2303,6584,28052,158,1026,1730,3127,5417,19196,New confirmed cases by infection date,Unsure
Illinois,2029 (348 -- 6981),2029,2644,2435,348,1113,1651,2441,3350,6981,New confirmed cases by infection date,Unsure
Minnesota,1933 (456 -- 8426),1933,3145,7119,456,1126,1586,2307,3192,8426,New confirmed cases by infection date,Unsure
Maryland,1725 (552 -- 5022),1725,2139,1935,552,1173,1502,1986,2505,5022,New confirmed cases by infection date,Unsure
Missouri,1609 (337 -- 6334),1609,3932,56528,337,1043,1382,1882,2578,6334,New confirmed cases by infection date,Unsure
Ohio,1488 (47 -- 7860),1488,2393,3198,47,455,968,2050,3049,7860,New confirmed cases by infection date,Unsure
Massachusetts,1364 (593 -- 4002),1364,1720,1403,593,975,1183,1552,2014,4002,New confirmed cases by infection date,Likely decreasing
Iowa,1338 (111 -- 11127),1338,3573,11338,111,562,972,1828,2946,11127,New confirmed cases by infection date,Unsure
Michigan,1169 (217 -- 10333),1169,3422,14249,217,616,944,1553,2472,10333,New confirmed cases by infection date,Unsure
Arizona,1129 (48 -- 10912),1129,3146,7637,48,367,781,1676,3174,10912,New confirmed cases by infection date,Unsure
Indiana,1125 (282 -- 3101),1125,1345,1025,282,750,965,1299,1647,3101,New confirmed cases by infection date,Unsure
Oregon,1081 (172 -- 3607),1081,1437,1951,172,624,901,1281,1732,3607,New confirmed cases by infection date,Likely increasing
Pennsylvania,1064 (392 -- 2997),1064,1358,1472,392,753,947,1191,1558,2997,New confirmed cases by infection date,Likely decreasing
