date,confirm,region
2020-05-25,15,Alabama
2020-05-26,14,Alabama
2020-05-27,3,Alabama
2020-05-28,8,Alabama
2020-05-29,19,Alabama
2020-05-30,8,Alabama
2020-05-31,12,Alabama
2020-06-01,16,Alabama
2020-06-02,7,Alabama
2020-06-03,0,Alabama
2020-06-04,0,Alabama
2020-06-05,23,Alabama
2020-06-06,13,Alabama
2020-06-07,3,Alabama
2020-06-08,26,Alabama
2020-06-09,11,Alabama
2020-06-10,15,Alabama
2020-06-11,11,Alabama
2020-06-12,14,Alabama
2020-06-13,4,Alabama
2020-06-14,0,Alabama
2020-06-15,1,Alabama
2020-06-16,11,Alabama
2020-06-17,5,Alabama
2020-06-18,20,Alabama
2020-06-19,12,Alabama
2020-06-20,16,Alabama
2020-06-21,1,Alabama
2020-06-22,2,Alabama
2020-06-23,23,Alabama
2020-06-24,27,Alabama
2020-06-25,5,Alabama
2020-06-26,11,Alabama
2020-06-27,12,Alabama
2020-06-28,0,Alabama
2020-06-29,10,Alabama
2020-06-30,21,Alabama
2020-07-01,22,Alabama
2020-07-02,13,Alabama
2020-07-03,21,Alabama
2020-07-04,1,Alabama
2020-07-05,0,Alabama
2020-07-06,0,Alabama
2020-07-07,26,Alabama
2020-07-08,25,Alabama
2020-07-09,10,Alabama
2020-07-10,36,Alabama
2020-07-11,10,Alabama
2020-07-12,7,Alabama
2020-07-13,3,Alabama
2020-07-14,40,Alabama
2020-07-15,47,Alabama
2020-07-16,19,Alabama
2020-07-17,35,Alabama
2020-07-18,21,Alabama
2020-07-19,1,Alabama
2020-07-20,4,Alabama
2020-07-21,12,Alabama
2020-07-22,61,Alabama
2020-07-23,33,Alabama
2020-07-24,41,Alabama
2020-07-25,18,Alabama
2020-07-26,17,Alabama
2020-07-27,18,Alabama
2020-07-28,0,Alabama
2020-07-29,47,Alabama
2020-07-30,27,Alabama
2020-07-31,15,Alabama
2020-08-01,23,Alabama
2020-08-02,24,Alabama
2020-08-03,6,Alabama
2020-08-04,33,Alabama
2020-08-05,29,Alabama
2020-08-06,19,Alabama
2020-08-07,21,Alabama
2020-08-08,20,Alabama
2020-08-09,13,Alabama
2020-08-10,29,Alabama
2020-08-11,50,Alabama
2020-08-12,35,Alabama
2020-08-13,8,Alabama
2020-08-14,3,Alabama
2020-08-15,3,Alabama
2020-08-16,2,Alabama
2020-08-17,27,Alabama
2020-05-25,0,Alaska
2020-05-26,0,Alaska
2020-05-27,0,Alaska
2020-05-28,0,Alaska
2020-05-29,0,Alaska
2020-05-30,0,Alaska
2020-05-31,0,Alaska
2020-06-01,0,Alaska
2020-06-02,0,Alaska
2020-06-03,0,Alaska
2020-06-04,0,Alaska
2020-06-05,0,Alaska
2020-06-06,0,Alaska
2020-06-07,0,Alaska
2020-06-08,0,Alaska
2020-06-09,1,Alaska
2020-06-10,0,Alaska
2020-06-11,0,Alaska
2020-06-12,1,Alaska
2020-06-13,0,Alaska
2020-06-14,0,Alaska
2020-06-15,0,Alaska
2020-06-16,0,Alaska
2020-06-17,0,Alaska
2020-06-18,0,Alaska
2020-06-19,0,Alaska
2020-06-20,0,Alaska
2020-06-21,0,Alaska
2020-06-22,0,Alaska
2020-06-23,0,Alaska
2020-06-24,0,Alaska
2020-06-25,0,Alaska
2020-06-26,2,Alaska
2020-06-27,0,Alaska
2020-06-28,0,Alaska
2020-06-29,0,Alaska
2020-06-30,0,Alaska
2020-07-01,0,Alaska
2020-07-02,0,Alaska
2020-07-03,1,Alaska
2020-07-04,1,Alaska
2020-07-05,0,Alaska
2020-07-06,0,Alaska
2020-07-07,1,Alaska
2020-07-08,0,Alaska
2020-07-09,0,Alaska
2020-07-10,0,Alaska
2020-07-11,0,Alaska
2020-07-12,0,Alaska
2020-07-13,0,Alaska
2020-07-14,0,Alaska
2020-07-15,0,Alaska
2020-07-16,0,Alaska
2020-07-17,0,Alaska
2020-07-18,1,Alaska
2020-07-19,0,Alaska
2020-07-20,0,Alaska
2020-07-21,0,Alaska
2020-07-22,1,Alaska
2020-07-23,0,Alaska
2020-07-24,0,Alaska
2020-07-25,1,Alaska
2020-07-26,0,Alaska
2020-07-27,1,Alaska
2020-07-28,1,Alaska
2020-07-29,0,Alaska
2020-07-30,1,Alaska
2020-07-31,0,Alaska
2020-08-01,1,Alaska
2020-08-02,0,Alaska
2020-08-03,1,Alaska
2020-08-04,0,Alaska
2020-08-05,0,Alaska
2020-08-06,0,Alaska
2020-08-07,0,Alaska
2020-08-08,1,Alaska
2020-08-09,0,Alaska
2020-08-10,0,Alaska
2020-08-11,0,Alaska
2020-08-12,1,Alaska
2020-08-13,0,Alaska
2020-08-14,0,Alaska
2020-08-15,1,Alaska
2020-08-16,0,Alaska
2020-08-17,0,Alaska
2020-05-25,6,Arizona
2020-05-26,3,Arizona
2020-05-27,24,Arizona
2020-05-28,26,Arizona
2020-05-29,26,Arizona
2020-05-30,18,Arizona
2020-05-31,3,Arizona
2020-06-01,11,Arizona
2020-06-02,25,Arizona
2020-06-03,40,Arizona
2020-06-04,16,Arizona
2020-06-05,16,Arizona
2020-06-06,28,Arizona
2020-06-07,8,Arizona
2020-06-08,2,Arizona
2020-06-09,23,Arizona
2020-06-10,25,Arizona
2020-06-11,34,Arizona
2020-06-12,21,Arizona
2020-06-13,33,Arizona
2020-06-14,2,Arizona
2020-06-15,12,Arizona
2020-06-16,25,Arizona
2020-06-17,21,Arizona
2020-06-18,34,Arizona
2020-06-19,38,Arizona
2020-06-20,25,Arizona
2020-06-21,3,Arizona
2020-06-22,2,Arizona
2020-06-23,45,Arizona
2020-06-24,71,Arizona
2020-06-25,28,Arizona
2020-06-26,41,Arizona
2020-06-27,44,Arizona
2020-06-28,14,Arizona
2020-06-29,4,Arizona
2020-06-30,47,Arizona
2020-07-01,80,Arizona
2020-07-02,39,Arizona
2020-07-03,34,Arizona
2020-07-04,19,Arizona
2020-07-05,8,Arizona
2020-07-06,4,Arizona
2020-07-07,98,Arizona
2020-07-08,36,Arizona
2020-07-09,75,Arizona
2020-07-10,44,Arizona
2020-07-11,69,Arizona
2020-07-12,86,Arizona
2020-07-13,9,Arizona
2020-07-14,91,Arizona
2020-07-15,97,Arizona
2020-07-16,58,Arizona
2020-07-17,91,Arizona
2020-07-18,147,Arizona
2020-07-19,31,Arizona
2020-07-20,23,Arizona
2020-07-21,134,Arizona
2020-07-22,56,Arizona
2020-07-23,89,Arizona
2020-07-24,80,Arizona
2020-07-25,143,Arizona
2020-07-26,19,Arizona
2020-07-27,0,Arizona
2020-07-28,104,Arizona
2020-07-29,46,Arizona
2020-07-30,172,Arizona
2020-07-31,68,Arizona
2020-08-01,53,Arizona
2020-08-02,18,Arizona
2020-08-03,14,Arizona
2020-08-04,66,Arizona
2020-08-05,87,Arizona
2020-08-06,70,Arizona
2020-08-07,79,Arizona
2020-08-08,56,Arizona
2020-08-09,13,Arizona
2020-08-10,4,Arizona
2020-08-11,45,Arizona
2020-08-12,148,Arizona
2020-08-13,36,Arizona
2020-08-14,40,Arizona
2020-08-15,69,Arizona
2020-08-16,14,Arizona
2020-08-17,0,Arizona
2020-05-25,1,Arkansas
2020-05-26,2,Arkansas
2020-05-27,1,Arkansas
2020-05-28,5,Arkansas
2020-05-29,7,Arkansas
2020-05-30,1,Arkansas
2020-05-31,0,Arkansas
2020-06-01,0,Arkansas
2020-06-02,3,Arkansas
2020-06-03,6,Arkansas
2020-06-04,9,Arkansas
2020-06-05,1,Arkansas
2020-06-06,2,Arkansas
2020-06-07,0,Arkansas
2020-06-08,1,Arkansas
2020-06-09,6,Arkansas
2020-06-10,4,Arkansas
2020-06-11,6,Arkansas
2020-06-12,5,Arkansas
2020-06-13,1,Arkansas
2020-06-14,2,Arkansas
2020-06-15,3,Arkansas
2020-06-16,6,Arkansas
2020-06-17,9,Arkansas
2020-06-18,11,Arkansas
2020-06-19,6,Arkansas
2020-06-20,10,Arkansas
2020-06-21,1,Arkansas
2020-06-22,2,Arkansas
2020-06-23,10,Arkansas
2020-06-24,3,Arkansas
2020-06-25,0,Arkansas
2020-06-26,9,Arkansas
2020-06-27,10,Arkansas
2020-06-28,5,Arkansas
2020-06-29,1,Arkansas
2020-06-30,5,Arkansas
2020-07-01,7,Arkansas
2020-07-02,2,Arkansas
2020-07-03,2,Arkansas
2020-07-04,5,Arkansas
2020-07-05,1,Arkansas
2020-07-06,5,Arkansas
2020-07-07,9,Arkansas
2020-07-08,4,Arkansas
2020-07-09,4,Arkansas
2020-07-10,4,Arkansas
2020-07-11,6,Arkansas
2020-07-12,2,Arkansas
2020-07-13,2,Arkansas
2020-07-14,8,Arkansas
2020-07-15,4,Arkansas
2020-07-16,6,Arkansas
2020-07-17,12,Arkansas
2020-07-18,4,Arkansas
2020-07-19,0,Arkansas
2020-07-20,6,Arkansas
2020-07-21,11,Arkansas
2020-07-22,6,Arkansas
2020-07-23,6,Arkansas
2020-07-24,8,Arkansas
2020-07-25,5,Arkansas
2020-07-26,2,Arkansas
