Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,2820 (158 -- 13961),Unsure,0.94 (0.43 -- 1.3),-0.016 (-0.18 -- 0.078),-43 (8.9 -- -3.9)
Alaska,46 (0 -- 715),Unsure,0.97 (0.17 -- 1.6),-0.0085 (-0.27 -- 0.16),-81 (4.4 -- -2.5)
Arizona,11190 (1633 -- 449357),Unsure,1 (0.62 -- 2.8),0.0079 (-0.11 -- 0.43),87 (1.6 -- -6.2)
Arkansas,1902 (79 -- 8147),Unsure,0.99 (0.39 -- 1.2),-0.0022 (-0.19 -- 0.057),-310 (12 -- -3.7)
California,21057 (4967 -- 52968),Unsure,0.98 (0.64 -- 1.1),-0.0043 (-0.11 -- 0.038),-160 (18 -- -6.5)
Colorado,528 (44 -- 4558),Unsure,0.95 (0.45 -- 1.6),-0.014 (-0.17 -- 0.16),-48 (4.4 -- -4.2)
Connecticut,93 (8 -- 903),Likely decreasing,0.87 (0.46 -- 1.4),-0.036 (-0.17 -- 0.11),-19 (6.6 -- -4.1)
Delaware,0 (0 -- 296),Likely decreasing,0.32 (0.0026 -- 1.7),-0.22 (-0.38 -- 0.18),-3.2 (3.9 -- -1.8)
District of Columbia,67 (13 -- 596),Likely decreasing,0.93 (0.68 -- 1.5),-0.018 (-0.092 -- 0.12),-38 (5.9 -- -7.6)
Florida,30570 (9172 -- 118527),Unsure,1 (0.71 -- 1.5),0.003 (-0.083 -- 0.12),230 (5.7 -- -8.3)
Georgia,18015 (2339 -- 134147),Unsure,1.1 (0.59 -- 1.8),0.023 (-0.12 -- 0.2),31 (3.4 -- -5.8)
Hawaii,269 (4 -- 5870),Unsure,1.1 (0.29 -- 2),0.026 (-0.23 -- 0.25),26 (2.8 -- -3.1)
Idaho,495 (21 -- 6952),Unsure,0.84 (0.31 -- 1.8),-0.044 (-0.22 -- 0.19),-16 (3.7 -- -3.2)
Illinois,3849 (1090 -- 16077),Unsure,1 (0.75 -- 1.5),0.012 (-0.073 -- 0.14),56 (4.9 -- -9.5)
Indiana,1910 (594 -- 6137),Unsure,1 (0.74 -- 1.3),0.0036 (-0.074 -- 0.08),190 (8.6 -- -9.4)
Iowa,1022 (132 -- 6030),Unsure,1 (0.53 -- 1.6),0.0028 (-0.14 -- 0.16),250 (4.3 -- -5)
Kansas,403 (17 -- 1762),Unsure,0.96 (0.4 -- 1.2),-0.011 (-0.19 -- 0.057),-62 (12 -- -3.7)
Kentucky,883 (292 -- 3008),Unsure,1 (0.79 -- 1.3),0.0039 (-0.061 -- 0.087),180 (7.9 -- -11)
Louisiana,6929 (1143 -- 32239),Unsure,1.1 (0.65 -- 1.4),0.014 (-0.1 -- 0.11),50 (6.4 -- -6.9)
Maine,27 (0 -- 225),Unsure,0.92 (0.29 -- 1.4),-0.023 (-0.23 -- 0.11),-31 (6.5 -- -3.1)
Maryland,484 (56 -- 1565),Likely decreasing,0.83 (0.43 -- 1.1),-0.048 (-0.17 -- 0.029),-14 (24 -- -4)
Massachusetts,1590 (564 -- 4626),Unsure,0.98 (0.76 -- 1.2),-0.0065 (-0.07 -- 0.062),-110 (11 -- -9.9)
Michigan,1466 (335 -- 9928),Unsure,1 (0.73 -- 1.6),0.011 (-0.077 -- 0.14),65 (4.9 -- -9)
Minnesota,10151 (2224 -- 112151),Unsure,1.5 (1 -- 2.8),0.13 (0.0038 -- 0.42),5.5 (1.6 -- 180)
Mississippi,4632 (759 -- 13868),Unsure,1 (0.62 -- 1.2),0.0061 (-0.11 -- 0.066),110 (10 -- -6.4)
Missouri,3600 (1055 -- 31834),Unsure,1.1 (0.87 -- 1.8),0.021 (-0.035 -- 0.19),33 (3.6 -- -20)
Montana,78 (0 -- 1335),Unsure,0.78 (0.22 -- 1.4),-0.064 (-0.26 -- 0.11),-11 (6.4 -- -2.7)
Nebraska,302 (15 -- 2167),Unsure,0.97 (0.42 -- 1.4),-0.0093 (-0.18 -- 0.097),-74 (7.1 -- -3.9)
Nevada,3668 (424 -- 14546),Unsure,1.1 (0.61 -- 1.4),0.021 (-0.11 -- 0.11),33 (6.2 -- -6.1)
New Hampshire,34 (1 -- 215),Likely decreasing,0.85 (0.46 -- 1.2),-0.041 (-0.16 -- 0.049),-17 (14 -- -4.3)
New Jersey,427 (68 -- 2113),Likely decreasing,0.84 (0.54 -- 1.3),-0.046 (-0.14 -- 0.068),-15 (10 -- -5)
