region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,96575 (38137 -- 261085),96575,115782,83344,38137,65704,84120,110758,137534,261085,New confirmed cases by infection date,Unsure
Florida,30570 (9172 -- 118527),30570,47976,157737,9172,19394,25778,36088,49253,118527,New confirmed cases by infection date,Unsure
California,21057 (4967 -- 52968),21057,24260,17820,4967,13691,18211,24132,30582,52968,New confirmed cases by infection date,Unsure
Texas,20154 (3636 -- 112090),20154,37633,88329,3636,10386,15807,25806,39391,112090,New confirmed cases by infection date,Unsure
Georgia,18015 (2339 -- 134147),18015,44592,170878,2339,8499,13486,24193,39759,134147,New confirmed cases by infection date,Unsure
Arizona,11190 (1633 -- 449357),11190,153356,1021290,1633,4956,8120,15634,36752,449357,New confirmed cases by infection date,Unsure
Minnesota,10151 (2224 -- 112151),10151,35051,152814,2224,5342,8000,13359,20991,112151,New confirmed cases by infection date,Unsure
Tennessee,6943 (3102 -- 28731),6943,11504,25789,3102,5080,6167,8083,10705,28731,New confirmed cases by infection date,Likely increasing
Louisiana,6929 (1143 -- 32239),6929,12650,36966,1143,3880,5594,8730,12194,32239,New confirmed cases by infection date,Unsure
Mississippi,4632 (759 -- 13868),4632,5693,6659,759,2676,3890,5353,6865,13868,New confirmed cases by infection date,Unsure
Illinois,3849 (1090 -- 16077),3849,6338,14700,1090,2320,3130,4642,6519,16077,New confirmed cases by infection date,Unsure
Nevada,3668 (424 -- 14546),3668,5421,11178,424,1839,2986,4437,5985,14546,New confirmed cases by infection date,Unsure
Missouri,3600 (1055 -- 31834),3600,21614,242018,1055,2071,2861,4578,7322,31834,New confirmed cases by infection date,Unsure
Alabama,2820 (158 -- 13961),2820,4733,8737,158,982,1925,3773,5580,13961,New confirmed cases by infection date,Unsure
Pennsylvania,2801 (883 -- 13560),2801,4883,17552,883,1716,2314,3351,4759,13560,New confirmed cases by infection date,Unsure
Washington,2525 (863 -- 9015),2525,4279,21641,863,1754,2217,3005,4028,9015,New confirmed cases by infection date,Unsure
South Carolina,2295 (336 -- 13929),2295,4798,15425,336,1167,1840,2956,4437,13929,New confirmed cases by infection date,Unsure
Ohio,2058 (176 -- 9452),2058,4184,29131,176,893,1559,2657,3814,9452,New confirmed cases by infection date,Unsure
Puerto Rico,2029 (218 -- 11574),2029,6278,80865,218,1010,1590,2582,3883,11574,New confirmed cases by infection date,Unsure
Oklahoma,1941 (454 -- 9472),1941,11067,115509,454,1176,1621,2272,3072,9472,New confirmed cases by infection date,Likely increasing
Indiana,1910 (594 -- 6137),1910,2503,2793,594,1214,1605,2227,2924,6137,New confirmed cases by infection date,Unsure
Arkansas,1902 (79 -- 8147),1902,2756,3538,79,749,1435,2429,3455,8147,New confirmed cases by infection date,Unsure
