Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1738 (821 -- 8408),Stable,1 (0.84 -- 1.7),2.8e-05 (-0.044 -- 0.17),25000 (4.1 -- -16)
Alaska,498 (99 -- 2223),Stable,0.97 (0.55 -- 1.4),-0.009 (-0.13 -- 0.11),-77 (6.2 -- -5.1)
Arizona,1435 (402 -- 3899),Likely decreasing,0.81 (0.42 -- 1.2),-0.054 (-0.18 -- 0.052),-13 (13 -- -3.9)
Arkansas,972 (377 -- 3445),Likely increasing,1.1 (0.77 -- 1.8),0.028 (-0.065 -- 0.2),25 (3.5 -- -11)
California,10595 (6050 -- 17979),Stable,1 (0.81 -- 1.2),0.0017 (-0.055 -- 0.042),410 (16 -- -13)
Colorado,7178 (4372 -- 11539),Likely increasing,1.1 (0.88 -- 1.2),0.016 (-0.033 -- 0.046),44 (15 -- -21)
Connecticut,3330 (1295 -- 7764),Likely decreasing,0.9 (0.6 -- 1.1),-0.028 (-0.12 -- 0.038),-25 (18 -- -5.8)
Delaware,1592 (1008 -- 2751),Likely increasing,1.1 (0.93 -- 1.2),0.016 (-0.02 -- 0.06),43 (11 -- -34)
District of Columbia,460 (260 -- 906),Stable,0.99 (0.83 -- 1.2),-0.0018 (-0.048 -- 0.052),-380 (13 -- -15)
Florida,23645 (16038 -- 37075),Likely increasing,1 (0.91 -- 1.1),0.0088 (-0.024 -- 0.037),79 (19 -- -29)
Georgia,6404 (3419 -- 12527),Likely increasing,1.1 (0.77 -- 1.4),0.019 (-0.065 -- 0.11),36 (6.6 -- -11)
Guam,30 (10 -- 114),Likely increasing,1.2 (0.91 -- 1.7),0.047 (-0.026 -- 0.18),15 (3.8 -- -26)
Hawaii,459 (152 -- 1274),Stable,1 (0.68 -- 1.3),-0.00011 (-0.093 -- 0.072),-6100 (9.6 -- -7.4)
Idaho,726 (249 -- 1580),Likely decreasing,0.95 (0.69 -- 1.1),-0.015 (-0.09 -- 0.025),-47 (28 -- -7.7)
Illinois,9832 (6086 -- 15347),Likely decreasing,0.94 (0.76 -- 1.1),-0.018 (-0.068 -- 0.021),-38 (33 -- -10)
Indiana,6504 (4506 -- 10020),Increasing,1.1 (1 -- 1.3),0.035 (0.0062 -- 0.077),20 (9 -- 110)
