Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,9767 (5700 -- 18119),Likely decreasing,0.95 (0.82 -- 1.1),-0.014 (-0.05 -- 0.032),-50 (21 -- -14)
Alaska,435 (214 -- 909),Likely decreasing,0.88 (0.66 -- 1.2),-0.033 (-0.099 -- 0.058),-21 (12 -- -7)
Arizona,19084 (8473 -- 39595),Likely decreasing,0.89 (0.68 -- 1.1),-0.03 (-0.093 -- 0.016),-23 (45 -- -7.5)
Arkansas,4776 (2718 -- 9305),Likely decreasing,0.89 (0.75 -- 1.2),-0.03 (-0.07 -- 0.043),-23 (16 -- -9.8)
California,49105 (25219 -- 97997),Likely decreasing,0.81 (0.62 -- 1.1),-0.054 (-0.11 -- 0.024),-13 (29 -- -6.3)
Colorado,5790 (2875 -- 12291),Stable,1 (0.72 -- 1.4),-0.00099 (-0.079 -- 0.11),-700 (6.6 -- -8.7)
Connecticut,8960 (3337 -- 17932),Likely decreasing,0.96 (0.72 -- 1.1),-0.011 (-0.08 -- 0.026),-61 (27 -- -8.7)
Delaware,1517 (753 -- 2976),Likely decreasing,0.88 (0.67 -- 1.1),-0.035 (-0.098 -- 0.022),-20 (32 -- -7.1)
District of Columbia,831 (482 -- 1388),Likely decreasing,0.96 (0.82 -- 1.1),-0.012 (-0.051 -- 0.021),-57 (33 -- -14)
Florida,39274 (23127 -- 78336),Likely decreasing,0.95 (0.82 -- 1.2),-0.014 (-0.051 -- 0.062),-49 (11 -- -14)
Georgia,17992 (10119 -- 32164),Likely decreasing,0.88 (0.71 -- 1.1),-0.034 (-0.084 -- 0.014),-20 (51 -- -8.2)
Guam,13 (1 -- 66),Likely decreasing,0.83 (0.36 -- 1.3),-0.047 (-0.2 -- 0.086),-15 (8 -- -3.5)
Hawaii,322 (159 -- 607),Likely decreasing,0.9 (0.72 -- 1.1),-0.028 (-0.079 -- 0.014),-25 (49 -- -8.7)
Idaho,1189 (656 -- 1943),Decreasing,0.83 (0.67 -- 0.94),-0.049 (-0.095 -- -0.019),-14 (-37 -- -7.3)
Illinois,9252 (4961 -- 17497),Likely decreasing,0.86 (0.64 -- 1.1),-0.041 (-0.1 -- 0.028),-17 (25 -- -6.6)
Indiana,6409 (3482 -- 14164),Likely decreasing,0.86 (0.67 -- 1.2),-0.038 (-0.095 -- 0.054),-18 (13 -- -7.3)
Iowa,2931 (1653 -- 5161),Likely decreasing,0.91 (0.75 -- 1.1),-0.024 (-0.071 -- 0.022),-29 (32 -- -9.8)
Kansas,8364 (2307 -- 21107),Likely decreasing,0.98 (0.68 -- 1.2),-0.0054 (-0.091 -- 0.041),-130 (17 -- -7.6)
Kentucky,6432 (3332 -- 12014),Likely decreasing,0.88 (0.68 -- 1.1),-0.035 (-0.093 -- 0.028),-20 (25 -- -7.5)
