Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1815 (242 -- 28705),Stable,1 (0.6 -- 2),0.0022 (-0.12 -- 0.25),310 (2.8 -- -5.9)
Alaska,88850 (456 -- 8248480),Increasing,3.3 (1 -- 8.1),0.52 (0.0099 -- 1.4),1.3 (0.51 -- 70)
Arizona,782 (202 -- 3974),Likely decreasing,0.85 (0.59 -- 1.2),-0.042 (-0.12 -- 0.052),-16 (13 -- -5.9)
Arkansas,849 (12 -- 60008),Stable,1.1 (0.2 -- 3.9),0.023 (-0.26 -- 0.62),30 (1.1 -- -2.7)
California,6062 (2239 -- 15969),Likely decreasing,0.88 (0.7 -- 1.1),-0.034 (-0.087 -- 0.031),-20 (23 -- -8)
Colorado,614 (169 -- 2536),Stable,0.99 (0.73 -- 1.3),-0.0034 (-0.079 -- 0.089),-200 (7.8 -- -8.8)
Connecticut,1172 (348 -- 6036),Likely increasing,1.1 (0.81 -- 1.5),0.015 (-0.053 -- 0.14),46 (4.9 -- -13)
Delaware,589 (103 -- 18411),Stable,1 (0.7 -- 2.3),0.0038 (-0.087 -- 0.33),180 (2.1 -- -7.9)
District of Columbia,348 (72 -- 2233),Likely increasing,1.1 (0.71 -- 1.6),0.017 (-0.084 -- 0.15),40 (4.8 -- -8.3)
Florida,9924 (3848 -- 52125),Stable,1 (0.84 -- 1.7),0.0091 (-0.045 -- 0.17),76 (4.1 -- -15)
Georgia,5597 (1555 -- 20584),Likely decreasing,0.97 (0.67 -- 1.3),-0.0095 (-0.095 -- 0.084),-73 (8.2 -- -7.3)
Guam,2 (0 -- 106),Likely decreasing,0.82 (0.087 -- 1.5),-0.05 (-0.32 -- 0.14),-14 (5.1 -- -2.2)
Hawaii,63 (2 -- 508),Likely decreasing,0.94 (0.42 -- 1.4),-0.015 (-0.18 -- 0.1),-45 (6.9 -- -3.9)
Idaho,474 (108 -- 5055),Stable,0.99 (0.72 -- 1.6),-0.0025 (-0.08 -- 0.16),-280 (4.3 -- -8.6)
Illinois,3021 (1248 -- 10087),Stable,1 (0.84 -- 1.4),0.007 (-0.045 -- 0.097),100 (7.1 -- -15)
Indiana,1862 (481 -- 9590),Stable,1 (0.72 -- 1.5),0.0071 (-0.08 -- 0.13),98 (5.4 -- -8.6)
Iowa,1225 (33 -- 101910),Likely decreasing,0.87 (0.28 -- 1.4),-0.036 (-0.23 -- 0.11),-19 (6.4 -- -3)
Kansas,243 (10 -- 3366),Likely decreasing,0.86 (0.36 -- 1.5),-0.039 (-0.19 -- 0.14),-18 (5 -- -3.6)
Kentucky,1040 (25 -- 119878),Stable,0.93 (0.28 -- 3.6),-0.02 (-0.23 -- 0.58),-35 (1.2 -- -3.1)
Louisiana,907 (260 -- 4377),Likely decreasing,0.92 (0.69 -- 1.3),-0.021 (-0.088 -- 0.077),-33 (9 -- -7.9)
Maine,526 (62 -- 14717),Likely increasing,1.1 (0.7 -- 2.3),0.032 (-0.084 -- 0.31),22 (2.2 -- -8.2)
Maryland,2086 (848 -- 5447),Stable,1 (0.79 -- 1.3),0.0048 (-0.061 -- 0.072),140 (9.6 -- -11)
Massachusetts,231 (13 -- 1396),Likely decreasing,0.64 (0.26 -- 1.1),-0.1 (-0.24 -- 0.017),-6.6 (40 -- -2.9)
Michigan,15333 (3641 -- 47209),Likely increasing,1.1 (0.75 -- 1.5),0.038 (-0.07 -- 0.12),18 (5.6 -- -9.9)
Minnesota,1495 (170 -- 8496),Likely decreasing,0.98 (0.51 -- 1.4),-0.0058 (-0.15 -- 0.11),-120 (6.4 -- -4.7)
Mississippi,891 (266 -- 11383),Stable,1 (0.79 -- 1.9),0.0024 (-0.061 -- 0.23),290 (3 -- -11)
Missouri,2855 (376 -- 58979),Likely increasing,1.1 (0.68 -- 2.3),0.028 (-0.091 -- 0.31),25 (2.3 -- -7.6)
Montana,919 (124 -- 5884),Likely increasing,1.1 (0.63 -- 1.5),0.016 (-0.11 -- 0.12),42 (5.7 -- -6.4)
Nebraska,559 (90 -- 7240),Stable,1 (0.65 -- 1.7),0.0045 (-0.1 -- 0.18),150 (3.9 -- -6.8)
Nevada,511 (82 -- 1992),Likely decreasing,0.89 (0.52 -- 1.2),-0.03 (-0.14 -- 0.049),-23 (14 -- -4.8)
New Hampshire,99 (3 -- 967),Likely decreasing,0.9 (0.35 -- 1.6),-0.028 (-0.21 -- 0.16),-25 (4.4 -- -3.4)
New Jersey,7303 (3354 -- 24716),Likely increasing,1.1 (0.91 -- 1.4),0.016 (-0.026 -- 0.12),45 (6 -- -27)
New Mexico,325 (90 -- 1514),Likely decreasing,0.9 (0.64 -- 1.3),-0.027 (-0.11 -- 0.074),-25 (9.4 -- -6.5)
New York,7702 (2921 -- 17310),Likely decreasing,0.96 (0.74 -- 1.1),-0.01 (-0.074 -- 0.035),-68 (20 -- -9.3)
North Carolina,2212 (375 -- 18787),Likely decreasing,0.94 (0.61 -- 1.5),-0.017 (-0.12 -- 0.12),-40 (5.8 -- -6)
North Dakota,166 (37 -- 3336),Stable,1 (0.78 -- 2),0.0091 (-0.063 -- 0.26),76 (2.7 -- -11)
Ohio,3069240 (229935 -- 15112300),Increasing,6.2 (2.9 -- 9.3),1 (0.43 -- 1.6),0.67 (0.44 -- 1.6)
Oklahoma,316 (0 -- 67081),Likely decreasing,0.41 (0.013 -- 2),-0.18 (-0.37 -- 0.25),-3.8 (2.8 -- -1.9)
Oregon,446 (77 -- 2811),Likely decreasing,0.93 (0.62 -- 1.3),-0.018 (-0.11 -- 0.087),-38 (7.9 -- -6.4)
