Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1244 (132 -- 10337),Likely decreasing,0.83 (0.48 -- 1.2),-0.049 (-0.16 -- 0.059),-14 (12 -- -4.4)
Alaska,46 (0 -- 590),Likely decreasing,0.89 (0.27 -- 1.4),-0.031 (-0.23 -- 0.11),-22 (6.2 -- -3)
Arizona,2475 (713 -- 11215),Likely decreasing,0.88 (0.66 -- 1.2),-0.035 (-0.097 -- 0.053),-20 (13 -- -7.1)
Arkansas,11 (0 -- 2046),Likely decreasing,0.28 (0.0061 -- 1.8),-0.23 (-0.37 -- 0.21),-3.1 (3.2 -- -1.9)
California,20864 (7626 -- 52200),Likely decreasing,0.92 (0.75 -- 1.2),-0.021 (-0.073 -- 0.041),-33 (17 -- -9.6)
Colorado,270 (80 -- 651),Likely decreasing,0.89 (0.67 -- 1.1),-0.031 (-0.094 -- 0.017),-23 (42 -- -7.4)
Connecticut,515 (147 -- 1128),Decreasing,0.88 (0.68 -- 1),-0.033 (-0.094 -- 0.0014),-21 (510 -- -7.4)
Delaware,101 (0 -- 5829),Likely decreasing,0.71 (0.13 -- 2.3),-0.084 (-0.3 -- 0.32),-8.3 (2.2 -- -2.3)
District of Columbia,114 (14 -- 599),Likely decreasing,0.89 (0.57 -- 1.2),-0.032 (-0.13 -- 0.057),-22 (12 -- -5.5)
Florida,8708 (3408 -- 55278),Likely decreasing,0.94 (0.76 -- 1.6),-0.016 (-0.067 -- 0.15),-44 (4.7 -- -10)
Georgia,21468 (4194 -- 271450),Likely increasing,1.1 (0.78 -- 2.1),0.031 (-0.063 -- 0.27),22 (2.6 -- -11)
Guam,2 (0 -- 110),Likely decreasing,0.81 (0.049 -- 1.7),-0.053 (-0.34 -- 0.17),-13 (4 -- -2)
Hawaii,341 (22 -- 11913),Likely increasing,1.1 (0.55 -- 2.5),0.031 (-0.13 -- 0.37),23 (1.9 -- -5.2)
Idaho,173 (0 -- 897),Likely decreasing,0.88 (0.15 -- 1.2),-0.035 (-0.28 -- 0.042),-20 (17 -- -2.5)
Illinois,1800 (955 -- 4267),Likely decreasing,0.92 (0.81 -- 1.1),-0.023 (-0.053 -- 0.035),-31 (20 -- -13)
Indiana,827 (210 -- 3247),Likely decreasing,0.89 (0.62 -- 1.3),-0.031 (-0.11 -- 0.077),-22 (9 -- -6.3)
Iowa,457 (27 -- 3495),Likely decreasing,0.86 (0.44 -- 1.5),-0.039 (-0.17 -- 0.12),-18 (5.7 -- -4)
Kansas,449 (54 -- 26322),Likely decreasing,0.9 (0.58 -- 2.3),-0.028 (-0.13 -- 0.31),-25 (2.2 -- -5.5)
Kentucky,6696 (141 -- 55639),Likely decreasing,0.83 (0.18 -- 1.4),-0.047 (-0.27 -- 0.1),-15 (6.8 -- -2.6)
Louisiana,1787 (425 -- 7086),Likely decreasing,0.93 (0.65 -- 1.2),-0.019 (-0.1 -- 0.056),-36 (12 -- -6.8)
Maine,84 (5 -- 951),Likely decreasing,0.87 (0.47 -- 1.5),-0.037 (-0.16 -- 0.14),-19 (4.9 -- -4.4)
Maryland,1702 (662 -- 4212),Likely decreasing,0.96 (0.71 -- 1.2),-0.0099 (-0.084 -- 0.05),-70 (14 -- -8.2)
Massachusetts,5054 (2379 -- 14666),Likely increasing,1 (0.85 -- 1.4),0.01 (-0.042 -- 0.1),69 (6.9 -- -16)
Michigan,3246 (1122 -- 16684),Likely increasing,1 (0.81 -- 1.6),0.012 (-0.054 -- 0.14),58 (4.9 -- -13)
Minnesota,82 (0 -- 2726),Likely decreasing,0.52 (0.05 -- 1.4),-0.14 (-0.34 -- 0.11),-4.9 (6.1 -- -2)
Mississippi,415 (11 -- 1683),Likely decreasing,0.83 (0.28 -- 1.1),-0.047 (-0.23 -- 0.035),-15 (20 -- -3)
Missouri,737 (64 -- 4515),Likely decreasing,0.83 (0.45 -- 1.3),-0.047 (-0.17 -- 0.068),-15 (10 -- -4.2)
Montana,472 (17 -- 5604),Stable,0.99 (0.36 -- 1.7),-0.0033 (-0.2 -- 0.18),-210 (3.8 -- -3.4)
Nebraska,426 (90 -- 7446),Stable,0.98 (0.7 -- 1.8),-0.0056 (-0.088 -- 0.21),-120 (3.3 -- -7.9)
Nevada,874 (317 -- 4001),Likely decreasing,0.93 (0.72 -- 1.4),-0.02 (-0.08 -- 0.096),-35 (7.2 -- -8.7)
New Hampshire,521 (72 -- 3705),Stable,1 (0.56 -- 1.7),0.01 (-0.13 -- 0.17),68 (4.1 -- -5.3)
New Jersey,4567 (1449 -- 13066),Likely decreasing,0.94 (0.74 -- 1.1),-0.015 (-0.076 -- 0.029),-45 (24 -- -9.2)
New Mexico,364 (91 -- 1335),Likely decreasing,0.87 (0.62 -- 1.2),-0.038 (-0.11 -- 0.064),-18 (11 -- -6.3)
New York,9402 (5173 -- 21043),Likely decreasing,0.94 (0.86 -- 1.1),-0.016 (-0.038 -- 0.039),-44 (18 -- -18)
North Carolina,3304 (886 -- 16958),Likely decreasing,0.91 (0.71 -- 1.4),-0.024 (-0.083 -- 0.097),-29 (7.2 -- -8.4)
North Dakota,69 (2 -- 699),Likely decreasing,0.92 (0.32 -- 1.5),-0.022 (-0.21 -- 0.13),-31 (5.3 -- -3.2)
Ohio,2777020 (65935 -- 47418300),Likely increasing,4.1 (0.94 -- 9.3),0.66 (-0.016 -- 1.6),1 (0.43 -- -44)
Oklahoma,238 (1 -- 4502),Likely decreasing,0.72 (0.24 -- 1.4),-0.08 (-0.24 -- 0.1),-8.7 (6.8 -- -2.9)
