Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,909 (232 -- 2955),Likely decreasing,0.91 (0.61 -- 1.2),-0.024 (-0.11 -- 0.057),-29 (12 -- -6)
Alaska,77 (28 -- 189),Likely decreasing,0.88 (0.68 -- 1.1),-0.032 (-0.091 -- 0.021),-22 (33 -- -7.6)
Arizona,1549 (829 -- 3000),Likely decreasing,0.96 (0.82 -- 1.1),-0.012 (-0.051 -- 0.027),-56 (26 -- -14)
Arkansas,1284 (658 -- 3068),Likely increasing,1.2 (1 -- 1.6),0.056 (-0.00067 -- 0.17),12 (4.2 -- -1000)
California,3145 (1936 -- 5271),Likely decreasing,0.93 (0.83 -- 1),-0.018 (-0.049 -- 0.00056),-38 (1200 -- -14)
Colorado,2603 (1496 -- 4748),Stable,1 (0.87 -- 1.2),0.0025 (-0.036 -- 0.061),280 (11 -- -20)
Connecticut,143 (59 -- 325),Decreasing,0.8 (0.62 -- 0.99),-0.057 (-0.11 -- -0.0029),-12 (-240 -- -6.3)
Delaware,71 (33 -- 167),Decreasing,0.77 (0.6 -- 0.98),-0.064 (-0.12 -- -0.0049),-11 (-140 -- -5.9)
District of Columbia,34 (12 -- 77),Decreasing,0.84 (0.62 -- 0.98),-0.046 (-0.11 -- -0.005),-15 (-140 -- -6.3)
Florida,4441 (1278 -- 14131),Likely decreasing,0.9 (0.67 -- 1.3),-0.029 (-0.098 -- 0.067),-24 (10 -- -7.1)
Georgia,1276 (813 -- 2226),Stable,0.98 (0.85 -- 1.2),-0.0056 (-0.041 -- 0.046),-120 (15 -- -17)
Guam,15 (5 -- 51),Likely decreasing,0.95 (0.69 -- 1.3),-0.014 (-0.09 -- 0.089),-51 (7.8 -- -7.7)
Hawaii,239 (141 -- 534),Likely decreasing,0.97 (0.88 -- 1.3),-0.0087 (-0.033 -- 0.07),-80 (9.9 -- -21)
Idaho,294 (91 -- 886),Likely decreasing,0.93 (0.61 -- 1.2),-0.021 (-0.11 -- 0.054),-34 (13 -- -6.1)
Illinois,679 (438 -- 1161),Decreasing,0.74 (0.64 -- 0.88),-0.075 (-0.11 -- -0.035),-9.3 (-20 -- -6.6)
Indiana,1183 (609 -- 2439),Likely decreasing,0.9 (0.76 -- 1.1),-0.028 (-0.069 -- 0.028),-24 (25 -- -10)
Iowa,244 (140 -- 512),Likely decreasing,0.95 (0.81 -- 1.2),-0.014 (-0.054 -- 0.066),-51 (10 -- -13)
Kansas,293 (97 -- 913),Likely decreasing,0.94 (0.7 -- 1.2),-0.017 (-0.088 -- 0.062),-40 (11 -- -7.9)
Kentucky,819 (356 -- 1729),Likely decreasing,0.91 (0.74 -- 1.1),-0.024 (-0.075 -- 0.019),-28 (37 -- -9.3)
Louisiana,1355 (566 -- 2772),Likely decreasing,0.98 (0.8 -- 1.1),-0.0062 (-0.057 -- 0.037),-110 (19 -- -12)
Maine,120 (60 -- 253),Likely decreasing,0.82 (0.62 -- 1.1),-0.052 (-0.11 -- 0.025),-13 (28 -- -6.3)
Maryland,229 (144 -- 414),Decreasing,0.81 (0.7 -- 0.98),-0.054 (-0.087 -- -0.0054),-13 (-130 -- -8)
Massachusetts,271 (129 -- 587),Decreasing,0.79 (0.64 -- 1),-0.06 (-0.1 -- -0.00021),-12 (-3400 -- -6.6)
Michigan,579 (280 -- 1337),Decreasing,0.75 (0.58 -- 0.99),-0.07 (-0.12 -- -0.0022),-9.9 (-320 -- -5.6)
Minnesota,313 (137 -- 724),Decreasing,0.77 (0.6 -- 1),-0.066 (-0.12 -- -0.00025),-10 (-2800 -- -5.9)
Mississippi,335 (127 -- 1068),Likely decreasing,0.93 (0.75 -- 1.2),-0.02 (-0.071 -- 0.057),-35 (12 -- -9.7)
Missouri,2225 (1274 -- 5108),Stable,1 (0.92 -- 1.3),0.0049 (-0.021 -- 0.079),140 (8.8 -- -32)
Montana,244 (124 -- 512),Likely decreasing,0.95 (0.8 -- 1.1),-0.013 (-0.058 -- 0.028),-52 (25 -- -12)
Nebraska,63 (22 -- 184),Likely decreasing,0.81 (0.61 -- 1.1),-0.054 (-0.12 -- 0.028),-13 (25 -- -6)
Nevada,627 (237 -- 2500),Likely decreasing,0.94 (0.72 -- 1.3),-0.015 (-0.079 -- 0.079),-46 (8.7 -- -8.8)
New Hampshire,46 (18 -- 117),Decreasing,0.76 (0.59 -- 1),-0.068 (-0.12 -- 0.00038),-10 (1800 -- -5.7)
New Jersey,512 (220 -- 1549),Likely decreasing,0.85 (0.64 -- 1.1),-0.043 (-0.1 -- 0.036),-16 (19 -- -6.7)
New Mexico,208 (32 -- 1034),Likely decreasing,0.9 (0.45 -- 1.4),-0.028 (-0.17 -- 0.11),-25 (6.3 -- -4.2)
New York,1338 (852 -- 2379),Decreasing,0.83 (0.76 -- 0.97),-0.047 (-0.07 -- -0.0095),-15 (-73 -- -10)
North Carolina,1400 (485 -- 3529),Likely decreasing,0.88 (0.66 -- 1.1),-0.035 (-0.1 -- 0.02),-20 (35 -- -6.9)
North Dakota,116 (69 -- 234),Likely decreasing,0.94 (0.82 -- 1.2),-0.018 (-0.052 -- 0.047),-39 (15 -- -13)
Northern Mariana Islands,0 (0 -- 1),Likely decreasing,0.53 (0.061 -- 1.1),-0.14 (-0.33 -- 0.026),-4.9 (27 -- -2.1)
Ohio,897 (435 -- 1904),Likely decreasing,0.84 (0.69 -- 1),-0.044 (-0.09 -- 0.0031),-16 (220 -- -7.7)
Oklahoma,360 (156 -- 1069),Likely decreasing,0.95 (0.76 -- 1.2),-0.014 (-0.067 -- 0.055),-50 (13 -- -10)
Oregon,931 (580 -- 1658),Likely decreasing,0.97 (0.83 -- 1.1),-0.0076 (-0.048 -- 0.04),-91 (17 -- -14)
Pennsylvania,850 (496 -- 1454),Decreasing,0.79 (0.66 -- 0.93),-0.061 (-0.099 -- -0.02),-11 (-35 -- -7)
Puerto Rico,109 (31 -- 426),Likely decreasing,0.82 (0.49 -- 1.4),-0.052 (-0.15 -- 0.1),-13 (6.7 -- -4.5)
Rhode Island,75 (21 -- 231),Likely decreasing,0.81 (0.55 -- 1),-0.053 (-0.13 -- 0.011),-13 (61 -- -5.2)
South Carolina,235 (105 -- 556),Decreasing,0.75 (0.58 -- 0.96),-0.071 (-0.12 -- -0.01),-9.8 (-68 -- -5.7)
South Dakota,24 (8 -- 65),Decreasing,0.81 (0.59 -- 0.98),-0.055 (-0.12 -- -0.0043),-13 (-160 -- -5.7)
Tennessee,513 (204 -- 1418),Likely decreasing,0.86 (0.67 -- 1.1),-0.038 (-0.095 -- 0.039),-18 (18 -- -7.3)
Texas,7981 (4229 -- 20249),Likely increasing,1 (0.91 -- 1.4),0.011 (-0.024 -- 0.1),61 (6.7 -- -28)
US,47131 (30319 -- 83809),Likely decreasing,0.95 (0.85 -- 1.1),-0.015 (-0.042 -- 0.036),-48 (19 -- -16)
Utah,1591 (985 -- 2792),Likely increasing,1.1 (1 -- 1.4),0.04 (-0.0013 -- 0.092),17 (7.5 -- -520)
Vermont,14 (6 -- 42),Likely decreasing,0.77 (0.57 -- 1.1),-0.067 (-0.13 -- 0.028),-10 (25 -- -5.4)
Virgin Islands,90 (27 -- 524),Likely increasing,1.1 (0.77 -- 1.7),0.017 (-0.064 -- 0.18),40 (4 -- -11)
Virginia,351 (210 -- 596),Decreasing,0.82 (0.69 -- 0.95),-0.051 (-0.089 -- -0.015),-14 (-47 -- -7.8)
Washington,2078 (929 -- 4322),Likely decreasing,0.91 (0.73 -- 1.1),-0.024 (-0.079 -- 0.021),-29 (33 -- -8.8)
West Virginia,254 (72 -- 700),Likely decreasing,0.84 (0.58 -- 1),-0.046 (-0.12 -- 0.011),-15 (61 -- -5.6)
Wisconsin,261 (86 -- 762),Likely decreasing,0.78 (0.56 -- 1),-0.062 (-0.13 -- 0.0058),-11 (120 -- -5.3)
Wyoming,288 (161 -- 509),Stable,1 (0.87 -- 1.1),0.0017 (-0.037 -- 0.03),410 (23 -- -19)
