Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,9479 (5097 -- 16831),Likely decreasing,0.93 (0.79 -- 1.1),-0.018 (-0.061 -- 0.02),-38 (35 -- -11)
Alaska,672 (333 -- 1342),Likely decreasing,0.91 (0.7 -- 1.2),-0.025 (-0.088 -- 0.056),-28 (12 -- -7.9)
Arizona,30391 (14132 -- 58020),Likely decreasing,0.96 (0.77 -- 1.1),-0.01 (-0.066 -- 0.029),-69 (24 -- -11)
Arkansas,6671 (2906 -- 12937),Likely decreasing,0.89 (0.65 -- 1),-0.031 (-0.1 -- 0.0047),-22 (150 -- -6.8)
California,44594 (16217 -- 103058),Decreasing,0.69 (0.41 -- 0.93),-0.09 (-0.18 -- -0.019),-7.7 (-37 -- -3.8)
Colorado,7442 (3099 -- 23603),Likely increasing,1.1 (0.72 -- 2),0.029 (-0.079 -- 0.25),24 (2.8 -- -8.7)
Connecticut,11451 (4507 -- 23236),Stable,0.99 (0.75 -- 1.1),-0.0031 (-0.071 -- 0.039),-220 (18 -- -9.7)
Delaware,2389 (1232 -- 4518),Likely decreasing,0.94 (0.71 -- 1.1),-0.017 (-0.083 -- 0.032),-40 (22 -- -8.4)
District of Columbia,784 (346 -- 1377),Likely decreasing,0.92 (0.67 -- 1),-0.021 (-0.095 -- 0.011),-32 (63 -- -7.3)
Florida,32554 (18383 -- 56898),Likely decreasing,0.88 (0.71 -- 1),-0.032 (-0.083 -- 0.01),-22 (67 -- -8.4)
Georgia,28179 (13331 -- 51523),Likely decreasing,0.97 (0.74 -- 1.1),-0.0072 (-0.074 -- 0.032),-96 (22 -- -9.4)
Guam,44 (9 -- 223),Stable,1 (0.59 -- 1.6),0.0086 (-0.12 -- 0.16),80 (4.2 -- -5.8)
Hawaii,303 (117 -- 604),Likely decreasing,0.85 (0.57 -- 1),-0.043 (-0.13 -- 0.0053),-16 (130 -- -5.4)
Idaho,2344 (1330 -- 3938),Decreasing,0.9 (0.74 -- 0.99),-0.028 (-0.073 -- -0.0026),-25 (-270 -- -9.5)
Illinois,21261 (10483 -- 54968),Likely decreasing,0.96 (0.74 -- 1.6),-0.011 (-0.075 -- 0.15),-63 (4.5 -- -9.2)
Indiana,7753 (3771 -- 16289),Likely decreasing,0.82 (0.6 -- 1.2),-0.051 (-0.12 -- 0.047),-14 (15 -- -5.8)
Iowa,4922 (2413 -- 10826),Likely decreasing,0.95 (0.75 -- 1.2),-0.015 (-0.072 -- 0.065),-48 (11 -- -9.6)
Kansas,12122 (3924 -- 41949),Stable,1 (0.74 -- 1.3),0.0031 (-0.076 -- 0.089),220 (7.8 -- -9.1)
Kentucky,8540 (4211 -- 16521),Likely decreasing,0.87 (0.66 -- 1.1),-0.037 (-0.1 -- 0.022),-19 (31 -- -6.9)
Louisiana,9611 (3358 -- 21661),Likely decreasing,0.91 (0.62 -- 1.1),-0.025 (-0.11 -- 0.028),-28 (24 -- -6.3)
Maine,2074 (1193 -- 3611),Likely decreasing,0.98 (0.84 -- 1.1),-0.0069 (-0.046 -- 0.025),-100 (27 -- -15)
Maryland,5491 (2745 -- 11382),Likely decreasing,0.8 (0.59 -- 1.1),-0.056 (-0.12 -- 0.031),-12 (23 -- -5.7)
Massachusetts,14058 (6782 -- 27855),Likely decreasing,0.86 (0.64 -- 1.1),-0.04 (-0.11 -- 0.019),-17 (37 -- -6.5)
Michigan,7643 (3299 -- 16322),Likely decreasing,0.88 (0.67 -- 1.1),-0.033 (-0.095 -- 0.018),-21 (38 -- -7.3)
Minnesota,5710 (2511 -- 18216),Likely increasing,1.1 (0.75 -- 1.9),0.022 (-0.072 -- 0.22),31 (3.1 -- -9.6)
Mississippi,6321 (3407 -- 11213),Likely decreasing,0.92 (0.73 -- 1),-0.023 (-0.077 -- 0.011),-30 (63 -- -9)
Missouri,6323 (3003 -- 11113),Decreasing,0.91 (0.72 -- 1),-0.024 (-0.083 -- -0.0012),-29 (-590 -- -8.4)
Montana,1193 (532 -- 2082),Likely decreasing,0.93 (0.7 -- 1.1),-0.019 (-0.086 -- 0.017),-36 (42 -- -8.1)
Nebraska,3860 (2016 -- 7392),Stable,0.98 (0.75 -- 1.2),-0.0049 (-0.071 -- 0.045),-140 (15 -- -9.7)
Nevada,3965 (1684 -- 7699),Likely decreasing,0.82 (0.59 -- 1),-0.05 (-0.12 -- 0.0058),-14 (120 -- -5.7)
New Hampshire,3890 (2163 -- 7196),Stable,1 (0.85 -- 1.2),0.0011 (-0.042 -- 0.042),650 (16 -- -17)
New Jersey,20899 (11776 -- 35148),Likely decreasing,0.97 (0.78 -- 1.1),-0.0082 (-0.063 -- 0.022),-84 (31 -- -11)
New Mexico,2046 (940 -- 4757),Likely decreasing,0.82 (0.57 -- 1.3),-0.051 (-0.13 -- 0.074),-14 (9.4 -- -5.4)
New York,47571 (26974 -- 92768),Likely decreasing,0.87 (0.67 -- 1.2),-0.038 (-0.098 -- 0.041),-18 (17 -- -7.1)
North Carolina,29814 (17521 -- 48558),Stable,0.99 (0.83 -- 1.1),-0.0028 (-0.047 -- 0.019),-250 (36 -- -15)
North Dakota,462 (237 -- 970),Likely decreasing,0.91 (0.72 -- 1.1),-0.025 (-0.082 -- 0.037),-28 (19 -- -8.5)
Northern Mariana Islands,0 (0 -- 3),Likely decreasing,0.85 (0.34 -- 1.2),-0.041 (-0.21 -- 0.055),-17 (13 -- -3.3)
Ohio,17148 (8871 -- 31756),Likely decreasing,0.87 (0.68 -- 1),-0.037 (-0.093 -- 0.0024),-19 (290 -- -7.5)
Oklahoma,11944 (5480 -- 22428),Likely decreasing,0.97 (0.77 -- 1.1),-0.008 (-0.065 -- 0.02),-86 (34 -- -11)
Oregon,1571 (798 -- 2880),Decreasing,0.75 (0.55 -- 0.92),-0.071 (-0.13 -- -0.021),-9.7 (-32 -- -5.2)
Pennsylvania,13410 (6468 -- 27707),Likely decreasing,0.83 (0.6 -- 1.2),-0.048 (-0.12 -- 0.043),-14 (16 -- -5.8)
Puerto Rico,1702 (861 -- 3382),Likely decreasing,0.93 (0.78 -- 1.1),-0.018 (-0.063 -- 0.022),-38 (32 -- -11)
Rhode Island,5150 (2301 -- 10912),Stable,0.98 (0.75 -- 1.2),-0.0046 (-0.071 -- 0.047),-150 (15 -- -9.8)
South Carolina,19096 (11069 -- 29818),Stable,1 (0.86 -- 1.1),0.002 (-0.039 -- 0.022),350 (32 -- -18)
South Dakota,818 (456 -- 1401),Decreasing,0.89 (0.73 -- 0.99),-0.03 (-0.077 -- -0.0035),-23 (-200 -- -8.9)
Tennessee,10197 (4702 -- 21887),Likely decreasing,0.85 (0.64 -- 1.1),-0.043 (-0.1 -- 0.03),-16 (23 -- -6.7)
Texas,94654 (58962 -- 146434),Likely increasing,1 (0.92 -- 1.1),0.0088 (-0.023 -- 0.023),79 (31 -- -30)
US,491301 (268090 -- 972077),Likely decreasing,0.86 (0.65 -- 1.2),-0.04 (-0.1 -- 0.052),-17 (13 -- -6.9)
Utah,4638 (2184 -- 9809),Likely decreasing,0.79 (0.57 -- 1),-0.059 (-0.13 -- 0.0028),-12 (250 -- -5.5)
