region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,157650 (75439 -- 302963),157650,168626,73030,75439,119185,142426,174421,203025,302963,New confirmed cases by infection date,Unsure
Florida,75771 (27939 -- 261920),75771,105624,108895,27939,50897,64304,90021,121745,261920,New confirmed cases by infection date,Unsure
Texas,58127 (17718 -- 160116),58127,70695,57055,17718,38076,49376,68167,88065,160116,New confirmed cases by infection date,Unsure
Arizona,38520 (10692 -- 191577),38520,84449,579031,10692,22404,31455,48274,70133,191577,New confirmed cases by infection date,Unsure
California,15853 (7294 -- 35183),15853,17819,9841,7294,11683,14185,17664,21368,35183,New confirmed cases by infection date,Unsure
Ohio,10315 (2071 -- 115116),10315,102034,1355730,2071,4949,7676,13749,23901,115116,New confirmed cases by infection date,Unsure
Louisiana,9333 (2111 -- 55072),9333,20785,99686,2111,4980,7280,11794,18069,55072,New confirmed cases by infection date,Unsure
South Carolina,9278 (2721 -- 33592),9278,12818,15303,2721,5644,7589,11028,15126,33592,New confirmed cases by infection date,Unsure
Alabama,4508 (1385 -- 23280),4508,7742,14150,1385,2683,3662,5500,7951,23280,New confirmed cases by infection date,Unsure
Wisconsin,4419 (757 -- 44147),4419,12826,41605,757,1964,3266,6051,10592,44147,New confirmed cases by infection date,Unsure
North Carolina,4294 (1532 -- 34558),4294,11319,60465,1532,2688,3572,5492,8632,34558,New confirmed cases by infection date,Unsure
Georgia,4185 (782 -- 41297),4185,13056,46914,782,2303,3365,5530,9308,41297,New confirmed cases by infection date,Unsure
Mississippi,4155 (976 -- 22150),4155,6959,11264,976,2425,3345,5193,7593,22150,New confirmed cases by infection date,Unsure
Tennessee,3301 (1163 -- 10886),3301,4490,6314,1163,2250,2860,3814,5145,10886,New confirmed cases by infection date,Likely increasing
Iowa,3161 (383 -- 24377),3161,6921,15547,383,1372,2292,4071,6885,24377,New confirmed cases by infection date,Unsure
Idaho,2757 (213 -- 51030),2757,16383,97936,213,988,1877,3967,7782,51030,New confirmed cases by infection date,Unsure
Nevada,1748 (109 -- 11341),1748,3453,6818,109,777,1293,2251,3618,11341,New confirmed cases by infection date,Unsure
New Jersey,1684 (175 -- 4499),1684,2014,3086,175,1087,1481,1934,2418,4499,New confirmed cases by infection date,Decreasing
Pennsylvania,1407 (569 -- 4343),1407,1952,5515,569,977,1230,1656,2080,4343,New confirmed cases by infection date,Likely decreasing
Illinois,1314 (492 -- 5117),1314,1899,2386,492,886,1127,1521,2042,5117,New confirmed cases by infection date,Likely decreasing
Washington,1265 (359 -- 4987),1265,1985,5514,359,813,1078,1483,1964,4987,New confirmed cases by infection date,Unsure
Kentucky,1243 (372 -- 6119),1243,2181,3851,372,748,1018,1546,2320,6119,New confirmed cases by infection date,Unsure
