Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,4508 (1385 -- 23280),Unsure,1.1 (0.82 -- 1.5),0.018 (-0.05 -- 0.12),39 (5.8 -- -14)
Alaska,30 (0 -- 663),Unsure,1 (0.17 -- 1.8),0.00039 (-0.27 -- 0.21),1800 (3.3 -- -2.6)
Arizona,38520 (10692 -- 191577),Unsure,1.2 (0.89 -- 1.8),0.061 (-0.03 -- 0.19),11 (3.6 -- -23)
Arkansas,920 (173 -- 4156),Unsure,1 (0.7 -- 1.5),0.0082 (-0.09 -- 0.12),85 (5.7 -- -7.7)
California,15853 (7294 -- 35183),Unsure,1 (0.82 -- 1.2),0.011 (-0.051 -- 0.054),65 (13 -- -13)
Colorado,537 (116 -- 6400),Unsure,0.95 (0.68 -- 1.6),-0.015 (-0.092 -- 0.16),-47 (4.3 -- -7.5)
Connecticut,746 (128 -- 13283),Unsure,1 (0.71 -- 2.1),0.0055 (-0.083 -- 0.26),130 (2.6 -- -8.3)
Delaware,39 (0 -- 398),Likely decreasing,0.79 (0.37 -- 1.3),-0.058 (-0.19 -- 0.087),-12 (8 -- -3.6)
District of Columbia,99 (26 -- 469),Likely decreasing,0.89 (0.68 -- 1.2),-0.03 (-0.095 -- 0.062),-23 (11 -- -7.3)
Florida,75771 (27939 -- 261920),Unsure,1.4 (1.1 -- 1.9),0.092 (0.014 -- 0.21),7.5 (3.2 -- 51)
Georgia,4185 (782 -- 41297),Unsure,1 (0.62 -- 1.8),0.01 (-0.11 -- 0.19),67 (3.6 -- -6.3)
Hawaii,141 (1 -- 3077),Unsure,1.2 (0.28 -- 2.2),0.047 (-0.23 -- 0.29),15 (2.4 -- -3)
Idaho,2757 (213 -- 51030),Unsure,1.4 (0.73 -- 2.7),0.12 (-0.078 -- 0.41),6 (1.7 -- -8.9)
Illinois,1314 (492 -- 5117),Likely decreasing,0.89 (0.72 -- 1.3),-0.031 (-0.081 -- 0.068),-22 (10 -- -8.6)
Indiana,663 (319 -- 1605),Likely decreasing,0.92 (0.79 -- 1.1),-0.023 (-0.06 -- 0.028),-30 (24 -- -12)
Iowa,3161 (383 -- 24377),Unsure,1.2 (0.63 -- 2.1),0.062 (-0.11 -- 0.27),11 (2.6 -- -6.5)
Kansas,286 (42 -- 1396),Unsure,0.99 (0.62 -- 1.3),-0.0018 (-0.11 -- 0.091),-390 (7.6 -- -6.2)
Kentucky,1243 (372 -- 6119),Unsure,1 (0.79 -- 1.4),0.012 (-0.059 -- 0.11),56 (6.1 -- -12)
Louisiana,9333 (2111 -- 55072),Unsure,1.2 (0.83 -- 1.9),0.054 (-0.047 -- 0.22),13 (3.2 -- -15)
Maine,81 (4 -- 1165),Unsure,0.96 (0.45 -- 1.9),-0.012 (-0.17 -- 0.23),-58 (3.1 -- -4.1)
Maryland,841 (387 -- 2860),Likely decreasing,0.9 (0.78 -- 1.2),-0.027 (-0.064 -- 0.053),-26 (13 -- -11)
Massachusetts,889 (251 -- 1815),Decreasing,0.87 (0.62 -- 1),-0.037 (-0.11 -- 0.0024),-19 (290 -- -6.2)
Michigan,978 (98 -- 5531),Unsure,0.96 (0.46 -- 1.4),-0.012 (-0.16 -- 0.12),-58 (6 -- -4.3)
Minnesota,1239 (207 -- 11367),Unsure,1.1 (0.62 -- 1.9),0.025 (-0.11 -- 0.23),28 (3 -- -6.2)
Mississippi,4155 (976 -- 22150),Unsure,1 (0.7 -- 1.3),0.0065 (-0.085 -- 0.09),110 (7.7 -- -8.1)
Missouri,528 (52 -- 3167),Unsure,0.94 (0.5 -- 1.4),-0.017 (-0.15 -- 0.11),-41 (6.4 -- -4.6)
Montana,626 (69 -- 6517),Likely increasing,1.2 (0.69 -- 1.9),0.062 (-0.092 -- 0.23),11 (3 -- -7.6)
Nebraska,545 (104 -- 28904),Unsure,1 (0.74 -- 2.6),0.0035 (-0.076 -- 0.37),200 (1.9 -- -9.2)
Nevada,1748 (109 -- 11341),Unsure,1.1 (0.43 -- 1.6),0.017 (-0.18 -- 0.15),41 (4.8 -- -4)
New Hampshire,83 (5 -- 508),Likely decreasing,0.85 (0.49 -- 1.2),-0.043 (-0.16 -- 0.065),-16 (11 -- -4.5)
New Jersey,1684 (175 -- 4499),Decreasing,0.89 (0.44 -- 1),-0.031 (-0.17 -- 0.011),-22 (62 -- -4.1)
New Mexico,770 (288 -- 4192),Unsure,1 (0.84 -- 1.4),0.0055 (-0.044 -- 0.12),130 (6 -- -16)
New York,1114 (141 -- 4413),Likely decreasing,0.86 (0.47 -- 1.2),-0.038 (-0.16 -- 0.044),-18 (16 -- -4.3)
