Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,543 (118 -- 1928),Likely decreasing,0.86 (0.56 -- 1.2),-0.039 (-0.13 -- 0.044),-18 (16 -- -5.2)
Alaska,84 (34 -- 269),Likely decreasing,0.9 (0.74 -- 1.2),-0.028 (-0.074 -- 0.054),-24 (13 -- -9.4)
Arizona,1556 (914 -- 2814),Likely decreasing,0.96 (0.86 -- 1.1),-0.0098 (-0.039 -- 0.027),-71 (26 -- -18)
Arkansas,1099 (681 -- 1926),Likely increasing,1.1 (0.94 -- 1.3),0.024 (-0.017 -- 0.072),29 (9.6 -- -42)
California,2855 (1777 -- 4795),Likely decreasing,0.94 (0.84 -- 1),-0.017 (-0.044 -- 0.011),-40 (63 -- -16)
Colorado,1416 (820 -- 2309),Likely decreasing,0.91 (0.74 -- 1.1),-0.026 (-0.072 -- 0.025),-27 (27 -- -9.6)
Connecticut,99 (48 -- 203),Decreasing,0.81 (0.66 -- 0.96),-0.054 (-0.1 -- -0.01),-13 (-69 -- -7)
Delaware,77 (37 -- 194),Likely decreasing,0.85 (0.7 -- 1.2),-0.042 (-0.087 -- 0.042),-16 (16 -- -7.9)
District of Columbia,26 (10 -- 59),Decreasing,0.84 (0.64 -- 1),-0.046 (-0.11 -- -0.0013),-15 (-540 -- -6.6)
Florida,2446 (505 -- 9434),Likely decreasing,0.85 (0.6 -- 1.2),-0.041 (-0.12 -- 0.044),-17 (16 -- -5.9)
Georgia,1139 (768 -- 1785),Stable,1 (0.88 -- 1.2),0.0019 (-0.033 -- 0.045),360 (15 -- -21)
Guam,12 (3 -- 39),Likely decreasing,0.91 (0.6 -- 1.3),-0.026 (-0.12 -- 0.068),-27 (10 -- -5.9)
Hawaii,165 (100 -- 279),Likely decreasing,0.95 (0.82 -- 1.1),-0.014 (-0.052 -- 0.024),-51 (28 -- -13)
Idaho,222 (70 -- 451),Decreasing,0.89 (0.62 -- 1),-0.03 (-0.11 -- -0.00078),-23 (-890 -- -6.2)
