region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,102801 (61876 -- 188166),102801,113360,80454,61876,82715,94263,111375,129309,188166,New confirmed cases by infection date,Unsure
Florida,24382 (7063 -- 87947),24382,33461,35684,7063,15134,20364,29802,40739,87947,New confirmed cases by infection date,Unsure
Indiana,21306 (6295 -- 184093),21306,58039,196334,6295,11939,17075,27057,41625,184093,New confirmed cases by infection date,Unsure
Wisconsin,16377 (6160 -- 44599),16377,20169,16241,6160,11355,14217,18616,23797,44599,New confirmed cases by infection date,Unsure
Virginia,12129 (831 -- 3374890),12129,666537,3090990,831,2694,5585,30557,162518,3374890,New confirmed cases by infection date,Unsure
Georgia,7263 (2868 -- 28034),7263,12175,62276,2868,4992,6345,8496,10978,28034,New confirmed cases by infection date,Unsure
Missouri,6733 (1742 -- 26461),6733,10017,13335,1742,4120,5609,7907,10996,26461,New confirmed cases by infection date,Likely increasing
Illinois,6364 (3553 -- 16067),6364,7587,5272,3553,4960,5790,7002,8548,16067,New confirmed cases by infection date,Likely increasing
Texas,5935 (1185 -- 15914),5935,7022,5580,1185,4005,5265,6736,8424,15914,New confirmed cases by infection date,Likely decreasing
Pennsylvania,4784 (1723 -- 18289),4784,6990,8132,1723,3121,4070,5670,7706,18289,New confirmed cases by infection date,Unsure
California,4508 (1263 -- 11222),4508,5431,10334,1263,2855,3923,5202,6531,11222,New confirmed cases by infection date,Likely decreasing
Michigan,4032 (1164 -- 35115),4032,14101,62234,1164,2378,3273,5158,8130,35115,New confirmed cases by infection date,Unsure
Tennessee,3668 (1142 -- 9051),3668,4227,2780,1142,2485,3216,4210,5265,9051,New confirmed cases by infection date,Unsure
Minnesota,3640 (1064 -- 17315),3640,6141,15019,1064,2208,2998,4453,6285,17315,New confirmed cases by infection date,Unsure
Massachusetts,3358 (1495 -- 12446),3358,4986,7697,1495,2356,2930,3918,5286,12446,New confirmed cases by infection date,Unsure
New York,3187 (405 -- 19557),3187,7431,43530,405,1668,2505,3995,5830,19557,New confirmed cases by infection date,Unsure
Arkansas,3144 (351 -- 8157),3144,3736,5615,351,1863,2703,3635,4560,8157,New confirmed cases by infection date,Unsure
North Dakota,2579 (404 -- 9913),2579,3590,4594,404,1303,2048,3086,4118,9913,New confirmed cases by infection date,Unsure
North Carolina,2429 (828 -- 6156),2429,3074,6612,828,1699,2159,2690,3302,6156,New confirmed cases by infection date,Unsure
Kentucky,2388 (748 -- 15067),2388,5092,13370,748,1404,1962,2933,4330,15067,New confirmed cases by infection date,Unsure
Iowa,2160 (597 -- 7839),2160,3165,4332,597,1436,1875,2565,3514,7839,New confirmed cases by infection date,Unsure
Kansas,2149 (371 -- 11200),2149,4276,14804,371,1229,1769,2620,3763,11200,New confirmed cases by infection date,Unsure
Louisiana,2086 (969 -- 9608),2086,3509,5435,969,1460,1789,2419,3331,9608,New confirmed cases by infection date,Unsure
Oklahoma,2079 (843 -- 10491),2079,3488,5061,843,1370,1747,2538,3675,10491,New confirmed cases by infection date,Unsure
Alabama,1838 (400 -- 16132),1838,5813,30086,400,1020,1439,2418,4108,16132,New confirmed cases by infection date,Unsure
South Carolina,1791 (862 -- 5322),1791,3454,36681,862,1319,1595,1978,2503,5322,New confirmed cases by infection date,Likely decreasing
South Dakota,1688 (215 -- 11477),1688,5288,55291,215,866,1312,2149,3246,11477,New confirmed cases by infection date,Unsure
Colorado,1427 (311 -- 6691),1427,2619,11768,311,883,1181,1739,2402,6691,New confirmed cases by infection date,Unsure
Washington,1369 (206 -- 15293),1369,7522,68805,206,647,999,1888,3280,15293,New confirmed cases by infection date,Unsure
New Hampshire,1268 (67 -- 16082),1268,7834,115707,67,480,881,1790,3173,16082,New confirmed cases by infection date,Unsure
Nebraska,1137 (210 -- 5787),1137,2156,5460,210,650,922,1451,2081,5787,New confirmed cases by infection date,Unsure
Mississippi,969 (228 -- 2833),969,1242,1697,228,631,827,1125,1450,2833,New confirmed cases by infection date,Likely decreasing
Puerto Rico,850 (226 -- 3139),850,1231,1966,226,538,720,1018,1379,3139,New confirmed cases by infection date,Unsure
