Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,101935 (22151 -- 688244),Likely increasing,1.2 (0.84 -- 1.7),0.048 (-0.045 -- 0.17),15 (4.1 -- -15)
Alaska,169 (0 -- 1605),Likely decreasing,0.91 (0.15 -- 1.3),-0.025 (-0.29 -- 0.082),-28 (8.4 -- -2.4)
Arizona,14341 (691 -- 103782),Likely decreasing,0.87 (0.37 -- 1.3),-0.035 (-0.19 -- 0.072),-20 (9.6 -- -3.6)
Arkansas,3379 (333 -- 11520),Likely decreasing,0.91 (0.45 -- 1.2),-0.026 (-0.17 -- 0.067),-26 (10 -- -4.1)
California,58276 (11784 -- 195570),Likely decreasing,0.91 (0.59 -- 1.2),-0.024 (-0.12 -- 0.066),-28 (11 -- -5.7)
Colorado,1901 (421 -- 12069),Likely decreasing,0.92 (0.63 -- 1.5),-0.021 (-0.11 -- 0.12),-33 (5.8 -- -6.3)
Connecticut,2044 (87 -- 17125),Likely decreasing,0.85 (0.39 -- 1.4),-0.043 (-0.19 -- 0.097),-16 (7.2 -- -3.6)
Delaware,7916 (1292 -- 205730),Likely increasing,1.2 (0.89 -- 2.6),0.063 (-0.031 -- 0.38),11 (1.8 -- -23)
District of Columbia,1439 (521 -- 6329),Likely increasing,1.1 (0.89 -- 1.5),0.017 (-0.032 -- 0.13),41 (5.3 -- -22)
Florida,30431 (13058 -- 58160),Stable,1 (0.8 -- 1.2),0.00079 (-0.055 -- 0.041),880 (17 -- -13)
Georgia,21988 (1959 -- 147255),Stable,0.94 (0.45 -- 1.6),-0.016 (-0.17 -- 0.15),-44 (4.6 -- -4.2)
Guam,4 (0 -- 64),Likely decreasing,0.81 (0.11 -- 1.4),-0.054 (-0.3 -- 0.098),-13 (7.1 -- -2.3)
Hawaii,41 (0 -- 4469),Likely decreasing,0.48 (0.03 -- 1.5),-0.16 (-0.36 -- 0.13),-4.4 (5.3 -- -1.9)
Idaho,1157 (298 -- 6033),Likely decreasing,0.95 (0.73 -- 1.4),-0.013 (-0.078 -- 0.1),-55 (6.9 -- -8.9)
Illinois,8635 (3493 -- 24291),Likely decreasing,0.91 (0.75 -- 1.2),-0.025 (-0.071 -- 0.046),-27 (15 -- -9.8)
Indiana,4524040 (251557 -- 76948600),Increasing,3.2 (1.5 -- 6.8),0.51 (0.12 -- 1.2),1.4 (0.6 -- 5.6)
Iowa,16410 (2410 -- 320849),Likely increasing,1.1 (0.69 -- 2),0.029 (-0.09 -- 0.25),24 (2.7 -- -7.7)
Kansas,11051 (28 -- 6860070),Stable,1.3 (0.24 -- 6.3),0.08 (-0.25 -- 1),8.7 (0.68 -- -2.8)
Kentucky,11097 (3299 -- 38733),Likely increasing,1.1 (0.79 -- 1.3),0.015 (-0.058 -- 0.08),45 (8.7 -- -12)
Louisiana,4093 (19 -- 36672),Likely decreasing,0.82 (0.14 -- 1.2),-0.051 (-0.29 -- 0.052),-13 (13 -- -2.4)
Maine,606 (29 -- 4310),Likely decreasing,0.86 (0.38 -- 1.3),-0.038 (-0.19 -- 0.086),-18 (8.1 -- -3.6)
Maryland,6579 (2054 -- 16249),Likely decreasing,0.95 (0.72 -- 1.1),-0.015 (-0.079 -- 0.027),-46 (25 -- -8.8)
Massachusetts,8958 (3951 -- 24911),Likely decreasing,0.97 (0.79 -- 1.3),-0.0097 (-0.06 -- 0.068),-71 (10 -- -12)
Michigan,4824 (1364 -- 22879),Likely decreasing,0.89 (0.66 -- 1.3),-0.032 (-0.1 -- 0.075),-22 (9.3 -- -6.9)
Minnesota,1343 (488 -- 4103),Likely decreasing,0.87 (0.69 -- 1.1),-0.036 (-0.09 -- 0.034),-19 (20 -- -7.7)
Mississippi,6823 (1574 -- 22782),Stable,0.98 (0.7 -- 1.2),-0.0052 (-0.088 -- 0.06),-130 (12 -- -7.9)
Missouri,5017 (1330 -- 15794),Likely decreasing,0.96 (0.72 -- 1.2),-0.01 (-0.081 -- 0.051),-67 (14 -- -8.6)
Montana,2040 (356 -- 11216),Stable,1 (0.64 -- 1.3),0.0013 (-0.1 -- 0.086),540 (8.1 -- -6.6)
Nebraska,1175 (283 -- 57015),Stable,0.96 (0.75 -- 2.5),-0.011 (-0.071 -- 0.35),-61 (2 -- -9.7)
Nevada,6123 (1616 -- 19218),Stable,0.98 (0.71 -- 1.2),-0.0051 (-0.083 -- 0.052),-140 (13 -- -8.3)
New Hampshire,1229 (173 -- 8621),Likely decreasing,0.92 (0.58 -- 1.3),-0.021 (-0.12 -- 0.084),-33 (8.2 -- -5.6)
New Jersey,14433 (3545 -- 210737),Stable,1 (0.7 -- 2.3),0.001 (-0.088 -- 0.32),670 (2.2 -- -7.9)
New Mexico,1768 (385 -- 4672),Likely decreasing,0.9 (0.6 -- 1.1),-0.028 (-0.12 -- 0.016),-25 (44 -- -5.9)
New York,19065 (7343 -- 52181),Likely decreasing,0.95 (0.73 -- 1.4),-0.013 (-0.079 -- 0.093),-54 (7.5 -- -8.8)
North Carolina,19769 (4868 -- 52119),Likely increasing,1 (0.74 -- 1.2),0.0077 (-0.074 -- 0.051),90 (14 -- -9.4)
North Dakota,64 (0 -- 404),Likely decreasing,0.77 (0.22 -- 1.1),-0.064 (-0.25 -- 0.037),-11 (19 -- -2.7)
Ohio,19324 (8036 -- 53350),Stable,0.99 (0.87 -- 1.2),-0.0015 (-0.036 -- 0.054),-470 (13 -- -19)
Oklahoma,8250 (2590 -- 21847),Likely increasing,1 (0.76 -- 1.2),0.0082 (-0.066 -- 0.048),84 (14 -- -10)
Oregon,1061 (55 -- 5151),Likely decreasing,0.9 (0.42 -- 1.3),-0.029 (-0.18 -- 0.079),-24 (8.8 -- -4)
Pennsylvania,17096 (3190 -- 76252),Likely decreasing,0.88 (0.57 -- 1.3),-0.033 (-0.13 -- 0.077),-21 (9 -- -5.5)
Puerto Rico,969 (247 -- 2959),Likely decreasing,0.94 (0.68 -- 1.1),-0.016 (-0.091 -- 0.038),-43 (18 -- -7.6)
Rhode Island,1669 (190 -- 7061),Likely decreasing,0.96 (0.57 -- 1.2),-0.012 (-0.13 -- 0.062),-58 (11 -- -5.5)
South Carolina,21280 (6665 -- 77358),Likely increasing,1.1 (0.82 -- 1.3),0.024 (-0.051 -- 0.089),29 (7.8 -- -14)
South Dakota,716 (42 -- 4001),Likely decreasing,0.91 (0.42 -- 1.2),-0.025 (-0.18 -- 0.064),-27 (11 -- -3.9)
Tennessee,32084 (10651 -- 147284),Likely increasing,1.1 (0.84 -- 1.6),0.028 (-0.045 -- 0.16),25 (4.4 -- -15)
Texas,57136 (14977 -- 137475),Stable,1 (0.7 -- 1.2),0.0016 (-0.087 -- 0.062),430 (11 -- -8)
US,491989 (39373 -- 1136200),Stable,0.98 (0.29 -- 1.2),-0.0043 (-0.22 -- 0.052),-160 (13 -- -3.1)
Utah,1813 (347 -- 5556),Likely decreasing,0.97 (0.65 -- 1.2),-0.0083 (-0.1 -- 0.044),-84 (16 -- -6.9)
Vermont,169 (15 -- 3924),Stable,0.96 (0.57 -- 2.1),-0.012 (-0.13 -- 0.27),-58 (2.5 -- -5.5)
Virginia,9146 (1534 -- 21291),Stable,1 (0.62 -- 1.2),0.0026 (-0.11 -- 0.042),270 (16 -- -6.2)
Washington,3723 (196 -- 34536),Stable,0.97 (0.44 -- 1.6),-0.0072 (-0.17 -- 0.15),-96 (4.7 -- -4)
West Virginia,2295 (536 -- 9724),Likely decreasing,0.92 (0.64 -- 1.3),-0.021 (-0.1 -- 0.078),-33 (8.9 -- -6.7)
Wisconsin,3903 (672 -- 11182),Likely decreasing,0.95 (0.59 -- 1.2),-0.015 (-0.12 -- 0.045),-47 (16 -- -5.7)
Wyoming,272 (4 -- 2772),Likely decreasing,0.88 (0.35 -- 1.3),-0.034 (-0.2 -- 0.088),-21 (7.8 -- -3.4)
