Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,18788 (12027 -- 30707),Increasing,1.1 (0.98 -- 1.2),0.021 (-0.0056 -- 0.044),33 (16 -- -120)
Alaska,511 (207 -- 1122),Unsure,0.61 (0.38 -- 0.84),-0.11 (-0.19 -- -0.047),-6.1 (-15 -- -3.6)
Arizona,38554 (20828 -- 62594),Likely increasing,1.1 (0.92 -- 1.2),0.027 (-0.022 -- 0.046),25 (15 -- -31)
Arkansas,8489 (6164 -- 12145),Likely increasing,1 (0.95 -- 1.1),0.012 (-0.014 -- 0.032),58 (21 -- -50)
California,270091 (174573 -- 444316),Likely increasing,1.2 (1 -- 1.3),0.05 (0.0098 -- 0.086),14 (8.1 -- 71)
Colorado,7448 (4503 -- 12330),Unsure,0.83 (0.68 -- 0.98),-0.047 (-0.092 -- -0.0042),-15 (-170 -- -7.5)
Connecticut,14015 (6590 -- 28893),Likely increasing,1 (0.81 -- 1.2),0.0036 (-0.054 -- 0.052),190 (13 -- -13)
Delaware,2257 (1055 -- 4329),Unsure,0.89 (0.64 -- 1.1),-0.03 (-0.11 -- 0.02),-23 (34 -- -6.6)
District of Columbia,1205 (612 -- 2195),Unsure,1 (0.81 -- 1.1),0.0012 (-0.053 -- 0.035),600 (20 -- -13)
Florida,50388 (32061 -- 79874),Likely increasing,1 (0.93 -- 1.1),0.01 (-0.019 -- 0.032),69 (22 -- -37)
Georgia,38137 (20899 -- 79856),Likely increasing,1.1 (0.93 -- 1.3),0.026 (-0.02 -- 0.088),27 (7.8 -- -34)
Guam,16 (4 -- 71),Unsure,0.73 (0.44 -- 1.3),-0.076 (-0.17 -- 0.082),-9.1 (8.4 -- -4.1)
Hawaii,721 (394 -- 1726),Unsure,1.1 (0.99 -- 1.5),0.036 (-0.002 -- 0.14),19 (5 -- -350)
Idaho,4075 (2719 -- 6141),Unsure,0.93 (0.83 -- 1),-0.018 (-0.047 -- 0.0056),-37 (120 -- -15)
Illinois,19599 (10566 -- 36055),Unsure,0.86 (0.64 -- 1.1),-0.039 (-0.1 -- 0.029),-18 (24 -- -6.8)
Indiana,19765 (11483 -- 33715),Unsure,0.94 (0.76 -- 1.1),-0.018 (-0.07 -- 0.039),-39 (18 -- -9.9)
Iowa,4717 (1967 -- 12134),Unsure,0.94 (0.62 -- 1.3),-0.017 (-0.11 -- 0.091),-40 (7.6 -- -6.2)
Kansas,8316 (2136 -- 24027),Unsure,0.97 (0.65 -- 1.2),-0.0083 (-0.1 -- 0.055),-83 (13 -- -6.7)
Kentucky,8968 (5726 -- 14679),Unsure,0.91 (0.79 -- 1),-0.025 (-0.06 -- 0.0086),-27 (80 -- -12)
Louisiana,12439 (5271 -- 30463),Unsure,1 (0.75 -- 1.3),0.0021 (-0.071 -- 0.077),330 (9 -- -9.8)
Maine,1660 (575 -- 3919),Unsure,0.95 (0.57 -- 1.3),-0.015 (-0.13 -- 0.079),-46 (8.8 -- -5.4)
Maryland,6217 (2972 -- 10876),Unsure,0.84 (0.59 -- 1),-0.045 (-0.12 -- 0.0023),-15 (310 -- -5.7)
Massachusetts,19217 (9613 -- 31919),Unsure,0.99 (0.73 -- 1.1),-0.0014 (-0.077 -- 0.034),-480 (20 -- -9)
Michigan,13592 (6600 -- 27161),Unsure,0.86 (0.68 -- 1.1),-0.039 (-0.095 -- 0.018),-18 (38 -- -7.3)
Minnesota,5635 (3185 -- 10391),Unsure,0.79 (0.63 -- 0.99),-0.06 (-0.11 -- -0.0023),-12 (-300 -- -6.4)
Mississippi,11308 (6652 -- 18943),Likely increasing,1.1 (0.91 -- 1.2),0.018 (-0.024 -- 0.041),39 (17 -- -29)
Missouri,11697 (5207 -- 27264),Unsure,0.94 (0.74 -- 1.2),-0.018 (-0.074 -- 0.044),-38 (16 -- -9.3)
Montana,2046 (1200 -- 3494),Unsure,0.91 (0.77 -- 1),-0.026 (-0.067 -- 0.0091),-26 (76 -- -10)
Nebraska,3198 (1630 -- 6548),Unsure,0.89 (0.72 -- 1.1),-0.032 (-0.08 -- 0.038),-22 (18 -- -8.7)
Nevada,8362 (5055 -- 13439),Unsure,0.95 (0.8 -- 1.1),-0.015 (-0.056 -- 0.021),-47 (34 -- -12)
New Hampshire,4075 (2074 -- 7809),Unsure,1 (0.78 -- 1.2),-0.00022 (-0.063 -- 0.051),-3200 (14 -- -11)
New Jersey,17012 (10570 -- 29089),Unsure,0.97 (0.83 -- 1.1),-0.0079 (-0.048 -- 0.029),-88 (24 -- -14)
New Mexico,4631 (2328 -- 8876),Unsure,0.88 (0.67 -- 1.1),-0.033 (-0.097 -- 0.027),-21 (25 -- -7.1)
New York,42314 (25670 -- 70188),Unsure,0.96 (0.79 -- 1.1),-0.011 (-0.058 -- 0.03),-65 (23 -- -12)
North Carolina,33817 (20976 -- 55772),Increasing,1.1 (0.97 -- 1.2),0.021 (-0.0093 -- 0.044),33 (16 -- -75)
North Dakota,656 (288 -- 1286),Unsure,0.74 (0.53 -- 0.92),-0.074 (-0.14 -- -0.023),-9.4 (-31 -- -5)
Northern Mariana Islands,1 (0 -- 9),Unsure,0.98 (0.65 -- 1.5),-0.006 (-0.099 -- 0.13),-120 (5.4 -- -7)
Ohio,29054 (17046 -- 47535),Unsure,0.91 (0.76 -- 1),-0.026 (-0.068 -- 0.012),-27 (57 -- -10)
Oklahoma,15370 (7871 -- 34291),Unsure,1.1 (0.86 -- 1.4),0.014 (-0.038 -- 0.11),51 (6.2 -- -18)
Oregon,4360 (2664 -- 7660),Unsure,0.93 (0.79 -- 1.1),-0.019 (-0.06 -- 0.026),-36 (27 -- -12)
Pennsylvania,43268 (21081 -- 82037),Likely increasing,1 (0.8 -- 1.2),0.0048 (-0.056 -- 0.043),150 (16 -- -12)
Puerto Rico,3911 (2205 -- 6861),Likely increasing,1.1 (0.95 -- 1.2),0.015 (-0.015 -- 0.048),47 (14 -- -45)
Rhode Island,5391 (2495 -- 10465),Unsure,0.98 (0.77 -- 1.1),-0.0056 (-0.065 -- 0.038),-120 (18 -- -11)
South Carolina,15481 (10411 -- 23803),Increasing,1.1 (0.99 -- 1.2),0.024 (-0.0023 -- 0.045),28 (15 -- -310)
South Dakota,1419 (855 -- 2489),Unsure,0.85 (0.71 -- 0.98),-0.043 (-0.083 -- -0.0046),-16 (-150 -- -8.4)
Tennessee,70910 (42282 -- 154498),Increasing,1.2 (1.1 -- 1.4),0.049 (0.02 -- 0.11),14 (6.2 -- 35)
Texas,63007 (32182 -- 117720),Unsure,1 (0.78 -- 1.2),0.005 (-0.061 -- 0.063),140 (11 -- -11)
US,816801 (536937 -- 1227830),Unsure,0.96 (0.82 -- 1.1),-0.0097 (-0.051 -- 0.024),-71 (29 -- -13)
Utah,7874 (4699 -- 13486),Unsure,0.93 (0.78 -- 1.1),-0.02 (-0.064 -- 0.021),-35 (33 -- -11)
Vermont,369 (164 -- 891),Unsure,0.93 (0.7 -- 1.2),-0.02 (-0.087 -- 0.055),-35 (13 -- -8)
Virgin Islands,151 (37 -- 439),Likely increasing,1.2 (0.77 -- 1.4),0.041 (-0.067 -- 0.1),17 (6.6 -- -10)
Virginia,19292 (12382 -- 32360),Likely increasing,1.1 (0.92 -- 1.1),0.017 (-0.021 -- 0.036),41 (19 -- -33)
Washington,7824 (4291 -- 14483),Unsure,0.9 (0.73 -- 1.1),-0.028 (-0.078 -- 0.024),-25 (29 -- -8.9)
West Virginia,5145 (3199 -- 8359),Likely increasing,1 (0.88 -- 1.2),0.0045 (-0.033 -- 0.043),150 (16 -- -21)
Wisconsin,11538 (6319 -- 21430),Unsure,0.93 (0.77 -- 1.1),-0.02 (-0.066 -- 0.036),-35 (19 -- -10)
Wyoming,787 (392 -- 1695),Unsure,0.83 (0.65 -- 1.1),-0.047 (-0.1 -- 0.019),-15 (36 -- -6.9)
