Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,931 (260 -- 5025),Likely decreasing,0.97 (0.72 -- 1.4),-0.0095 (-0.081 -- 0.1),-73 (6.9 -- -8.5)
Alaska,34 (0 -- 2880),Likely decreasing,0.83 (0.0068 -- 2.5),-0.05 (-0.37 -- 0.35),-14 (2 -- -1.9)
Arizona,765 (77 -- 3581),Likely decreasing,0.91 (0.48 -- 1.2),-0.025 (-0.16 -- 0.066),-28 (11 -- -4.4)
Arkansas,1824 (220 -- 27836),Likely increasing,1.1 (0.63 -- 2.3),0.039 (-0.11 -- 0.31),18 (2.2 -- -6.3)
California,4623 (1797 -- 12830),Likely decreasing,0.93 (0.73 -- 1.2),-0.02 (-0.077 -- 0.041),-34 (17 -- -9)
Colorado,2382 (612 -- 12228),Likely increasing,1.1 (0.75 -- 1.6),0.022 (-0.073 -- 0.15),31 (4.6 -- -9.6)
Connecticut,442 (50 -- 1648),Likely decreasing,0.91 (0.48 -- 1.3),-0.025 (-0.16 -- 0.068),-28 (10 -- -4.4)
Delaware,266 (50 -- 2478),Stable,0.97 (0.66 -- 1.6),-0.0087 (-0.1 -- 0.14),-79 (4.8 -- -7)
District of Columbia,120 (18 -- 1908),Stable,0.97 (0.67 -- 2),-0.0074 (-0.096 -- 0.24),-93 (2.8 -- -7.2)
Florida,5120 (1400 -- 12037),Likely decreasing,0.95 (0.64 -- 1.1),-0.014 (-0.11 -- 0.04),-51 (17 -- -6.6)
Georgia,1639 (498 -- 3740),Likely decreasing,0.93 (0.69 -- 1.1),-0.021 (-0.087 -- 0.031),-33 (22 -- -7.9)
Guam,44 (1 -- 1685),Likely increasing,1.1 (0.38 -- 2.1),0.02 (-0.19 -- 0.26),35 (2.6 -- -3.7)
Hawaii,77 (8 -- 530),Likely decreasing,0.97 (0.59 -- 1.4),-0.0096 (-0.12 -- 0.1),-72 (7 -- -5.7)
Idaho,214 (22 -- 1578),Likely decreasing,0.95 (0.58 -- 1.4),-0.015 (-0.12 -- 0.12),-47 (6 -- -5.6)
Illinois,4713 (1723 -- 11686),Likely increasing,1 (0.77 -- 1.3),0.0085 (-0.067 -- 0.075),81 (9.2 -- -10)
Indiana,938 (231 -- 3257),Stable,0.98 (0.66 -- 1.3),-0.0063 (-0.099 -- 0.085),-110 (8.2 -- -7)
Iowa,238 (8 -- 971),Likely decreasing,0.91 (0.39 -- 1.2),-0.026 (-0.19 -- 0.046),-27 (15 -- -3.7)
Kansas,497 (69 -- 5251),Stable,0.99 (0.6 -- 1.6),-0.0028 (-0.12 -- 0.15),-250 (4.5 -- -5.9)
Kentucky,767 (4 -- 10805),Likely decreasing,0.8 (0.12 -- 1.7),-0.057 (-0.3 -- 0.18),-12 (3.8 -- -2.3)
Louisiana,1028 (211 -- 6737),Stable,0.97 (0.65 -- 1.4),-0.0077 (-0.1 -- 0.11),-90 (6.6 -- -6.9)
Maine,130 (2 -- 790),Likely decreasing,0.95 (0.37 -- 1.3),-0.015 (-0.2 -- 0.083),-47 (8.3 -- -3.6)
Maryland,1281 (466 -- 2762),Likely decreasing,0.97 (0.77 -- 1.2),-0.0088 (-0.065 -- 0.042),-78 (17 -- -11)
Massachusetts,1311 (310 -- 6921),Likely decreasing,0.96 (0.66 -- 1.4),-0.011 (-0.1 -- 0.11),-61 (6.1 -- -7)
Michigan,4940 (1219 -- 22187),Likely decreasing,0.86 (0.54 -- 1.3),-0.039 (-0.14 -- 0.08),-18 (8.7 -- -5.1)
Minnesota,1964 (150 -- 19775),Likely decreasing,0.94 (0.43 -- 1.4),-0.017 (-0.17 -- 0.098),-40 (7.1 -- -4)
Mississippi,383 (75 -- 1971),Likely decreasing,0.94 (0.61 -- 1.3),-0.016 (-0.12 -- 0.085),-44 (8.2 -- -6)
Missouri,1327 (105 -- 10513),Stable,0.98 (0.45 -- 1.6),-0.0052 (-0.16 -- 0.16),-130 (4.3 -- -4.2)
Montana,68 (1 -- 880),Likely decreasing,0.79 (0.32 -- 1.4),-0.059 (-0.21 -- 0.1),-12 (6.8 -- -3.2)
Nebraska,529 (90 -- 11773),Stable,1 (0.69 -- 2),3e-04 (-0.09 -- 0.26),2300 (2.7 -- -7.7)
Nevada,523 (60 -- 1807),Likely decreasing,0.93 (0.56 -- 1.2),-0.018 (-0.13 -- 0.045),-38 (15 -- -5.3)
New Hampshire,403 (82 -- 1757),Stable,1 (0.67 -- 1.3),-0.00057 (-0.095 -- 0.074),-1200 (9.4 -- -7.3)
New Jersey,2407 (800 -- 5059),Likely decreasing,0.94 (0.7 -- 1.1),-0.018 (-0.086 -- 0.026),-39 (27 -- -8)
New Mexico,114 (1 -- 1276),Likely decreasing,0.73 (0.14 -- 1.3),-0.076 (-0.28 -- 0.087),-9.1 (7.9 -- -2.4)
New York,2984 (848 -- 7129),Likely decreasing,0.9 (0.64 -- 1),-0.028 (-0.11 -- 0.013),-24 (55 -- -6.5)
North Carolina,1246 (57 -- 6792),Likely decreasing,0.91 (0.37 -- 1.2),-0.025 (-0.19 -- 0.06),-27 (12 -- -3.6)
North Dakota,98 (1 -- 671),Likely decreasing,0.94 (0.28 -- 1.4),-0.016 (-0.23 -- 0.098),-43 (7.1 -- -3)
Ohio,2171210 (78526 -- 19937200),Increasing,4.6 (1.3 -- 9.3),0.77 (0.066 -- 1.5),0.9 (0.47 -- 10)
Oklahoma,112 (2 -- 11186),Likely decreasing,0.81 (0.21 -- 2.3),-0.053 (-0.26 -- 0.3),-13 (2.3 -- -2.7)
Oregon,2663 (454 -- 23326),Likely increasing,1.2 (0.75 -- 1.9),0.049 (-0.072 -- 0.22),14 (3.1 -- -9.7)
Pennsylvania,4756 (984 -- 17454),Stable,0.98 (0.63 -- 1.3),-0.0045 (-0.11 -- 0.078),-150 (8.9 -- -6.3)
Puerto Rico,1061 (115 -- 6499),Stable,0.98 (0.52 -- 1.6),-0.0056 (-0.15 -- 0.16),-120 (4.3 -- -4.8)
Rhode Island,390 (59 -- 2436),Stable,1 (0.61 -- 1.5),0.0024 (-0.12 -- 0.13),290 (5.5 -- -6)
South Carolina,898 (138 -- 3735),Likely decreasing,0.94 (0.56 -- 1.3),-0.017 (-0.13 -- 0.07),-41 (9.9 -- -5.3)
South Dakota,247 (21 -- 2152),Stable,1 (0.48 -- 1.5),0.0015 (-0.16 -- 0.13),460 (5.3 -- -4.4)
Tennessee,685 (114 -- 3960),Likely decreasing,0.94 (0.58 -- 1.3),-0.015 (-0.12 -- 0.082),-45 (8.4 -- -5.6)
Texas,5327 (2097 -- 12710),Likely decreasing,0.97 (0.75 -- 1.2),-0.007 (-0.071 -- 0.051),-99 (14 -- -9.7)
US,54110 (33227 -- 90071),Likely decreasing,0.97 (0.85 -- 1.1),-0.0096 (-0.042 -- 0.017),-72 (41 -- -17)
Utah,1156 (170 -- 10283),Likely increasing,1.1 (0.64 -- 1.8),0.029 (-0.1 -- 0.2),24 (3.5 -- -6.7)
Vermont,35 (1 -- 251),Likely decreasing,0.9 (0.41 -- 1.3),-0.027 (-0.18 -- 0.086),-26 (8.1 -- -3.8)
Virgin Islands,0 (0 -- 44),Likely decreasing,0.4 (0.001 -- 2.1),-0.18 (-0.39 -- 0.27),-3.8 (2.6 -- -1.8)
Virginia,8872 (215 -- 1160340),Likely increasing,1.4 (0.29 -- 6.3),0.11 (-0.23 -- 1),6.3 (0.67 -- -3.1)
Washington,937 (213 -- 2633),Stable,0.98 (0.65 -- 1.2),-0.0042 (-0.1 -- 0.053),-160 (13 -- -6.7)
West Virginia,754 (116 -- 5398),Likely decreasing,0.96 (0.6 -- 1.4),-0.012 (-0.12 -- 0.1),-59 (6.7 -- -5.8)
Wisconsin,1152 (89 -- 4394),Stable,0.97 (0.45 -- 1.3),-0.0075 (-0.17 -- 0.073),-92 (9.4 -- -4.1)
