Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,19617 (4548 -- 103383),Likely increasing,1.1 (0.77 -- 1.4),0.019 (-0.068 -- 0.11),37 (6.4 -- -10)
Alaska,799 (84 -- 42866),Likely increasing,1.1 (0.66 -- 2.8),0.019 (-0.1 -- 0.43),36 (1.6 -- -7)
Arizona,48420 (11418 -- 221834),Likely increasing,1.1 (0.81 -- 1.4),0.029 (-0.054 -- 0.11),24 (6.2 -- -13)
Arkansas,6524 (1921 -- 24349),Stable,1 (0.7 -- 1.4),0.0012 (-0.086 -- 0.1),580 (6.6 -- -8)
California,112094 (28584 -- 278873),Likely increasing,1 (0.67 -- 1.2),0.013 (-0.097 -- 0.067),52 (10 -- -7.2)
Colorado,1865 (243 -- 10846),Likely decreasing,0.83 (0.5 -- 1.2),-0.048 (-0.15 -- 0.046),-15 (15 -- -4.6)
Connecticut,3151 (34 -- 29572),Likely decreasing,0.87 (0.24 -- 1.3),-0.037 (-0.25 -- 0.077),-19 (9 -- -2.8)
Delaware,910 (46 -- 5276),Stable,0.98 (0.47 -- 1.3),-0.0061 (-0.16 -- 0.087),-110 (8 -- -4.3)
District of Columbia,638 (100 -- 2724),Likely decreasing,0.96 (0.62 -- 1.2),-0.011 (-0.11 -- 0.063),-64 (11 -- -6.3)
Florida,41175 (18855 -- 79321),Likely increasing,1.1 (0.87 -- 1.2),0.014 (-0.037 -- 0.051),48 (14 -- -19)
Georgia,93383 (14791 -- 582605),Likely increasing,1.3 (0.79 -- 2.1),0.09 (-0.06 -- 0.26),7.7 (2.7 -- -11)
Guam,32 (1 -- 1208),Stable,0.95 (0.52 -- 1.9),-0.013 (-0.14 -- 0.23),-54 (3 -- -4.8)
Hawaii,750 (26 -- 14167),Likely increasing,1.1 (0.33 -- 2),0.017 (-0.21 -- 0.25),40 (2.8 -- -3.3)
Idaho,1368 (255 -- 6425),Likely decreasing,0.95 (0.63 -- 1.3),-0.015 (-0.11 -- 0.081),-46 (8.6 -- -6.5)
Illinois,13787 (3961 -- 40604),Likely decreasing,0.89 (0.67 -- 1.1),-0.032 (-0.097 -- 0.033),-22 (21 -- -7.2)
Indiana,6913 (2748 -- 21458),Likely decreasing,0.95 (0.78 -- 1.3),-0.014 (-0.063 -- 0.077),-49 (9 -- -11)
Iowa,3442 (329 -- 40403),Likely decreasing,0.95 (0.55 -- 1.7),-0.014 (-0.13 -- 0.18),-49 (3.9 -- -5.2)
Kansas,10 (0 -- 2364),Likely decreasing,0.24 (0.007 -- 1.1),-0.25 (-0.37 -- 0.037),-2.8 (19 -- -1.9)
Kentucky,10710 (3561 -- 44714),Likely increasing,1.1 (0.86 -- 1.4),0.016 (-0.04 -- 0.1),44 (6.8 -- -17)
Louisiana,9090120 (134305 -- 271466000),Increasing,3.7 (1.4 -- 8.4),0.59 (0.11 -- 1.4),1.2 (0.5 -- 6.4)
Maine,2524 (262 -- 10900),Likely increasing,1.1 (0.59 -- 1.3),0.014 (-0.12 -- 0.071),50 (9.8 -- -5.8)
Maryland,15928 (5789 -- 52625),Likely increasing,1.1 (0.86 -- 1.4),0.018 (-0.039 -- 0.1),38 (6.9 -- -18)
Massachusetts,11056 (4697 -- 31792),Likely decreasing,0.97 (0.77 -- 1.3),-0.0083 (-0.065 -- 0.077),-84 (9 -- -11)
Michigan,4242 (371 -- 21601),Likely decreasing,0.75 (0.37 -- 1),-0.07 (-0.2 -- 0.0078),-9.8 (89 -- -3.5)
Minnesota,3032 (960 -- 10104),Likely decreasing,0.88 (0.67 -- 1.1),-0.034 (-0.096 -- 0.036),-20 (19 -- -7.2)
Mississippi,9288 (1736 -- 27255),Stable,1 (0.71 -- 1.2),0.007 (-0.084 -- 0.057),99 (12 -- -8.3)
Missouri,2945 (294 -- 14766),Likely decreasing,0.93 (0.54 -- 1.3),-0.018 (-0.14 -- 0.073),-38 (9.6 -- -5.1)
Montana,1240 (306 -- 5368),Likely decreasing,0.98 (0.75 -- 1.3),-0.0058 (-0.071 -- 0.071),-120 (9.7 -- -9.8)
Nebraska,834 (45 -- 9622),Likely decreasing,0.84 (0.39 -- 1.3),-0.044 (-0.19 -- 0.08),-16 (8.7 -- -3.7)
Nevada,7666 (1455 -- 25187),Stable,1 (0.66 -- 1.3),0.0015 (-0.097 -- 0.077),460 (9 -- -7.1)
New Hampshire,1014 (74 -- 5905),Likely decreasing,0.89 (0.42 -- 1.3),-0.03 (-0.18 -- 0.085),-23 (8.1 -- -3.9)
New Jersey,19948 (1022 -- 92151),Likely decreasing,0.95 (0.36 -- 1.2),-0.013 (-0.2 -- 0.041),-54 (17 -- -3.5)
New Mexico,7115 (2715 -- 22819),Likely increasing,1 (0.86 -- 1.3),0.004 (-0.04 -- 0.076),170 (9.1 -- -17)
New York,35579 (14228 -- 88956),Stable,1 (0.77 -- 1.2),-0.00036 (-0.064 -- 0.055),-1900 (13 -- -11)
North Carolina,22665 (7254 -- 80162),Likely increasing,1.1 (0.83 -- 1.4),0.022 (-0.047 -- 0.1),31 (7 -- -15)
North Dakota,726 (194 -- 5696),Likely decreasing,0.95 (0.72 -- 1.5),-0.015 (-0.082 -- 0.14),-46 (4.8 -- -8.4)
Ohio,13821 (3975 -- 42517),Stable,1 (0.72 -- 1.3),0.0015 (-0.08 -- 0.09),460 (7.7 -- -8.6)
Oklahoma,8240 (3727 -- 24941),Likely increasing,1.1 (0.92 -- 1.3),0.018 (-0.023 -- 0.091),39 (7.6 -- -30)
Oregon,2419 (40 -- 21711),Likely decreasing,0.91 (0.19 -- 1.5),-0.025 (-0.27 -- 0.14),-27 (4.9 -- -2.6)
Pennsylvania,42919 (11141 -- 156467),Stable,0.99 (0.7 -- 1.3),-0.0021 (-0.086 -- 0.084),-340 (8.3 -- -8)
Puerto Rico,2304 (772 -- 9375),Stable,0.99 (0.79 -- 1.3),-0.0027 (-0.061 -- 0.079),-260 (8.8 -- -11)
Rhode Island,3039 (495 -- 17316),Stable,1 (0.69 -- 1.4),0.0037 (-0.09 -- 0.12),190 (5.9 -- -7.7)
South Carolina,12304 (3422 -- 41002),Likely increasing,1.1 (0.79 -- 1.3),0.017 (-0.06 -- 0.074),42 (9.4 -- -12)
South Dakota,1485 (318 -- 11841),Likely decreasing,0.95 (0.69 -- 1.4),-0.013 (-0.088 -- 0.1),-52 (6.9 -- -7.8)
Tennessee,8093 (1531 -- 33863),Likely decreasing,0.92 (0.61 -- 1.2),-0.022 (-0.12 -- 0.064),-31 (11 -- -6)
Texas,85078 (38977 -- 220788),Likely increasing,1.1 (0.91 -- 1.3),0.022 (-0.026 -- 0.079),32 (8.8 -- -27)
US,545300 (176514 -- 1169630),Stable,1 (0.7 -- 1.2),0.00051 (-0.087 -- 0.063),1400 (11 -- -7.9)
Utah,3097 (1033 -- 12801),Likely increasing,1 (0.82 -- 1.3),0.0052 (-0.051 -- 0.091),130 (7.6 -- -14)
Vermont,71 (0 -- 2532),Likely decreasing,0.8 (0.23 -- 2),-0.058 (-0.25 -- 0.25),-12 (2.8 -- -2.8)
Virgin Islands,0 (0 -- 93),Likely decreasing,0.83 (0.057 -- 1.8),-0.048 (-0.33 -- 0.21),-14 (3.3 -- -2.1)
Virginia,17439 (7812 -- 48958),Likely increasing,1.1 (0.96 -- 1.2),0.019 (-0.012 -- 0.065),36 (11 -- -59)
Washington,6658 (709 -- 69029),Stable,1 (0.57 -- 1.7),0.0068 (-0.13 -- 0.18),100 (3.9 -- -5.4)
West Virginia,3402 (220 -- 13998),Likely decreasing,0.95 (0.4 -- 1.1),-0.015 (-0.18 -- 0.04),-47 (17 -- -3.8)
Wisconsin,7037 (2270 -- 35525),Stable,1 (0.79 -- 1.5),6e-04 (-0.058 -- 0.12),1200 (5.9 -- -12)
Wyoming,1054 (138 -- 19182),Stable,1 (0.67 -- 1.8),0.0014 (-0.095 -- 0.2),490 (3.4 -- -7.3)
