Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1482 (302 -- 5291),Unsure,0.97 (0.67 -- 1.2),-0.0096 (-0.094 -- 0.057),-72 (12 -- -7.4)
Alaska,4 (0 -- 287),Unsure,0.93 (0.14 -- 1.9),-0.019 (-0.29 -- 0.23),-37 (3 -- -2.4)
Arizona,4740 (1123 -- 24650),Unsure,1 (0.73 -- 1.3),0.0035 (-0.077 -- 0.074),200 (9.4 -- -9)
Arkansas,1955 (498 -- 12400),Likely increasing,1.1 (0.83 -- 1.6),0.032 (-0.049 -- 0.15),22 (4.5 -- -14)
California,19872 (7983 -- 53402),Unsure,0.99 (0.87 -- 1.2),-0.0029 (-0.038 -- 0.041),-240 (17 -- -18)
Colorado,649 (71 -- 3470),Likely decreasing,0.83 (0.49 -- 1.1),-0.048 (-0.15 -- 0.025),-14 (28 -- -4.6)
Connecticut,1457 (122 -- 11181),Likely decreasing,0.75 (0.38 -- 1.1),-0.073 (-0.19 -- 0.038),-9.5 (18 -- -3.6)
Delaware,96 (3 -- 853),Unsure,0.73 (0.3 -- 1.1),-0.076 (-0.22 -- 0.033),-9.1 (21 -- -3.1)
District of Columbia,434 (35 -- 3143),Unsure,0.89 (0.44 -- 1.4),-0.032 (-0.17 -- 0.11),-22 (6.2 -- -4)
Florida,9444 (3546 -- 38685),Unsure,0.98 (0.85 -- 1.2),-0.0064 (-0.041 -- 0.05),-110 (14 -- -17)
Georgia,3484 (233 -- 13005),Unsure,0.92 (0.44 -- 1.1),-0.021 (-0.17 -- 0.03),-32 (23 -- -4.1)
Guam,0 (0 -- 1),Likely decreasing,0.15 (1.3e-05 -- 2.3),-0.28 (-0.4 -- 0.32),-2.4 (2.2 -- -1.7)
Hawaii,0 (0 -- 0),Likely decreasing,0.12 (1.7e-05 -- 2.2),-0.3 (-0.4 -- 0.3),-2.3 (2.3 -- -1.7)
Idaho,22 (1 -- 354),Likely decreasing,0.86 (0.44 -- 1.4),-0.04 (-0.17 -- 0.1),-17 (6.9 -- -4)
Illinois,16922 (4821 -- 64246),Unsure,0.89 (0.7 -- 1.1),-0.031 (-0.086 -- 0.035),-23 (20 -- -8)
Indiana,5664 (1218 -- 30337),Unsure,0.96 (0.66 -- 1.4),-0.0098 (-0.097 -- 0.1),-70 (6.9 -- -7.1)
Iowa,115 (6 -- 907),Unsure,0.64 (0.28 -- 1),-0.1 (-0.23 -- 0.014),-6.7 (51 -- -3)
Kansas,324 (62 -- 2839),Likely decreasing,0.95 (0.69 -- 1.3),-0.014 (-0.09 -- 0.092),-50 (7.6 -- -7.7)
Kentucky,513 (48 -- 2632),Likely decreasing,0.93 (0.53 -- 1.2),-0.021 (-0.14 -- 0.041),-33 (17 -- -4.9)
Louisiana,1630 (637 -- 5884),Likely decreasing,0.91 (0.78 -- 1.2),-0.025 (-0.063 -- 0.047),-28 (15 -- -11)
Maine,3 (0 -- 177),Likely decreasing,0.57 (0.025 -- 1.3),-0.13 (-0.36 -- 0.08),-5.4 (8.7 -- -1.9)
Maryland,3178 (223 -- 28669),Unsure,0.78 (0.35 -- 1.2),-0.062 (-0.2 -- 0.061),-11 (11 -- -3.4)
Massachusetts,6805 (570 -- 47838),Unsure,0.83 (0.38 -- 1.4),-0.048 (-0.19 -- 0.12),-14 (6 -- -3.6)
Michigan,924 (148 -- 4674),Decreasing,0.82 (0.54 -- 1.1),-0.052 (-0.14 -- 0.032),-13 (22 -- -5.1)
Minnesota,620 (34 -- 6090),Unsure,0.68 (0.25 -- 1.3),-0.094 (-0.24 -- 0.085),-7.4 (8.1 -- -2.9)
Mississippi,4220 (938 -- 86583),Unsure,1 (0.8 -- 2.3),0.0061 (-0.057 -- 0.33),110 (2.1 -- -12)
Missouri,8145 (1031 -- 74396),Unsure,1.2 (0.7 -- 2.1),0.064 (-0.086 -- 0.26),11 (2.6 -- -8)
Montana,58 (0 -- 4038),Unsure,1.1 (0.31 -- 2.8),0.027 (-0.22 -- 0.42),25 (1.6 -- -3.2)
Nebraska,963 (147 -- 9491),Unsure,1 (0.71 -- 1.6),0.0057 (-0.083 -- 0.16),120 (4.3 -- -8.4)
Nevada,441 (106 -- 2590),Likely decreasing,0.94 (0.71 -- 1.3),-0.017 (-0.083 -- 0.083),-42 (8.4 -- -8.4)
New Hampshire,288 (7 -- 2953),Unsure,0.84 (0.33 -- 1.4),-0.046 (-0.21 -- 0.092),-15 (7.5 -- -3.3)
New Jersey,15484 (2109 -- 51358),Decreasing,0.88 (0.56 -- 1),-0.035 (-0.13 -- 0.0085),-20 (82 -- -5.3)
New Mexico,468 (43 -- 2471),Unsure,0.85 (0.41 -- 1.2),-0.041 (-0.18 -- 0.054),-17 (13 -- -3.9)
New York,2986 (1193 -- 23902),Likely decreasing,0.84 (0.72 -- 1.4),-0.044 (-0.079 -- 0.11),-16 (6.1 -- -8.7)
North Carolina,14317 (2895 -- 717231),Unsure,1.2 (0.93 -- 3.2),0.045 (-0.02 -- 0.51),15 (1.4 -- -35)
North Dakota,22 (0 -- 457),Unsure,0.77 (0.24 -- 1.4),-0.066 (-0.25 -- 0.11),-10 (6.2 -- -2.8)
Northern Mariana Islands,0 (0 -- 2),Likely decreasing,0.22 (1.9e-05 -- 2.5),-0.25 (-0.4 -- 0.37),-2.7 (1.9 -- -1.7)
Ohio,2380 (495 -- 10227),Unsure,0.87 (0.61 -- 1.2),-0.037 (-0.11 -- 0.045),-19 (16 -- -6.1)
Oklahoma,141 (17 -- 540),Likely decreasing,0.89 (0.54 -- 1.1),-0.031 (-0.14 -- 0.024),-22 (29 -- -5)
Oregon,462 (75 -- 4299),Unsure,1 (0.64 -- 1.6),0.0075 (-0.11 -- 0.16),92 (4.3 -- -6.5)
Pennsylvania,3339 (149 -- 40001),Unsure,0.76 (0.32 -- 1.2),-0.069 (-0.21 -- 0.045),-10 (15 -- -3.2)
Puerto Rico,38 (2 -- 212),Likely decreasing,0.87 (0.48 -- 1.2),-0.036 (-0.16 -- 0.045),-19 (15 -- -4.4)
