region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,151441 (85644 -- 270530),151441,160842,59086,85644,120931,138881,164831,189029,270530,New confirmed cases by infection date,Decreasing
California,19872 (7983 -- 53402),19872,23645,16170,7983,13767,17245,22763,28572,53402,New confirmed cases by infection date,Unsure
Illinois,16922 (4821 -- 64246),16922,23745,23818,4821,10696,14207,20569,28749,64246,New confirmed cases by infection date,Unsure
New Jersey,15484 (2109 -- 51358),15484,20055,18422,2109,8472,12732,19084,26479,51358,New confirmed cases by infection date,Decreasing
North Carolina,14317 (2895 -- 717231),14317,292598,1817720,2895,6690,10308,20905,44330,717231,New confirmed cases by infection date,Unsure
Florida,9444 (3546 -- 38685),9444,14487,33685,3546,6134,7885,11420,15334,38685,New confirmed cases by infection date,Unsure
Missouri,8145 (1031 -- 74396),8145,21959,62122,1031,3360,5801,10971,19175,74396,New confirmed cases by infection date,Unsure
Texas,7962 (3790 -- 23624),7962,10109,8015,3790,5631,6934,9071,11669,23624,New confirmed cases by infection date,Unsure
Massachusetts,6805 (570 -- 47838),6805,14857,62793,570,2928,5028,9279,15026,47838,New confirmed cases by infection date,Unsure
Indiana,5664 (1218 -- 30337),5664,9963,16561,1218,3103,4513,7057,10421,30337,New confirmed cases by infection date,Unsure
Arizona,4740 (1123 -- 24650),4740,8377,20192,1123,2873,3942,5785,8460,24650,New confirmed cases by infection date,Unsure
Mississippi,4220 (938 -- 86583),4220,169947,1976800,938,2209,3210,5662,10234,86583,New confirmed cases by infection date,Unsure
Georgia,3484 (233 -- 13005),3484,4743,5830,233,1573,2637,4317,6082,13005,New confirmed cases by infection date,Unsure
Pennsylvania,3339 (149 -- 40001),3339,11231,41839,149,1212,2367,4754,8742,40001,New confirmed cases by infection date,Unsure
Maryland,3178 (223 -- 28669),3178,7462,14621,223,1179,2215,4309,7703,28669,New confirmed cases by infection date,Unsure
New York,2986 (1193 -- 23902),2986,10332,50152,1193,2069,2538,3668,5313,23902,New confirmed cases by infection date,Likely decreasing
Ohio,2380 (495 -- 10227),2380,3956,12993,495,1393,1951,2920,4176,10227,New confirmed cases by infection date,Unsure
South Carolina,1964 (504 -- 10678),1964,4076,15830,504,1177,1630,2380,3615,10678,New confirmed cases by infection date,Unsure
Arkansas,1955 (498 -- 12400),1955,4054,11096,498,1126,1577,2472,3838,12400,New confirmed cases by infection date,Likely increasing
Washington,1819 (499 -- 9817),1819,3328,8945,499,1088,1497,2309,3426,9817,New confirmed cases by infection date,Unsure
Louisiana,1630 (637 -- 5884),1630,2354,3568,637,1105,1428,1904,2552,5884,New confirmed cases by infection date,Likely decreasing
Alabama,1482 (302 -- 5291),1482,2285,9171,302,873,1213,1801,2461,5291,New confirmed cases by infection date,Unsure
Connecticut,1457 (122 -- 11181),1457,3231,6435,122,644,1058,1984,3246,11181,New confirmed cases by infection date,Likely decreasing
Tennessee,1346 (351 -- 5877),1346,2090,2898,351,864,1148,1642,2308,5877,New confirmed cases by infection date,Unsure
Nebraska,963 (147 -- 9491),963,5083,59004,147,512,766,1254,2056,9491,New confirmed cases by infection date,Unsure
Michigan,924 (148 -- 4674),924,9477,110153,148,506,737,1145,1677,4674,New confirmed cases by infection date,Decreasing
Virginia,918 (136 -- 7483),918,3198,29460,136,465,725,1202,1992,7483,New confirmed cases by infection date,Unsure
Colorado,649 (71 -- 3470),649,1126,1848,71,330,515,838,1267,3470,New confirmed cases by infection date,Likely decreasing
Minnesota,620 (34 -- 6090),620,2275,11898,34,207,411,863,1606,6090,New confirmed cases by infection date,Unsure
Kentucky,513 (48 -- 2632),513,881,1690,48,268,407,632,906,2632,New confirmed cases by infection date,Likely decreasing
Utah,509 (115 -- 2611),509,1222,11589,115,296,422,626,911,2611,New confirmed cases by infection date,Unsure
Wisconsin,476 (92 -- 1841),476,791,2319,92,265,383,581,802,1841,New confirmed cases by infection date,Unsure
New Mexico,468 (43 -- 2471),468,801,1473,43,215,354,595,917,2471,New confirmed cases by infection date,Unsure
Oregon,462 (75 -- 4299),462,1389,4963,75,225,352,626,1049,4299,New confirmed cases by infection date,Unsure
Nevada,441 (106 -- 2590),441,1149,9714,106,263,360,530,781,2590,New confirmed cases by infection date,Likely decreasing
