region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,55469 (9462 -- 276145),55469,91184,122144,9462,26565,42026,71934,113061,276145,New confirmed cases by infection date,Unsure
Texas,8740 (2507 -- 39863),8740,13624,19538,2507,5145,7185,10728,15025,39863,New confirmed cases by infection date,Unsure
California,8201 (2302 -- 26846),8201,10776,10401,2302,5145,6851,9602,13024,26846,New confirmed cases by infection date,Unsure
New York,5511 (847 -- 39812),5511,12296,31991,847,2613,4185,7278,12064,39812,New confirmed cases by infection date,Unsure
Virginia,4465 (1616 -- 14191),4465,5790,5249,1616,3005,3785,5229,6961,14191,New confirmed cases by infection date,Likely increasing
Georgia,3446 (726 -- 16381),3446,5763,9593,726,1880,2770,4331,6364,16381,New confirmed cases by infection date,Unsure
Maryland,3311 (1086 -- 8525),3311,3792,2474,1086,2116,2797,3747,4736,8525,New confirmed cases by infection date,Unsure
New Jersey,3171 (504 -- 18308),3171,5762,9624,504,1609,2418,4165,6396,18308,New confirmed cases by infection date,Unsure
Pennsylvania,3079 (813 -- 11666),3079,4312,4222,813,1841,2606,3751,5348,11666,New confirmed cases by infection date,Unsure
South Dakota,2970 (554 -- 16678),2970,5353,8347,554,1516,2356,3853,5939,16678,New confirmed cases by infection date,Likely increasing
Massachusetts,2608 (779 -- 7793),2608,3287,2860,779,1674,2186,3063,4087,7793,New confirmed cases by infection date,Unsure
Illinois,2569 (608 -- 10286),2569,3765,4569,608,1401,2096,3158,4554,10286,New confirmed cases by infection date,Unsure
Alabama,1933 (482 -- 5836),1933,2388,1970,482,1142,1617,2278,2947,5836,New confirmed cases by infection date,Unsure
Ohio,1868 (234 -- 13038),1868,4265,10606,234,832,1394,2525,4052,13038,New confirmed cases by infection date,Unsure
Michigan,1810 (181 -- 17447),1810,4587,9712,181,731,1242,2492,4373,17447,New confirmed cases by infection date,Unsure
Florida,1582 (241 -- 9099),1582,2922,5228,241,774,1225,2084,3214,9099,New confirmed cases by infection date,Unsure
Minnesota,1549 (221 -- 6314),1549,2244,2351,221,746,1223,1975,2918,6314,New confirmed cases by infection date,Unsure
Kentucky,1386 (299 -- 6855),1386,2285,3532,299,757,1100,1746,2563,6855,New confirmed cases by infection date,Unsure
Connecticut,1356 (139 -- 10098),1356,3238,11102,139,606,992,1827,2923,10098,New confirmed cases by infection date,Unsure
Delaware,1288 (406 -- 5661),1288,2126,4657,406,803,1104,1550,2153,5661,New confirmed cases by infection date,Unsure
North Carolina,1285 (353 -- 4096),1285,1688,1587,353,777,1078,1553,2105,4096,New confirmed cases by infection date,Unsure
Washington,1183 (255 -- 5649),1183,1950,3901,255,683,966,1481,2209,5649,New confirmed cases by infection date,Unsure
Nebraska,1104 (136 -- 4702),1104,1610,1766,136,504,827,1452,2107,4702,New confirmed cases by infection date,Unsure
Tennessee,952 (85 -- 11640),952,2788,6343,85,371,668,1316,2443,11640,New confirmed cases by infection date,Unsure
Wisconsin,897 (180 -- 3665),897,1370,1946,180,479,715,1120,1632,3665,New confirmed cases by infection date,Unsure
Indiana,820 (197 -- 3138),820,1154,1212,197,470,660,1009,1447,3138,New confirmed cases by infection date,Unsure
District of Columbia,742 (198 -- 2213),742,931,780,198,456,636,878,1155,2213,New confirmed cases by infection date,Unsure
Rhode Island,742 (251 -- 2556),742,1022,1142,251,473,624,890,1207,2556,New confirmed cases by infection date,Unsure
Louisiana,734 (106 -- 4289),734,1387,2471,106,351,565,961,1528,4289,New confirmed cases by infection date,Unsure
Colorado,713 (195 -- 2283),713,917,762,195,415,592,845,1169,2283,New confirmed cases by infection date,Unsure
New Mexico,646 (140 -- 3202),646,1062,1614,140,378,525,802,1181,3202,New confirmed cases by infection date,Unsure
South Carolina,628 (126 -- 3147),628,1084,1714,126,332,488,807,1234,3147,New confirmed cases by infection date,Unsure
Mississippi,610 (69 -- 2543),610,908,1491,69,290,479,759,1089,2543,New confirmed cases by infection date,Unsure
