Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1933 (482 -- 5836),Unsure,1.1 (0.51 -- 1.7),0.027 (-0.14 -- 0.19),26 (3.7 -- -4.8)
Alaska,5 (0 -- 41),Unsure,0.83 (0.29 -- 1.9),-0.048 (-0.22 -- 0.23),-15 (3.1 -- -3.1)
Arizona,439 (65 -- 2499),Unsure,0.54 (0.15 -- 1.4),-0.14 (-0.28 -- 0.1),-5.1 (6.7 -- -2.4)
Arkansas,359 (108 -- 1578),Unsure,0.98 (0.66 -- 1.8),-0.0064 (-0.1 -- 0.19),-110 (3.7 -- -6.8)
California,8201 (2302 -- 26846),Unsure,1 (0.58 -- 1.6),0.0083 (-0.12 -- 0.17),84 (4.1 -- -5.6)
Colorado,713 (195 -- 2283),Unsure,0.68 (0.33 -- 1.2),-0.093 (-0.21 -- 0.053),-7.4 (13 -- -3.3)
Connecticut,1356 (139 -- 10098),Unsure,0.76 (0.23 -- 1.8),-0.067 (-0.25 -- 0.2),-10 (3.4 -- -2.8)
Delaware,1288 (406 -- 5661),Unsure,1.2 (0.73 -- 2.2),0.044 (-0.076 -- 0.3),16 (2.3 -- -9.1)
District of Columbia,742 (198 -- 2213),Unsure,0.99 (0.49 -- 1.5),-0.004 (-0.15 -- 0.13),-170 (5.2 -- -4.6)
Florida,1582 (241 -- 9099),Unsure,0.8 (0.28 -- 1.8),-0.058 (-0.23 -- 0.21),-12 (3.3 -- -3)
Georgia,3446 (726 -- 16381),Unsure,1.1 (0.48 -- 2.2),0.015 (-0.15 -- 0.28),46 (2.5 -- -4.5)
Guam,1 (0 -- 41),Unsure,0.89 (0.34 -- 2.4),-0.03 (-0.21 -- 0.34),-23 (2 -- -3.3)
Hawaii,4 (0 -- 94),Unsure,0.92 (0.25 -- 3),-0.023 (-0.24 -- 0.46),-30 (1.5 -- -2.8)
Idaho,207 (13 -- 3954),Unsure,1.1 (0.29 -- 3.9),0.039 (-0.23 -- 0.63),18 (1.1 -- -3.1)
Illinois,2569 (608 -- 10286),Unsure,0.53 (0.21 -- 1.2),-0.14 (-0.26 -- 0.052),-5 (13 -- -2.7)
Indiana,820 (197 -- 3138),Unsure,0.6 (0.25 -- 1.3),-0.12 (-0.24 -- 0.07),-5.8 (9.9 -- -2.9)
Iowa,522 (90 -- 2845),Unsure,0.6 (0.21 -- 1.4),-0.12 (-0.26 -- 0.096),-5.9 (7.2 -- -2.7)
