region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
Wisconsin,553903 (153541 -- 2320080),553903,812445,766880,153541,323555,451319,704092,1035900,2320080,New confirmed cases by infection date,Unsure
US,270634 (196390 -- 391532),270634,279335,61995,196390,236055,257430,284779,311639,391532,New confirmed cases by infection date,Unsure
Illinois,24058 (16189 -- 39215),24058,25441,7458,16189,20281,22432,25667,29072,39215,New confirmed cases by infection date,Unsure
Texas,19525 (10869 -- 42431),19525,22137,11766,10869,15182,17762,21660,25565,42431,New confirmed cases by infection date,Unsure
Florida,12404 (7801 -- 20413),12404,13086,4154,7801,10290,11553,13257,15123,20413,New confirmed cases by infection date,Unsure
Michigan,12189 (7505 -- 21675),12189,13106,4659,7505,9995,11283,13181,15220,21675,New confirmed cases by infection date,Likely increasing
California,11421 (7055 -- 19275),11421,12072,3808,7055,9541,10645,12330,13916,19275,New confirmed cases by infection date,Unsure
Tennessee,10633 (6318 -- 19130),10633,11483,4189,6318,8597,9822,11615,13434,19130,New confirmed cases by infection date,Unsure
Ohio,10380 (6838 -- 16386),10380,10853,3036,6838,8754,9751,11064,12436,16386,New confirmed cases by infection date,Unsure
North Carolina,10234 (5956 -- 17227),10234,10787,3715,5956,8208,9380,11097,12851,17227,New confirmed cases by infection date,Unsure
Indiana,10176 (6142 -- 16718),10176,10682,3417,6142,8427,9545,10885,12390,16718,New confirmed cases by infection date,Unsure
Minnesota,7716 (3828 -- 15321),7716,8364,3654,3828,5937,6982,8438,9997,15321,New confirmed cases by infection date,Unsure
Missouri,7121 (4402 -- 13909),7121,7957,3556,4402,5778,6575,7840,9027,13909,New confirmed cases by infection date,Unsure
Colorado,6822 (3899 -- 13878),6822,7611,3382,3899,5352,6186,7554,9009,13878,New confirmed cases by infection date,Unsure
Pennsylvania,6162 (4097 -- 9044),6162,6324,1558,4097,5300,5801,6493,7198,9044,New confirmed cases by infection date,Unsure
Mississippi,5713 (3389 -- 11441),5713,6306,2714,3389,4621,5285,6187,7201,11441,New confirmed cases by infection date,Unsure
New Jersey,5597 (3199 -- 9833),5597,5937,2202,3199,4486,5194,6014,6890,9833,New confirmed cases by infection date,Unsure
Arizona,5340 (2751 -- 12093),5340,6151,3236,2751,4058,4845,5982,7290,12093,New confirmed cases by infection date,Unsure
Georgia,5016 (3388 -- 8043),5016,5274,1510,3388,4266,4698,5386,5996,8043,New confirmed cases by infection date,Unsure
Utah,4953 (3062 -- 8446),4953,5228,1727,3062,4104,4593,5319,5928,8446,New confirmed cases by infection date,Unsure
Nebraska,4819 (2939 -- 8248),4819,5121,1826,2939,3917,4487,5224,5926,8248,New confirmed cases by infection date,Likely increasing
New York,4718 (3016 -- 7632),4718,4929,1466,3016,3903,4380,5084,5673,7632,New confirmed cases by infection date,Unsure
Kentucky,4489 (2566 -- 7230),4489,4618,1473,2566,3594,4115,4816,5420,7230,New confirmed cases by infection date,Unsure
Iowa,4454 (1919 -- 10081),4454,4983,2529,1919,3366,3992,5004,5997,10081,New confirmed cases by infection date,Unsure
Alabama,4430 (2960 -- 7796),4430,4788,1700,2960,3710,4140,4722,5431,7796,New confirmed cases by infection date,Unsure
Idaho,4170 (2294 -- 7876),4170,4502,1898,2294,3244,3803,4540,5286,7876,New confirmed cases by infection date,Unsure
Montana,4043 (2295 -- 7570),4043,4371,1684,2295,3230,3720,4433,5145,7570,New confirmed cases by infection date,Unsure
South Dakota,3909 (1794 -- 8421),3909,4386,2431,1794,2967,3478,4337,5191,8421,New confirmed cases by infection date,Likely increasing
Virginia,3664 (2389 -- 5797),3664,3821,1087,2389,3064,3430,3921,4427,5797,New confirmed cases by infection date,Unsure
South Carolina,3610 (1990 -- 7303),3610,3998,1794,1990,2808,3283,3994,4762,7303,New confirmed cases by infection date,Unsure
Washington,3447 (1920 -- 6539),3447,3721,1512,1920,2681,3151,3787,4449,6539,New confirmed cases by infection date,Unsure
North Dakota,3270 (2296 -- 5464),3270,3510,1073,2296,2785,3072,3496,3958,5464,New confirmed cases by infection date,Increasing
Massachusetts,3252 (2045 -- 5283),3252,3419,1041,2045,2721,3045,3473,3935,5283,New confirmed cases by infection date,Likely increasing
New Mexico,3252 (1891 -- 5598),3252,3460,1218,1891,2628,3009,3544,4077,5598,New confirmed cases by infection date,Unsure
Oklahoma,3218 (2099 -- 4885),3218,3319,865,2099,2710,3025,3438,3795,4885,New confirmed cases by infection date,Unsure
Arkansas,3056 (1840 -- 5176),3056,3221,1061,1840,2501,2826,3283,3748,5176,New confirmed cases by infection date,Unsure
Nevada,2862 (1717 -- 5166),2862,3060,1117,1717,2313,2635,3100,3524,5166,New confirmed cases by infection date,Unsure
Kansas,2818 (1374 -- 5577),2818,3084,1522,1374,2186,2541,3091,3667,5577,New confirmed cases by infection date,Unsure
Louisiana,2477 (1357 -- 5075),2477,2735,1279,1357,1903,2236,2724,3233,5075,New confirmed cases by infection date,Unsure
Connecticut,2413 (1331 -- 5778),2413,2858,1765,1331,1875,2173,2699,3244,5778,New confirmed cases by infection date,Likely increasing
