Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,4430 (2960 -- 7796),Unsure,1 (0.94 -- 1.2),0.0074 (-0.016 -- 0.042),94 (16 -- -42)
Alaska,895 (527 -- 1457),Unsure,1.1 (0.88 -- 1.2),0.019 (-0.034 -- 0.057),37 (12 -- -20)
Arizona,5340 (2751 -- 12093),Unsure,1.2 (0.94 -- 1.6),0.052 (-0.017 -- 0.15),13 (4.7 -- -42)
Arkansas,3056 (1840 -- 5176),Unsure,1 (0.85 -- 1.2),-0.001 (-0.041 -- 0.044),-680 (16 -- -17)
California,11421 (7055 -- 19275),Unsure,0.99 (0.86 -- 1.1),-0.0035 (-0.04 -- 0.032),-200 (22 -- -17)
Colorado,6822 (3899 -- 13878),Unsure,1.2 (1 -- 1.5),0.053 (0.0021 -- 0.14),13 (5 -- 330)
Connecticut,2413 (1331 -- 5778),Likely increasing,1.1 (0.98 -- 1.4),0.029 (-0.005 -- 0.11),24 (6.5 -- -140)
Delaware,562 (305 -- 1090),Unsure,1 (0.86 -- 1.2),0.0059 (-0.04 -- 0.051),120 (14 -- -17)
District of Columbia,239 (135 -- 419),Unsure,1 (0.86 -- 1.2),0.0077 (-0.038 -- 0.042),90 (16 -- -18)
Florida,12404 (7801 -- 20413),Unsure,1.1 (0.92 -- 1.2),0.016 (-0.021 -- 0.059),42 (12 -- -33)
Georgia,5016 (3388 -- 8043),Unsure,1 (0.95 -- 1.2),0.0088 (-0.014 -- 0.044),79 (16 -- -50)
Guam,574 (81 -- 3966),Unsure,1.1 (0.49 -- 2.1),0.025 (-0.15 -- 0.27),27 (2.6 -- -4.5)
Hawaii,281 (131 -- 599),Unsure,0.9 (0.67 -- 1.1),-0.028 (-0.096 -- 0.032),-24 (22 -- -7.2)
Idaho,4170 (2294 -- 7876),Unsure,1.1 (0.94 -- 1.4),0.033 (-0.016 -- 0.093),21 (7.4 -- -44)
Illinois,24058 (16189 -- 39215),Unsure,1.2 (1.1 -- 1.4),0.054 (0.021 -- 0.097),13 (7.1 -- 33)
Indiana,10176 (6142 -- 16718),Unsure,1.1 (0.95 -- 1.3),0.034 (-0.014 -- 0.073),21 (9.5 -- -50)
Iowa,4454 (1919 -- 10081),Unsure,1 (0.68 -- 1.4),0.007 (-0.092 -- 0.095),99 (7.3 -- -7.6)
Kansas,2818 (1374 -- 5577),Unsure,1 (0.86 -- 1.2),0.003 (-0.04 -- 0.046),230 (15 -- -17)
Kentucky,4489 (2566 -- 7230),Unsure,1 (0.84 -- 1.2),0.0098 (-0.044 -- 0.044),70 (16 -- -16)
Louisiana,2477 (1357 -- 5075),Unsure,1 (0.84 -- 1.2),-0.001 (-0.047 -- 0.049),-680 (14 -- -15)
Maine,131 (68 -- 228),Unsure,1 (0.85 -- 1.1),0.0024 (-0.041 -- 0.032),280 (21 -- -17)
Maryland,2255 (1397 -- 3564),Unsure,1 (0.84 -- 1.1),0.0044 (-0.045 -- 0.037),160 (19 -- -15)
Massachusetts,3252 (2045 -- 5283),Likely increasing,1.1 (0.95 -- 1.2),0.019 (-0.013 -- 0.053),36 (13 -- -55)
Michigan,12189 (7505 -- 21675),Likely increasing,1.2 (1.1 -- 1.4),0.05 (0.017 -- 0.1),14 (6.8 -- 41)
Minnesota,7716 (3828 -- 15321),Unsure,1.1 (0.77 -- 1.4),0.026 (-0.064 -- 0.11),27 (6.1 -- -11)
Mississippi,5713 (3389 -- 11441),Unsure,1.2 (1.1 -- 1.6),0.061 (0.015 -- 0.14),11 (4.8 -- 46)
Missouri,7121 (4402 -- 13909),Unsure,1 (0.94 -- 1.2),0.0084 (-0.016 -- 0.063),83 (11 -- -43)
Montana,4043 (2295 -- 7570),Unsure,1.1 (0.92 -- 1.3),0.032 (-0.022 -- 0.088),22 (7.9 -- -31)
Nebraska,4819 (2939 -- 8248),Likely increasing,1.1 (0.98 -- 1.3),0.033 (-0.0063 -- 0.074),21 (9.4 -- -110)
Nevada,2862 (1717 -- 5166),Unsure,1.1 (0.9 -- 1.3),0.02 (-0.028 -- 0.086),34 (8.1 -- -25)
