Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,440 (116 -- 1779),Likely decreasing,0.9 (0.64 -- 1.3),-0.027 (-0.1 -- 0.083),-26 (8.4 -- -6.6)
Alaska,106 (40 -- 754),Stable,0.97 (0.8 -- 1.7),-0.0088 (-0.058 -- 0.18),-78 (3.9 -- -12)
Arizona,2220 (1247 -- 4639),Stable,1 (0.92 -- 1.2),0.0056 (-0.023 -- 0.065),120 (11 -- -31)
Arkansas,2410 (1093 -- 6528),Likely increasing,1.1 (0.94 -- 1.4),0.035 (-0.016 -- 0.11),20 (6.3 -- -43)
California,3414 (2078 -- 6866),Likely decreasing,0.97 (0.88 -- 1.1),-0.0072 (-0.034 -- 0.039),-96 (18 -- -20)
Colorado,1409 (946 -- 2329),Likely decreasing,0.98 (0.88 -- 1.1),-0.0066 (-0.033 -- 0.036),-110 (19 -- -21)
Connecticut,183 (76 -- 564),Stable,0.97 (0.78 -- 1.3),-0.0087 (-0.064 -- 0.086),-80 (8.1 -- -11)
Delaware,87 (39 -- 304),Stable,0.98 (0.82 -- 1.6),-0.0068 (-0.052 -- 0.14),-100 (4.8 -- -13)
District of Columbia,20 (9 -- 57),Likely decreasing,0.87 (0.74 -- 1.1),-0.037 (-0.074 -- 0.035),-19 (20 -- -9.4)
Florida,2086 (307 -- 51312),Stable,1.1 (0.61 -- 3.1),0.016 (-0.12 -- 0.48),43 (1.4 -- -5.9)
Georgia,1182 (655 -- 2169),Likely decreasing,0.98 (0.81 -- 1.1),-0.006 (-0.053 -- 0.036),-110 (19 -- -13)
Guam,22 (9 -- 67),Stable,0.99 (0.7 -- 1.3),-0.0021 (-0.087 -- 0.075),-330 (9.3 -- -8)
Hawaii,176 (111 -- 324),Likely decreasing,0.98 (0.9 -- 1.2),-0.0061 (-0.028 -- 0.042),-110 (16 -- -25)
Idaho,248 (137 -- 511),Likely decreasing,0.94 (0.84 -- 1.1),-0.016 (-0.045 -- 0.027),-42 (26 -- -15)
Illinois,654 (290 -- 2359),Likely decreasing,0.9 (0.74 -- 1.3),-0.029 (-0.075 -- 0.091),-24 (7.6 -- -9.3)
Indiana,767 (336 -- 2036),Likely decreasing,0.91 (0.76 -- 1.2),-0.025 (-0.067 -- 0.045),-28 (15 -- -10)
Iowa,391 (228 -- 696),Likely increasing,1.1 (0.89 -- 1.3),0.017 (-0.032 -- 0.08),42 (8.7 -- -22)
Kansas,773 (287 -- 4878),Likely increasing,1.1 (0.89 -- 1.9),0.023 (-0.03 -- 0.23),30 (3 -- -23)
Kentucky,417 (160 -- 1098),Likely decreasing,0.9 (0.71 -- 1.1),-0.028 (-0.083 -- 0.038),-25 (18 -- -8.4)
Louisiana,1507 (818 -- 3702),Stable,1 (0.91 -- 1.3),0.001 (-0.024 -- 0.075),690 (9.2 -- -28)
Maine,49 (26 -- 104),Likely decreasing,0.87 (0.71 -- 1.2),-0.036 (-0.085 -- 0.042),-20 (17 -- -8.2)
Maryland,312 (181 -- 614),Likely increasing,1.2 (0.97 -- 1.5),0.043 (-0.0078 -- 0.13),16 (5.3 -- -89)
Massachusetts,135 (74 -- 299),Likely decreasing,0.88 (0.76 -- 1.1),-0.035 (-0.068 -- 0.034),-20 (20 -- -10)
Michigan,283 (140 -- 984),Likely decreasing,0.82 (0.7 -- 1.2),-0.05 (-0.086 -- 0.05),-14 (14 -- -8)
Minnesota,298 (158 -- 618),Stable,0.97 (0.78 -- 1.2),-0.0076 (-0.061 -- 0.063),-91 (11 -- -11)
Mississippi,822 (188 -- 4821),Likely increasing,1.1 (0.69 -- 1.9),0.032 (-0.088 -- 0.22),21 (3.1 -- -7.9)
Missouri,4109 (1892 -- 8901),Likely increasing,1.1 (0.83 -- 1.3),0.017 (-0.049 -- 0.074),41 (9.3 -- -14)
Montana,131 (59 -- 289),Likely decreasing,0.92 (0.77 -- 1.1),-0.022 (-0.066 -- 0.032),-32 (22 -- -11)
Nebraska,76 (15 -- 415),Likely decreasing,0.92 (0.47 -- 1.4),-0.022 (-0.16 -- 0.11),-32 (6.1 -- -4.3)
Nevada,2549 (1214 -- 5951),Likely increasing,1.1 (0.9 -- 1.4),0.033 (-0.03 -- 0.11),21 (6.4 -- -23)
New Hampshire,46 (17 -- 187),Likely decreasing,0.88 (0.69 -- 1.4),-0.033 (-0.091 -- 0.11),-21 (6.4 -- -7.6)
New Jersey,803 (292 -- 2237),Stable,0.97 (0.69 -- 1.3),-0.0077 (-0.092 -- 0.08),-90 (8.7 -- -7.5)
New Mexico,214 (112 -- 404),Likely decreasing,0.93 (0.79 -- 1.1),-0.02 (-0.058 -- 0.023),-35 (31 -- -12)
New York,1310 (858 -- 2142),Likely increasing,1 (0.9 -- 1.2),0.013 (-0.028 -- 0.06),55 (11 -- -25)
North Carolina,788 (430 -- 1626),Likely decreasing,0.9 (0.78 -- 1.1),-0.029 (-0.061 -- 0.023),-24 (31 -- -11)
North Dakota,23 (12 -- 41),Decreasing,0.81 (0.68 -- 0.95),-0.052 (-0.093 -- -0.015),-13 (-48 -- -7.5)
Northern Mariana Islands,0 (0 -- 0),Likely decreasing,0.21 (0.001 -- 1.5),-0.26 (-0.39 -- 0.13),-2.7 (5.5 -- -1.8)
Ohio,786 (449 -- 1545),Likely decreasing,0.96 (0.85 -- 1.2),-0.012 (-0.043 -- 0.057),-59 (12 -- -16)
Oklahoma,1099 (524 -- 2757),Likely increasing,1.1 (0.89 -- 1.4),0.023 (-0.03 -- 0.096),30 (7.2 -- -23)
Oregon,362 (141 -- 722),Decreasing,0.81 (0.53 -- 0.96),-0.054 (-0.14 -- -0.012),-13 (-59 -- -4.9)
Pennsylvania,606 (350 -- 1319),Stable,1 (0.84 -- 1.4),0.0022 (-0.045 -- 0.095),320 (7.3 -- -16)
Puerto Rico,138 (60 -- 391),Stable,0.99 (0.78 -- 1.4),-0.0021 (-0.063 -- 0.097),-330 (7.1 -- -11)
Rhode Island,37 (17 -- 110),Likely decreasing,0.85 (0.71 -- 1.1),-0.043 (-0.083 -- 0.031),-16 (22 -- -8.4)
South Carolina,502 (177 -- 4660),Stable,1 (0.81 -- 2),0.0052 (-0.055 -- 0.24),130 (2.8 -- -13)
South Dakota,34 (11 -- 139),Likely decreasing,0.92 (0.67 -- 1.3),-0.023 (-0.096 -- 0.085),-30 (8.2 -- -7.2)
