region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,335640 (151779 -- 617132),335640,353904,148411,151779,254545,303104,367826,427211,617132,New confirmed cases by infection date,Unsure
Michigan,76560 (19808 -- 356417),76560,126712,260165,19808,45609,64128,93331,131801,356417,New confirmed cases by infection date,Likely increasing
Illinois,39447 (12666 -- 87975),39447,44408,28886,12666,27309,34885,44395,54239,87975,New confirmed cases by infection date,Likely increasing
Florida,31613 (8347 -- 178831),31613,68791,279416,8347,16364,24643,39945,58945,178831,New confirmed cases by infection date,Unsure
Ohio,22906 (5938 -- 117292),22906,41058,81567,5938,13560,18788,29135,42278,117292,New confirmed cases by infection date,Unsure
Pennsylvania,22489 (5559 -- 75757),22489,30064,31449,5559,14300,19080,26612,35940,75757,New confirmed cases by infection date,Likely increasing
Texas,20314 (2659 -- 79003),20314,28597,33035,2659,10671,16106,25432,34942,79003,New confirmed cases by infection date,Unsure
New York,17124 (3551 -- 103489),17124,33205,87488,3551,9407,13690,21673,33797,103489,New confirmed cases by infection date,Unsure
Minnesota,13623 (5218 -- 28786),13623,15189,8181,5218,10171,12242,15234,18703,28786,New confirmed cases by infection date,Likely increasing
California,13539 (3274 -- 40505),13539,17592,27843,3274,8546,11444,15858,21271,40505,New confirmed cases by infection date,Unsure
Colorado,13233 (1702 -- 51017),13233,18582,20760,1702,7728,10950,16013,22030,51017,New confirmed cases by infection date,Likely increasing
Indiana,11273 (4438 -- 23351),11273,12321,6321,4438,8131,9847,12753,15300,23351,New confirmed cases by infection date,Likely increasing
Tennessee,10554 (3121 -- 29489),10554,12710,9621,3121,7317,9129,11923,15085,29489,New confirmed cases by infection date,Likely increasing
Maryland,10258 (4078 -- 24823),10258,11979,8998,4078,7236,8922,11614,14577,24823,New confirmed cases by infection date,Likely increasing
Arizona,9070 (725 -- 246976),9070,93022,551244,725,3352,6353,13730,25199,246976,New confirmed cases by infection date,Unsure
Nevada,8712 (2010 -- 44702),8712,15491,35616,2010,4934,6990,10757,15538,44702,New confirmed cases by infection date,Unsure
South Dakota,8188 (1427 -- 41010),8188,13932,25536,1427,4801,6769,10259,14828,41010,New confirmed cases by infection date,Likely increasing
Iowa,7893 (3516 -- 19164),7893,9479,6457,3516,5763,7064,9124,11295,19164,New confirmed cases by infection date,Increasing
North Carolina,7570 (2967 -- 29566),7570,12010,48245,2967,5257,6591,8678,11615,29566,New confirmed cases by infection date,Unsure
Massachusetts,6773 (3498 -- 18639),6773,8607,7917,3498,5140,6116,7661,9741,18639,New confirmed cases by infection date,Likely increasing
New Jersey,6383 (685 -- 18019),6383,7576,6962,685,3385,5208,7685,9823,18019,New confirmed cases by infection date,Unsure
Connecticut,6299 (2557 -- 20090),6299,8565,10210,2557,4496,5545,7226,9225,20090,New confirmed cases by infection date,Increasing
Georgia,6130 (1748 -- 24067),6130,8906,11263,1748,3960,5183,7370,9700,24067,New confirmed cases by infection date,Unsure
New Mexico,4975 (1291 -- 18580),4975,7001,7853,1291,2928,4087,6058,8326,18580,New confirmed cases by infection date,Unsure
Missouri,4956 (794 -- 26454),4956,9093,18156,794,2758,4004,6154,9169,26454,New confirmed cases by infection date,Unsure
Mississippi,4144 (1136 -- 18500),4144,7212,16791,1136,2464,3436,5055,7122,18500,New confirmed cases by infection date,Unsure
Nebraska,4015 (1015 -- 14010),4015,6276,19616,1015,2548,3376,4804,6495,14010,New confirmed cases by infection date,Likely increasing
Oregon,3861 (1314 -- 20615),3861,6980,14272,1314,2348,3143,4849,7024,20615,New confirmed cases by infection date,Likely increasing
Alabama,3775 (292 -- 20036),3775,7330,44465,292,1820,3004,4669,6883,20036,New confirmed cases by infection date,Unsure
Kentucky,3528 (1654 -- 11084),3528,4837,7169,1654,2688,3211,3972,4948,11084,New confirmed cases by infection date,Likely increasing
Wisconsin,3473 (233 -- 18302),3473,6047,11439,233,1481,2587,4459,6652,18302,New confirmed cases by infection date,Unsure
Arkansas,3396 (1028 -- 8722),3396,4024,4050,1028,2298,2922,3917,4941,8722,New confirmed cases by infection date,Unsure
Oklahoma,3366 (1206 -- 9633),3366,4236,4498,1206,2338,2948,3807,4727,9633,New confirmed cases by infection date,Likely increasing
Louisiana,3285 (913 -- 9867),3285,4118,3445,913,2183,2811,3798,4862,9867,New confirmed cases by infection date,Unsure
Washington,3204 (829 -- 15118),3204,5347,10979,829,2021,2721,3884,5503,15118,New confirmed cases by infection date,Unsure
Utah,2703 (303 -- 9398),2703,3597,4044,303,1455,2201,3251,4393,9398,New confirmed cases by infection date,Likely increasing
Virginia,2693 (7 -- 19746),2693,5810,12389,7,926,1936,3663,5886,19746,New confirmed cases by infection date,Unsure
Kansas,2617 (523 -- 99325),2617,516577,2998590,523,1407,2018,3378,5775,99325,New confirmed cases by infection date,Unsure
Rhode Island,2503 (869 -- 12017),2503,4563,13051,869,1578,2102,2985,4237,12017,New confirmed cases by infection date,Likely increasing
South Carolina,2440 (710 -- 9117),2440,3464,4714,710,1677,2144,2836,3697,9117,New confirmed cases by infection date,Unsure
Idaho,2253 (371 -- 7428),2253,3900,36081,371,1192,1780,2695,3490,7428,New confirmed cases by infection date,Unsure
Puerto Rico,2114 (312 -- 7373),2114,2875,3330,312,1241,1748,2618,3538,7373,New confirmed cases by infection date,Unsure
Montana,1894 (186 -- 11046),1894,3769,10215,186,855,1434,2480,3798,11046,New confirmed cases by infection date,Unsure
Hawaii,1864 (55 -- 73026),1864,22905,115325,55,395,1020,3199,8012,73026,New confirmed cases by infection date,Unsure
North Dakota,1589 (125 -- 7482),1589,2534,5258,125,734,1222,2019,3062,7482,New confirmed cases by infection date,Unsure
West Virginia,1585 (99 -- 12264),1585,4187,26384,99,631,1145,2157,3547,12264,New confirmed cases by infection date,Unsure
New Hampshire,672 (50 -- 9787),672,3908,25587,50,306,501,903,1638,9787,New confirmed cases by infection date,Unsure
Delaware,634 (134 -- 3310),634,1585,8704,134,374,520,768,1094,3310,New confirmed cases by infection date,Unsure
Vermont,468 (2 -- 64866),468,26573,201948,2,85,265,870,3209,64866,New confirmed cases by infection date,Unsure
Alaska,377 (36 -- 3309),377,1632,15028,36,187,286,502,797,3309,New confirmed cases by infection date,Unsure
Maine,321 (0 -- 4109),321,1346,9390,0,38,180,528,1047,4109,New confirmed cases by infection date,Unsure
District of Columbia,280 (22 -- 2342),280,841,3615,22,143,224,362,583,2342,New confirmed cases by infection date,Unsure
Wyoming,168 (0 -- 6905),168,2512,15635,0,16,74,359,1165,6905,New confirmed cases by infection date,Unsure
Guam,130 (6 -- 650),130,270,1064,6,60,105,164,238,650,New confirmed cases by infection date,Unsure
Hawaii,1.4 (0.46 -- 3.5),1.4,1.6,0.99,0.46,0.97,1.2,1.6,2,3.5,Effective reproduction no.,Unsure
Vermont,1.3 (0.19 -- 4.6),1.3,1.7,1.4,0.19,0.86,1.1,1.5,2,4.6,Effective reproduction no.,Unsure
Connecticut,1.2 (0.97 -- 1.5),1.2,1.2,0.18,0.97,1.1,1.1,1.2,1.2,1.5,Effective reproduction no.,Increasing
Maryland,1.2 (0.92 -- 1.4),1.2,1.2,0.17,0.92,1.1,1.2,1.2,1.3,1.4,Effective reproduction no.,Likely increasing
Michigan,1.2 (0.89 -- 1.6),1.2,1.3,0.27,0.89,1.1,1.2,1.3,1.3,1.6,Effective reproduction no.,Likely increasing
Nevada,1.2 (0.87 -- 1.7),1.2,1.3,0.29,0.87,1.1,1.2,1.3,1.4,1.7,Effective reproduction no.,Unsure
Ohio,1.2 (0.8 -- 1.8),1.2,1.2,0.33,0.8,1,1.1,1.2,1.3,1.8,Effective reproduction no.,Unsure
Alaska,1.1 (0.58 -- 1.5),1.1,1.1,0.35,0.58,0.94,1,1.1,1.2,1.5,Effective reproduction no.,Unsure
Arizona,1.1 (0.53 -- 2.8),1.1,1.4,0.94,0.53,0.89,1,1.2,1.5,2.8,Effective reproduction no.,Unsure
Colorado,1.1 (0.64 -- 1.4),1.1,1.1,0.23,0.64,0.99,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing
Florida,1.1 (0.61 -- 1.7),1.1,1.1,0.4,0.61,0.93,1,1.2,1.3,1.7,Effective reproduction no.,Unsure
Illinois,1.1 (0.8 -- 1.3),1.1,1.1,0.15,0.8,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing
Indiana,1.1 (0.84 -- 1.2),1.1,1,0.11,0.84,0.99,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing
Iowa,1.1 (0.93 -- 1.3),1.1,1.1,0.12,0.93,1.1,1.1,1.1,1.1,1.3,Effective reproduction no.,Increasing
Kentucky,1.1 (0.91 -- 1.3),1.1,1.1,0.15,0.91,1,1.1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing
Massachusetts,1.1 (0.94 -- 1.2),1.1,1.1,0.11,0.94,1,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing
Minnesota,1.1 (0.83 -- 1.2),1.1,1.1,0.14,0.83,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing
