Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1528 (631 -- 2965),Likely decreasing,0.87 (0.6 -- 1.1),-0.037 (-0.12 -- 0.014),-19 (49 -- -5.9)
Alaska,594 (318 -- 1239),Likely decreasing,0.97 (0.8 -- 1.1),-0.0094 (-0.057 -- 0.031),-74 (22 -- -12)
Arizona,2966 (1245 -- 6581),Likely decreasing,0.9 (0.63 -- 1.1),-0.028 (-0.11 -- 0.039),-25 (18 -- -6.4)
Arkansas,960 (383 -- 1953),Likely decreasing,0.86 (0.61 -- 1),-0.04 (-0.11 -- 0.0081),-17 (85 -- -6.1)
California,8886 (4972 -- 15463),Likely decreasing,0.86 (0.68 -- 1),-0.039 (-0.093 -- 0.0035),-18 (200 -- -7.4)
Colorado,3570 (2056 -- 5853),Likely decreasing,0.97 (0.81 -- 1.1),-0.007 (-0.055 -- 0.029),-99 (24 -- -13)
Connecticut,3631 (1567 -- 9828),Likely decreasing,0.95 (0.76 -- 1.3),-0.013 (-0.071 -- 0.072),-51 (9.7 -- -9.8)
Delaware,1216 (696 -- 2311),Likely increasing,1 (0.9 -- 1.3),0.012 (-0.028 -- 0.073),56 (9.5 -- -25)
District of Columbia,752 (361 -- 1637),Likely increasing,1.1 (0.86 -- 1.4),0.02 (-0.039 -- 0.096),35 (7.3 -- -18)
Florida,15858 (8558 -- 31600),Likely decreasing,0.94 (0.79 -- 1.1),-0.017 (-0.06 -- 0.028),-41 (25 -- -12)
Georgia,1825 (810 -- 3675),Decreasing,0.6 (0.39 -- 0.82),-0.12 (-0.19 -- -0.049),-5.9 (-14 -- -3.7)
Guam,9 (3 -- 27),Likely decreasing,0.93 (0.75 -- 1.3),-0.02 (-0.071 -- 0.071),-34 (9.7 -- -9.8)
Hawaii,305 (157 -- 616),Likely increasing,1.1 (0.86 -- 1.4),0.033 (-0.039 -- 0.12),21 (6 -- -18)
Idaho,1329 (749 -- 2850),Stable,1 (0.87 -- 1.3),0.0024 (-0.036 -- 0.066),290 (10 -- -19)
Illinois,4915 (2956 -- 7746),Likely decreasing,0.96 (0.79 -- 1.1),-0.012 (-0.061 -- 0.031),-56 (22 -- -11)
Indiana,2718 (1674 -- 4386),Stable,1 (0.85 -- 1.2),0.0011 (-0.042 -- 0.049),650 (14 -- -16)
Iowa,1513 (928 -- 2584),Likely decreasing,0.96 (0.83 -- 1.1),-0.012 (-0.048 -- 0.03),-58 (23 -- -15)
Kansas,912 (353 -- 2944),Likely decreasing,0.87 (0.68 -- 1.2),-0.036 (-0.094 -- 0.05),-19 (14 -- -7.3)
Kentucky,2542 (1190 -- 5518),Likely decreasing,0.92 (0.74 -- 1.2),-0.024 (-0.075 -- 0.04),-29 (17 -- -9.2)
Louisiana,1827 (788 -- 4704),Likely decreasing,0.9 (0.69 -- 1.2),-0.029 (-0.09 -- 0.052),-24 (13 -- -7.7)
Maine,865 (380 -- 1978),Likely increasing,1.1 (0.8 -- 1.4),0.017 (-0.056 -- 0.1),40 (6.7 -- -12)
Maryland,3619 (2337 -- 5875),Likely increasing,1.1 (0.93 -- 1.3),0.029 (-0.019 -- 0.087),24 (8 -- -37)
Massachusetts,5584 (2976 -- 12296),Stable,0.98 (0.81 -- 1.2),-0.0061 (-0.054 -- 0.062),-110 (11 -- -13)
Michigan,10886 (4565 -- 33930),Likely increasing,1.1 (0.87 -- 1.5),0.026 (-0.036 -- 0.13),26 (5.5 -- -19)
Minnesota,4940 (2528 -- 10856),Likely increasing,1.1 (0.91 -- 1.4),0.023 (-0.024 -- 0.096),31 (7.2 -- -29)
Mississippi,2002 (1057 -- 4449),Likely increasing,1.1 (0.88 -- 1.4),0.016 (-0.032 -- 0.1),43 (6.9 -- -21)
Missouri,1746 (1015 -- 3352),Likely decreasing,0.95 (0.81 -- 1.2),-0.015 (-0.055 -- 0.044),-45 (16 -- -13)
