Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,4820 (1076 -- 95071),Unsure,1.1 (0.73 -- 2.3),0.014 (-0.076 -- 0.31),49 (2.2 -- -9.2)
Alaska,136 (8 -- 1064),Unsure,1 (0.55 -- 1.5),0.011 (-0.13 -- 0.12),60 (5.8 -- -5.1)
Arizona,2703 (277 -- 22589),Unsure,0.84 (0.45 -- 1.4),-0.045 (-0.17 -- 0.11),-15 (6.6 -- -4.1)
Arkansas,4606 (1612 -- 23553),Likely increasing,1.1 (0.85 -- 1.7),0.031 (-0.042 -- 0.17),22 (4.1 -- -16)
California,16913 (6170 -- 42654),Unsure,0.98 (0.77 -- 1.2),-0.0069 (-0.067 -- 0.049),-100 (14 -- -10)
Colorado,465 (89 -- 2217),Unsure,0.98 (0.69 -- 1.4),-0.0059 (-0.092 -- 0.093),-120 (7.4 -- -7.6)
Connecticut,32 (1 -- 231),Likely decreasing,0.83 (0.36 -- 1.2),-0.048 (-0.2 -- 0.046),-14 (15 -- -3.5)
Delaware,103 (4 -- 1830),Likely decreasing,0.92 (0.47 -- 1.7),-0.021 (-0.16 -- 0.17),-33 (4 -- -4.3)
District of Columbia,61 (3 -- 498),Unsure,0.93 (0.42 -- 1.4),-0.019 (-0.18 -- 0.1),-37 (7 -- -3.9)
Florida,6245 (1663 -- 23623),Unsure,0.82 (0.53 -- 1.2),-0.052 (-0.14 -- 0.052),-13 (13 -- -4.9)
Georgia,11699 (2239 -- 40860),Unsure,1.1 (0.67 -- 1.4),0.014 (-0.098 -- 0.11),50 (6.1 -- -7.1)
Guam,63 (2 -- 2557),Unsure,0.97 (0.25 -- 3.2),-0.0084 (-0.24 -- 0.52),-83 (1.3 -- -2.9)
Hawaii,2107 (301 -- 34336),Likely increasing,1.3 (0.87 -- 2.6),0.082 (-0.036 -- 0.38),8.5 (1.8 -- -19)
Idaho,1031 (82 -- 10233),Unsure,0.98 (0.41 -- 1.8),-0.0066 (-0.18 -- 0.2),-100 (3.4 -- -3.9)
Illinois,2053 (484 -- 6895),Unsure,0.97 (0.62 -- 1.3),-0.007 (-0.11 -- 0.082),-99 (8.4 -- -6.3)
Indiana,1117 (304 -- 2857),Unsure,0.97 (0.67 -- 1.2),-0.0088 (-0.097 -- 0.047),-79 (15 -- -7.1)
Iowa,1935 (781 -- 6110),Likely increasing,1.1 (0.87 -- 1.4),0.02 (-0.036 -- 0.1),34 (6.6 -- -19)
Kansas,458 (62 -- 1985),Unsure,0.97 (0.62 -- 1.3),-0.0072 (-0.11 -- 0.087),-97 (7.9 -- -6.3)
Kentucky,1682 (613 -- 5261),Likely increasing,1 (0.82 -- 1.3),0.011 (-0.05 -- 0.076),62 (9.1 -- -14)
Louisiana,3992 (527 -- 15208),Unsure,0.97 (0.58 -- 1.2),-0.0092 (-0.12 -- 0.066),-75 (10 -- -5.6)
Maine,36 (0 -- 362),Unsure,0.92 (0.35 -- 1.4),-0.023 (-0.2 -- 0.094),-30 (7.3 -- -3.5)
Maryland,746 (354 -- 2300),Unsure,0.98 (0.82 -- 1.3),-0.0052 (-0.052 -- 0.079),-130 (8.8 -- -13)
Massachusetts,2425 (898 -- 7862),Unsure,1 (0.8 -- 1.3),0.0065 (-0.055 -- 0.087),110 (8 -- -13)
Michigan,5398 (1318 -- 43811),Unsure,1.1 (0.88 -- 1.8),0.039 (-0.033 -- 0.21),18 (3.3 -- -21)
Minnesota,118 (1 -- 1405),Unsure,0.59 (0.12 -- 1.1),-0.12 (-0.3 -- 0.037),-5.7 (19 -- -2.3)
Mississippi,4847 (1275 -- 17028),Unsure,1 (0.75 -- 1.3),0.0033 (-0.073 -- 0.091),210 (7.6 -- -9.5)
Missouri,2771 (810 -- 22947),Unsure,1 (0.79 -- 1.7),0.013 (-0.06 -- 0.16),53 (4.2 -- -12)
Montana,250 (11 -- 3015),Unsure,0.96 (0.45 -- 1.7),-0.012 (-0.17 -- 0.19),-58 (3.7 -- -4.1)
Nebraska,429 (63 -- 3240),Unsure,1 (0.63 -- 1.5),0.00018 (-0.11 -- 0.12),3900 (5.9 -- -6.4)
Nevada,811 (9 -- 4017),Unsure,0.83 (0.28 -- 1.2),-0.048 (-0.23 -- 0.064),-15 (11 -- -3)
New Hampshire,34 (3 -- 232),Likely decreasing,0.89 (0.52 -- 1.3),-0.031 (-0.14 -- 0.07),-22 (9.8 -- -4.8)
New Jersey,623 (134 -- 9008),Unsure,0.97 (0.7 -- 1.9),-0.0092 (-0.085 -- 0.21),-75 (3.2 -- -8.1)
New Mexico,628 (176 -- 3042),Unsure,1 (0.74 -- 1.5),-0.00027 (-0.075 -- 0.13),-2600 (5.3 -- -9.2)
New York,5080 (767 -- 117497),Unsure,1.3 (0.86 -- 2.9),0.072 (-0.039 -- 0.44),9.6 (1.6 -- -18)
North Carolina,3056 (545 -- 13320),Unsure,0.97 (0.6 -- 1.4),-0.009 (-0.12 -- 0.098),-77 (7 -- -5.9)
North Dakota,271 (17 -- 1599),Unsure,1 (0.52 -- 1.3),0.002 (-0.14 -- 0.088),350 (7.8 -- -4.9)
Ohio,2493 (464 -- 9704),Unsure,0.98 (0.65 -- 1.3),-0.0061 (-0.1 -- 0.084),-110 (8.3 -- -6.6)
Oklahoma,1876 (442 -- 6140),Unsure,1 (0.71 -- 1.3),0.0061 (-0.083 -- 0.085),110 (8.1 -- -8.4)
Oregon,1126 (282 -- 5591),Unsure,1 (0.77 -- 1.5),0.012 (-0.065 -- 0.14),58 (4.8 -- -11)
Pennsylvania,1371 (327 -- 3431),Unsure,0.96 (0.65 -- 1.1),-0.01 (-0.1 -- 0.04),-66 (17 -- -6.9)
Puerto Rico,602 (41 -- 4086),Unsure,0.84 (0.37 -- 1.3),-0.044 (-0.19 -- 0.078),-16 (8.9 -- -3.6)
