Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,837 (100 -- 3348),Likely decreasing,0.89 (0.53 -- 1.1),-0.031 (-0.14 -- 0.037),-23 (19 -- -4.9)
Alaska,759 (91 -- 124725),Unsure,1.2 (0.89 -- 3.9),0.065 (-0.031 -- 0.63),11 (1.1 -- -22)
Arizona,2515 (709 -- 14650),Likely decreasing,0.91 (0.72 -- 1.2),-0.026 (-0.081 -- 0.057),-26 (12 -- -8.5)
Arkansas,22480 (2722 -- 423829),Unsure,1.6 (0.96 -- 3.7),0.15 (-0.011 -- 0.58),4.6 (1.2 -- -65)
California,9452 (1677 -- 23687),Unsure,0.93 (0.56 -- 1.1),-0.02 (-0.13 -- 0.036),-35 (19 -- -5.3)
Colorado,737 (188 -- 4129),Unsure,1 (0.74 -- 1.4),0.0019 (-0.074 -- 0.1),360 (6.6 -- -9.4)
Connecticut,211 (5 -- 2530),Unsure,0.96 (0.34 -- 1.5),-0.01 (-0.21 -- 0.14),-69 (4.9 -- -3.3)
Delaware,323 (10 -- 4863),Unsure,1 (0.39 -- 1.7),0.0047 (-0.19 -- 0.18),150 (3.8 -- -3.7)
District of Columbia,72 (8 -- 479),Unsure,0.96 (0.63 -- 1.3),-0.012 (-0.11 -- 0.091),-59 (7.6 -- -6.5)
Florida,11634 (1968 -- 40119),Unsure,0.91 (0.55 -- 1.2),-0.025 (-0.14 -- 0.046),-28 (15 -- -5.1)
Georgia,6538 (1719 -- 32819),Unsure,0.97 (0.72 -- 1.5),-0.0083 (-0.082 -- 0.12),-84 (5.8 -- -8.4)
Guam,783 (25 -- 38679),Unsure,1.2 (0.39 -- 3.4),0.05 (-0.19 -- 0.54),14 (1.3 -- -3.7)
Hawaii,164 (2 -- 2098),Unsure,0.85 (0.28 -- 1.5),-0.043 (-0.23 -- 0.14),-16 (5 -- -3)
Idaho,251 (17 -- 1680),Unsure,0.83 (0.43 -- 1.2),-0.048 (-0.17 -- 0.047),-14 (15 -- -4)
Illinois,4291 (2166 -- 9825),Unsure,1 (0.91 -- 1.2),0.0068 (-0.025 -- 0.053),100 (13 -- -27)
Indiana,2224 (1083 -- 8102),Unsure,1 (0.92 -- 1.4),0.0078 (-0.023 -- 0.11),89 (6 -- -31)
Iowa,986 (205 -- 4149),Unsure,0.95 (0.68 -- 1.3),-0.013 (-0.092 -- 0.073),-53 (9.5 -- -7.5)
Kansas,1267 (34 -- 7034),Unsure,1 (0.34 -- 1.3),0.00049 (-0.21 -- 0.083),1400 (8.3 -- -3.4)
Kentucky,840 (161 -- 2695),Unsure,0.96 (0.65 -- 1.3),-0.011 (-0.1 -- 0.075),-66 (9.3 -- -6.8)
Louisiana,2083 (663 -- 6730),Unsure,0.94 (0.73 -- 1.3),-0.016 (-0.077 -- 0.092),-43 (7.5 -- -9)
Maine,22 (0 -- 221),Unsure,0.91 (0.34 -- 1.3),-0.024 (-0.2 -- 0.085),-29 (8.1 -- -3.4)
Maryland,1135 (513 -- 4624),Unsure,1 (0.87 -- 1.4),0.001 (-0.038 -- 0.1),670 (6.8 -- -18)
