region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,182037 (129724 -- 253980),182037,186567,37999,129724,160813,173602,191610,210403,253980,New confirmed cases by infection date,Unsure
Florida,30227 (16806 -- 55179),30227,32245,11986,16806,23901,27684,32850,38376,55179,New confirmed cases by infection date,Unsure
California,27818 (14213 -- 50924),27818,29378,11432,14213,21231,25063,30289,35623,50924,New confirmed cases by infection date,Unsure
Texas,22015 (10054 -- 43808),22015,23859,10936,10054,16374,19699,24334,29077,43808,New confirmed cases by infection date,Unsure
Louisiana,14099 (7267 -- 26751),14099,15190,6735,7267,10869,12899,15510,17995,26751,New confirmed cases by infection date,Likely increasing
Tennessee,13791 (7881 -- 23852),13791,14723,5280,7881,11070,12795,15119,17402,23852,New confirmed cases by infection date,Increasing
Georgia,12194 (6680 -- 22073),12194,12996,4798,6680,9626,11168,13399,15474,22073,New confirmed cases by infection date,Unsure
Alabama,9199 (4817 -- 14580),9199,9344,3023,4817,7326,8485,9864,11068,14580,New confirmed cases by infection date,Likely increasing
Arizona,9057 (4571 -- 19836),9057,10298,5555,4571,6875,8137,10107,12185,19836,New confirmed cases by infection date,Unsure
Oklahoma,8946 (4030 -- 30826),8946,12386,13459,4030,6314,7721,10275,13525,30826,New confirmed cases by infection date,Likely increasing
North Carolina,8234 (5829 -- 12078),8234,8524,1989,5829,7196,7804,8735,9587,12078,New confirmed cases by infection date,Likely increasing
Missouri,8096 (4746 -- 15186),8096,8850,3601,4746,6472,7480,8864,10361,15186,New confirmed cases by infection date,Likely increasing
Illinois,7346 (4028 -- 14470),7346,8107,3537,4028,5773,6703,8100,9625,14470,New confirmed cases by infection date,Unsure
Mississippi,6360 (3982 -- 10981),6360,6770,2302,3982,5251,5898,6918,7812,10981,New confirmed cases by infection date,Likely increasing
Maryland,5532 (3134 -- 10135),5532,5908,2241,3134,4390,5013,5991,6903,10135,New confirmed cases by infection date,Unsure
Virginia,5433 (2906 -- 10453),5433,5872,2426,2906,4205,4920,5939,6950,10453,New confirmed cases by infection date,Unsure
Nevada,5378 (2031 -- 12356),5378,6128,4518,2031,3691,4686,6100,7468,12356,New confirmed cases by infection date,Likely increasing
South Carolina,4928 (2240 -- 9814),4928,5339,2463,2240,3653,4377,5496,6562,9814,New confirmed cases by infection date,Unsure
Pennsylvania,4132 (2554 -- 6976),4132,4365,1471,2554,3394,3850,4425,4982,6976,New confirmed cases by infection date,Unsure
Indiana,3803 (2154 -- 6287),3803,3952,1281,2154,3113,3500,4085,4621,6287,New confirmed cases by infection date,Unsure
Arkansas,3762 (2067 -- 7252),3762,4100,1695,2067,2986,3452,4121,4816,7252,New confirmed cases by infection date,Likely increasing
Michigan,3598 (1313 -- 9945),3598,4358,3220,1313,2311,3047,4180,5378,9945,New confirmed cases by infection date,Unsure
Kentucky,3419 (1651 -- 6929),3419,3788,1825,1651,2622,3084,3759,4559,6929,New confirmed cases by infection date,Likely increasing
Idaho,3367 (607 -- 13073),3367,4745,5363,607,1833,2741,4209,5914,13073,New confirmed cases by infection date,Likely increasing
Ohio,3335 (1788 -- 5893),3335,3517,1298,1788,2609,3058,3622,4195,5893,New confirmed cases by infection date,Unsure
Wisconsin,3280 (1649 -- 6619),3280,3607,1613,1649,2496,2960,3673,4348,6619,New confirmed cases by infection date,Unsure
Washington,3250 (1618 -- 5308),3250,3335,1152,1618,2516,2952,3553,4000,5308,New confirmed cases by infection date,Unsure
Minnesota,3078 (1841 -- 5285),3078,3279,1158,1841,2507,2840,3329,3803,5285,New confirmed cases by infection date,Unsure
Colorado,2385 (1142 -- 4256),2385,2506,983,1142,1847,2168,2611,3013,4256,New confirmed cases by infection date,Unsure
New York,2309 (1492 -- 3465),2309,2364,603,1492,1956,2167,2451,2693,3465,New confirmed cases by infection date,Unsure
New Jersey,2247 (1204 -- 6337),2247,2752,1786,1204,1747,2004,2538,3093,6337,New confirmed cases by infection date,Unsure
Kansas,1860 (843 -- 4063),1860,2105,1132,843,1373,1667,2104,2535,4063,New confirmed cases by infection date,Unsure
Iowa,1848 (948 -- 3229),1848,1929,718,948,1421,1673,2023,2338,3229,New confirmed cases by infection date,Unsure
Puerto Rico,1663 (379 -- 5808),1663,2199,2053,379,942,1353,2026,2789,5808,New confirmed cases by infection date,Unsure
Utah,1589 (891 -- 2679),1589,1663,581,891,1262,1450,1730,1974,2679,New confirmed cases by infection date,Unsure
New Mexico,1508 (895 -- 2693),1508,1614,603,895,1220,1397,1632,1871,2693,New confirmed cases by infection date,Unsure
Nebraska,1483 (837 -- 2563),1483,1571,595,837,1161,1358,1616,1846,2563,New confirmed cases by infection date,Unsure
Massachusetts,1364 (837 -- 2363),1364,1451,487,837,1123,1267,1472,1689,2363,New confirmed cases by infection date,Unsure
Oregon,1147 (402 -- 3066),1147,1388,1006,402,745,978,1350,1751,3066,New confirmed cases by infection date,Unsure
Connecticut,907 (396 -- 2195),907,1062,672,396,645,796,1033,1278,2195,New confirmed cases by infection date,Unsure
Alaska,828 (362 -- 2093),828,985,781,362,611,739,940,1157,2093,New confirmed cases by infection date,Increasing
Rhode Island,750 (256 -- 2456),750,997,966,256,490,636,879,1176,2456,New confirmed cases by infection date,Unsure
West Virginia,682 (207 -- 1888),682,837,685,207,454,583,797,1031,1888,New confirmed cases by infection date,Unsure
North Dakota,627 (287 -- 1413),627,710,374,287,468,563,708,857,1413,New confirmed cases by infection date,Unsure
Delaware,584 (221 -- 1729),584,730,560,221,389,501,672,883,1729,New confirmed cases by infection date,Unsure
