Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,9199 (4817 -- 14580),Likely increasing,1.1 (0.88 -- 1.1),0.022 (-0.033 -- 0.04),32 (17 -- -21)
Alaska,828 (362 -- 2093),Increasing,1.2 (0.89 -- 1.6),0.054 (-0.03 -- 0.16),13 (4.3 -- -23)
Arizona,9057 (4571 -- 19836),Unsure,0.97 (0.74 -- 1.3),-0.0093 (-0.073 -- 0.083),-75 (8.4 -- -9.5)
Arkansas,3762 (2067 -- 7252),Likely increasing,1 (0.89 -- 1.2),0.012 (-0.03 -- 0.061),59 (11 -- -23)
California,27818 (14213 -- 50924),Unsure,0.91 (0.71 -- 1.1),-0.025 (-0.083 -- 0.019),-28 (36 -- -8.4)
Colorado,2385 (1142 -- 4256),Unsure,1 (0.77 -- 1.2),0.0084 (-0.065 -- 0.063),82 (11 -- -11)
Connecticut,907 (396 -- 2195),Unsure,1.2 (0.9 -- 1.5),0.042 (-0.027 -- 0.14),17 (5 -- -25)
Delaware,584 (221 -- 1729),Unsure,1.1 (0.74 -- 1.6),0.014 (-0.073 -- 0.14),51 (5 -- -9.5)
District of Columbia,377 (172 -- 771),Unsure,1.1 (0.78 -- 1.3),0.019 (-0.063 -- 0.089),37 (7.8 -- -11)
Florida,30227 (16806 -- 55179),Unsure,0.9 (0.71 -- 1.1),-0.027 (-0.082 -- 0.033),-26 (21 -- -8.4)
Georgia,12194 (6680 -- 22073),Unsure,0.95 (0.77 -- 1.2),-0.013 (-0.066 -- 0.043),-53 (16 -- -11)
Guam,18 (3 -- 283),Unsure,1.1 (0.67 -- 3),0.021 (-0.095 -- 0.46),32 (1.5 -- -7.3)
Hawaii,310 (112 -- 1215),Likely increasing,1.2 (0.9 -- 2),0.059 (-0.029 -- 0.26),12 (2.7 -- -24)
Idaho,3367 (607 -- 13073),Likely increasing,1.1 (0.62 -- 1.4),0.022 (-0.11 -- 0.12),31 (6 -- -6.1)
Illinois,7346 (4028 -- 14470),Unsure,1.1 (0.89 -- 1.5),0.033 (-0.03 -- 0.12),21 (5.8 -- -23)
Indiana,3803 (2154 -- 6287),Unsure,1.1 (0.87 -- 1.2),0.022 (-0.035 -- 0.062),32 (11 -- -20)
Iowa,1848 (948 -- 3229),Unsure,0.99 (0.78 -- 1.1),-0.0031 (-0.063 -- 0.035),-220 (20 -- -11)
Kansas,1860 (843 -- 4063),Unsure,0.99 (0.73 -- 1.3),-0.004 (-0.078 -- 0.079),-170 (8.8 -- -8.9)
Kentucky,3419 (1651 -- 6929),Likely increasing,1.1 (0.9 -- 1.3),0.033 (-0.029 -- 0.085),21 (8.1 -- -24)
