Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,775 (82 -- 3189),Likely decreasing,0.94 (0.52 -- 1.2),-0.016 (-0.14 -- 0.063),-43 (11 -- -4.9)
Alaska,52 (0 -- 917),Likely decreasing,0.85 (0.13 -- 1.4),-0.043 (-0.29 -- 0.1),-16 (6.7 -- -2.4)
Arizona,1798 (451 -- 9317),Stable,1 (0.7 -- 1.4),0.0032 (-0.087 -- 0.11),220 (6.2 -- -8)
Arkansas,121 (4 -- 638),Likely decreasing,0.83 (0.26 -- 1.2),-0.048 (-0.23 -- 0.058),-14 (12 -- -3)
California,4217 (1695 -- 14366),Likely decreasing,0.94 (0.76 -- 1.2),-0.015 (-0.068 -- 0.067),-45 (10 -- -10)
Colorado,1978 (650 -- 7851),Likely increasing,1.1 (0.82 -- 1.5),0.014 (-0.05 -- 0.14),48 (5 -- -14)
Connecticut,414 (85 -- 1472),Likely decreasing,0.94 (0.65 -- 1.3),-0.015 (-0.1 -- 0.072),-45 (9.6 -- -6.7)
Delaware,54 (1 -- 284),Likely decreasing,0.85 (0.34 -- 1.2),-0.043 (-0.21 -- 0.042),-16 (17 -- -3.4)
District of Columbia,118 (10 -- 559),Likely decreasing,0.95 (0.48 -- 1.3),-0.013 (-0.16 -- 0.068),-52 (10 -- -4.5)
Florida,3577 (715 -- 9329),Likely decreasing,0.89 (0.55 -- 1.1),-0.03 (-0.13 -- 0.02),-23 (34 -- -5.2)
Georgia,3166 (1367 -- 15117),Likely decreasing,0.98 (0.83 -- 1.4),-0.0067 (-0.048 -- 0.11),-100 (6.4 -- -14)
Guam,2 (0 -- 130),Likely decreasing,0.77 (0.03 -- 1.7),-0.066 (-0.35 -- 0.17),-10 (4 -- -2)
Hawaii,97 (11 -- 690),Stable,0.99 (0.6 -- 1.5),-0.0031 (-0.12 -- 0.12),-220 (5.8 -- -6)
Idaho,158 (14 -- 885),Likely decreasing,0.93 (0.53 -- 1.3),-0.019 (-0.14 -- 0.07),-36 (9.9 -- -5)
Illinois,3566 (1299 -- 9449),Likely decreasing,0.97 (0.74 -- 1.3),-0.0076 (-0.076 -- 0.069),-92 (10 -- -9.1)
Indiana,1367 (589 -- 4333),Stable,1 (0.83 -- 1.3),0.0016 (-0.049 -- 0.074),430 (9.3 -- -14)
Iowa,432 (76 -- 2664),Likely decreasing,0.94 (0.65 -- 1.3),-0.016 (-0.1 -- 0.092),-43 (7.5 -- -6.7)
Kansas,372 (27 -- 3136),Likely decreasing,0.96 (0.5 -- 1.5),-0.011 (-0.15 -- 0.12),-61 (5.6 -- -4.6)
Kentucky,2806 (285 -- 107916),Stable,1.1 (0.46 -- 2.7),0.016 (-0.16 -- 0.39),42 (1.8 -- -4.2)
Louisiana,981 (223 -- 5778),Stable,1 (0.7 -- 1.4),-0.00021 (-0.088 -- 0.12),-3400 (6 -- -7.9)
Maine,214 (11 -- 1231),Stable,0.98 (0.49 -- 1.3),-0.0064 (-0.16 -- 0.083),-110 (8.4 -- -4.5)
Maryland,686380 (37439 -- 16900800),Increasing,2.7 (1.2 -- 5.9),0.4 (0.06 -- 0.99),1.7 (0.7 -- 12)
Massachusetts,1316 (243 -- 6298),Stable,0.96 (0.61 -- 1.4),-0.0099 (-0.12 -- 0.1),-70 (6.8 -- -5.9)
Michigan,2230 (546 -- 7046),Likely decreasing,0.8 (0.49 -- 1.1),-0.058 (-0.15 -- 0.023),-12 (30 -- -4.5)
Minnesota,973 (208 -- 3980),Likely decreasing,0.97 (0.66 -- 1.3),-0.0087 (-0.1 -- 0.08),-79 (8.7 -- -6.9)
Mississippi,410 (100 -- 2173),Likely decreasing,0.96 (0.7 -- 1.3),-0.01 (-0.085 -- 0.084),-69 (8.2 -- -8.1)
Missouri,1846 (432 -- 5901),Stable,1 (0.71 -- 1.3),0.0029 (-0.086 -- 0.078),240 (8.9 -- -8.1)
Montana,136 (13 -- 3041),Likely decreasing,0.92 (0.53 -- 1.9),-0.024 (-0.14 -- 0.21),-29 (3.2 -- -5)
Nebraska,300 (28 -- 3009),Likely decreasing,0.96 (0.57 -- 1.5),-0.012 (-0.13 -- 0.13),-58 (5.1 -- -5.4)
Nevada,495 (150 -- 2050),Likely decreasing,0.95 (0.74 -- 1.3),-0.013 (-0.075 -- 0.075),-53 (9.2 -- -9.2)
New Hampshire,185 (9 -- 859),Likely decreasing,0.93 (0.45 -- 1.2),-0.018 (-0.17 -- 0.059),-38 (12 -- -4.2)
New Jersey,1265 (436 -- 3786),Likely decreasing,0.9 (0.68 -- 1.2),-0.029 (-0.095 -- 0.055),-24 (13 -- -7.3)
New Mexico,2835 (482 -- 43907),Likely increasing,1.2 (0.79 -- 2),0.043 (-0.062 -- 0.25),16 (2.7 -- -11)
New York,1665 (493 -- 4746),Likely decreasing,0.86 (0.63 -- 1.1),-0.041 (-0.11 -- 0.015),-17 (45 -- -6.3)
North Carolina,1812 (486 -- 9399),Likely decreasing,0.98 (0.72 -- 1.4),-0.0065 (-0.082 -- 0.1),-110 (6.9 -- -8.5)
North Dakota,98 (8 -- 1047),Stable,0.97 (0.58 -- 1.7),-0.007 (-0.13 -- 0.17),-99 (4 -- -5.5)
Ohio,6974080 (186757 -- 53802400),Increasing,5.5 (1.5 -- 9.4),0.91 (0.13 -- 1.6),0.76 (0.43 -- 5.3)
Oklahoma,17442 (457 -- 2360540),Likely increasing,1.5 (0.66 -- 4.5),0.14 (-0.098 -- 0.74),5 (0.94 -- -7.1)
Oregon,1479 (285 -- 6623),Likely increasing,1 (0.65 -- 1.4),0.013 (-0.1 -- 0.1),54 (6.8 -- -6.7)
