region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Ohio,6974080 (186757 -- 53802400),6974080,14913200,20935600,186757,2068600,4607760,10484200,19804800,53802400,New confirmed cases by infection date,Increasing,0.02
Maryland,686380 (37439 -- 16900800),686380,3651900,10698400,37439,206237,446193,1077200,2448160,16900800,New confirmed cases by infection date,Increasing,0.022
US,68073 (44448 -- 129878),68073,75051,30386,44448,56862,63806,73105,83754,129878,New confirmed cases by infection date,Likely decreasing,0.65
Oklahoma,17442 (457 -- 2360540),17442,847406,6671780,457,3359,9432,36161,123026,2360540,New confirmed cases by infection date,Likely increasing,0.21
Pennsylvania,4956 (1196 -- 14160),4956,5976,4992,1196,3049,4218,5772,7459,14160,New confirmed cases by infection date,Likely decreasing,0.62
California,4217 (1695 -- 14366),4217,6258,10264,1695,2970,3701,4879,6370,14366,New confirmed cases by infection date,Likely decreasing,0.71
Texas,4216 (2008 -- 10762),4216,5133,4001,2008,3065,3726,4744,5919,10762,New confirmed cases by infection date,Likely decreasing,0.63
Florida,3577 (715 -- 9329),3577,4177,3213,715,2035,2906,4285,5465,9329,New confirmed cases by infection date,Likely decreasing,0.85
Illinois,3566 (1299 -- 9449),3566,4506,5602,1299,2442,3122,4085,5161,9449,New confirmed cases by infection date,Likely decreasing,0.6
Georgia,3166 (1367 -- 15117),3166,5603,13431,1367,2222,2739,3793,4964,15117,New confirmed cases by infection date,Likely decreasing,0.6
New Mexico,2835 (482 -- 43907),2835,19058,306676,482,1302,2063,3838,7203,43907,New confirmed cases by infection date,Likely increasing,0.2
Kentucky,2806 (285 -- 107916),2806,36923,237462,285,1224,1966,4069,8119,107916,New confirmed cases by infection date,Stable,0.42
Michigan,2230 (546 -- 7046),2230,2883,2971,546,1356,1856,2626,3430,7046,New confirmed cases by infection date,Likely decreasing,0.9
Colorado,1978 (650 -- 7851),1978,3399,14445,650,1373,1741,2307,2906,7851,New confirmed cases by infection date,Likely increasing,0.27
Missouri,1846 (432 -- 5901),1846,2677,6716,432,1189,1581,2125,2765,5901,New confirmed cases by infection date,Stable,0.43
North Carolina,1812 (486 -- 9399),1812,3630,12750,486,1159,1513,2226,3162,9399,New confirmed cases by infection date,Likely decreasing,0.6
Arizona,1798 (451 -- 9317),1798,3535,23173,451,1111,1495,2227,3277,9317,New confirmed cases by infection date,Stable,0.46
New York,1665 (493 -- 4746),1665,2085,2155,493,1091,1417,1954,2588,4746,New confirmed cases by infection date,Likely decreasing,0.91
Tennessee,1637 (518 -- 7732),1637,2937,6530,518,1070,1371,2021,2875,7732,New confirmed cases by infection date,Stable,0.51
Wisconsin,1592 (320 -- 8474),1592,4343,37845,320,1001,1350,1899,2588,8474,New confirmed cases by infection date,Stable,0.45
Oregon,1479 (285 -- 6623),1479,2864,14818,285,869,1203,1796,2500,6623,New confirmed cases by infection date,Likely increasing,0.35
Washington,1381 (533 -- 3230),1381,1585,1044,533,997,1230,1563,1902,3230,New confirmed cases by infection date,Stable,0.41
Indiana,1367 (589 -- 4333),1367,1911,3157,589,1002,1210,1567,2027,4333,New confirmed cases by infection date,Stable,0.45
Massachusetts,1316 (243 -- 6298),1316,2422,9326,243,701,1041,1618,2380,6298,New confirmed cases by infection date,Stable,0.59
New Jersey,1265 (436 -- 3786),1265,1636,1860,436,861,1093,1474,1857,3786,New confirmed cases by infection date,Likely decreasing,0.82
South Carolina,1226 (333 -- 6050),1226,2175,4643,333,784,1038,1470,2059,6050,New confirmed cases by infection date,Likely decreasing,0.66
Louisiana,981 (223 -- 5778),981,2032,6090,223,559,789,1221,1758,5778,New confirmed cases by infection date,Stable,0.5
Minnesota,973 (208 -- 3980),973,1549,3429,208,557,788,1173,1590,3980,New confirmed cases by infection date,Likely decreasing,0.62
Virginia,815 (63 -- 2154),815,927,794,63,400,658,983,1279,2154,New confirmed cases by infection date,Likely decreasing,0.83
Alabama,775 (82 -- 3189),775,1520,9270,82,433,634,942,1318,3189,New confirmed cases by infection date,Likely decreasing,0.73
Nevada,495 (150 -- 2050),495,833,2089,150,320,425,580,758,2050,New confirmed cases by infection date,Likely decreasing,0.7
Iowa,432 (76 -- 2664),432,1199,10736,76,252,363,547,807,2664,New confirmed cases by infection date,Likely decreasing,0.71
Connecticut,414 (85 -- 1472),414,653,1883,85,247,347,497,653,1472,New confirmed cases by infection date,Likely decreasing,0.74
Mississippi,410 (100 -- 2173),410,1122,11782,100,266,345,486,691,2173,New confirmed cases by infection date,Likely decreasing,0.65
Kansas,372 (27 -- 3136),372,1293,7598,27,180,283,478,747,3136,New confirmed cases by infection date,Likely decreasing,0.61
Utah,362 (6 -- 3723),362,1520,14478,6,107,250,503,870,3723,New confirmed cases by infection date,Likely decreasing,0.64
Nebraska,300 (28 -- 3009),300,1418,11450,28,138,226,390,649,3009,New confirmed cases by infection date,Likely decreasing,0.64
West Virginia,284 (18 -- 1606),284,510,1017,18,124,222,351,517,1606,New confirmed cases by infection date,Likely decreasing,0.8
Maine,214 (11 -- 1231),214,453,2013,11,94,159,281,418,1231,New confirmed cases by infection date,Stable,0.57
South Dakota,193 (6 -- 1457),193,489,1623,6,83,144,252,391,1457,New confirmed cases by infection date,Stable,0.58
New Hampshire,185 (9 -- 859),185,318,916,9,81,139,237,344,859,New confirmed cases by infection date,Likely decreasing,0.72
Puerto Rico,178 (12 -- 1466),178,444,1378,12,72,128,243,394,1466,New confirmed cases by infection date,Likely decreasing,0.83
Idaho,158 (14 -- 885),158,317,941,14,80,123,198,289,885,New confirmed cases by infection date,Likely decreasing,0.74
Montana,136 (13 -- 3041),136,1446,13969,13,61,100,187,357,3041,New confirmed cases by infection date,Likely decreasing,0.68
Arkansas,121 (4 -- 638),121,221,519,4,44,87,173,257,638,New confirmed cases by infection date,Likely decreasing,0.8
District of Columbia,118 (10 -- 559),118,197,363,10,62,96,145,214,559,New confirmed cases by infection date,Likely decreasing,0.7
North Dakota,98 (8 -- 1047),98,1016,17367,8,41,74,128,207,1047,New confirmed cases by infection date,Stable,0.57
Hawaii,97 (11 -- 690),97,263,1190,11,48,75,125,206,690,New confirmed cases by infection date,Stable,0.55
Wyoming,79 (6 -- 2358),79,2397,31892,6,34,57,114,230,2358,New confirmed cases by infection date,Stable,0.44
Delaware,54 (1 -- 284),54,96,212,1,16,36,72,109,284,New confirmed cases by infection date,Likely decreasing,0.86
Alaska,52 (0 -- 917),52,385,4949,0,5,25,95,206,917,New confirmed cases by infection date,Likely decreasing,0.69
Rhode Island,18 (0 -- 219),18,87,605,0,2,9,33,66,219,New confirmed cases by infection date,Likely decreasing,0.87
Vermont,7 (0 -- 101),7,35,169,0,1,4,12,24,101,New confirmed cases by infection date,Likely decreasing,0.86
Ohio,5.5 (1.5 -- 9.4),5.5,5.5,2.4,1.5,3.6,4.7,6.2,7.4,9.4,Effective reproduction no.,Increasing,0.02
Maryland,2.7 (1.2 -- 5.9),2.7,3,1.4,1.2,2,2.4,3,3.7,5.9,Effective reproduction no.,Increasing,0.022
