Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,3796 (2448 -- 6401),Unsure,1 (0.89 -- 1.1),-0.0013 (-0.03 -- 0.026),-540 (27 -- -23)
Alaska,902 (521 -- 1732),Unsure,1.2 (0.98 -- 1.4),0.045 (-0.0049 -- 0.11),15 (6.2 -- -140)
Arizona,1830 (838 -- 3926),Unsure,0.95 (0.73 -- 1.2),-0.014 (-0.078 -- 0.064),-51 (11 -- -8.9)
Arkansas,2512 (1219 -- 4517),Unsure,0.94 (0.71 -- 1.1),-0.017 (-0.085 -- 0.022),-42 (32 -- -8.2)
California,12113 (7590 -- 20263),Likely decreasing,0.99 (0.87 -- 1.2),-0.004 (-0.036 -- 0.04),-180 (17 -- -19)
Colorado,2388 (1162 -- 4279),Unsure,0.97 (0.73 -- 1.2),-0.0073 (-0.078 -- 0.046),-94 (15 -- -8.8)
Connecticut,1506 (798 -- 4088),Likely increasing,1.1 (0.93 -- 1.4),0.019 (-0.019 -- 0.099),36 (7 -- -37)
Delaware,581 (306 -- 1328),Unsure,1 (0.87 -- 1.3),0.0086 (-0.037 -- 0.079),80 (8.7 -- -19)
District of Columbia,143 (96 -- 239),Likely decreasing,0.97 (0.9 -- 1),-0.009 (-0.027 -- 0.011),-77 (65 -- -25)
Florida,7428 (4814 -- 11263),Likely decreasing,0.96 (0.85 -- 1.1),-0.011 (-0.043 -- 0.017),-66 (40 -- -16)
Georgia,3423 (2443 -- 4957),Decreasing,0.93 (0.86 -- 0.99),-0.019 (-0.038 -- -0.0032),-36 (-220 -- -18)
Guam,316 (55 -- 2525),Unsure,1.2 (0.6 -- 2.4),0.052 (-0.12 -- 0.34),13 (2 -- -5.9)
Hawaii,272 (101 -- 597),Unsure,0.9 (0.54 -- 1.2),-0.029 (-0.14 -- 0.052),-24 (13 -- -5.1)
Idaho,2382 (1202 -- 4306),Unsure,1 (0.81 -- 1.2),0.013 (-0.053 -- 0.066),52 (10 -- -13)
Illinois,8605 (5887 -- 13173),Unsure,1 (0.95 -- 1.1),0.0043 (-0.014 -- 0.029),160 (24 -- -48)
Indiana,5186 (3370 -- 9297),Unsure,1.1 (0.99 -- 1.2),0.017 (-0.0036 -- 0.066),40 (10 -- -190)
Iowa,2439 (687 -- 5808),Unsure,0.84 (0.45 -- 1.1),-0.045 (-0.17 -- 0.039),-16 (18 -- -4.1)
Kansas,2689 (1206 -- 4968),Unsure,1 (0.81 -- 1.1),0.0032 (-0.053 -- 0.031),220 (22 -- -13)
Kentucky,3985 (2564 -- 7459),Likely increasing,1 (0.97 -- 1.2),0.012 (-0.0082 -- 0.062),59 (11 -- -85)
