Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,5863 (2820 -- 10737),Unsure,0.94 (0.74 -- 1.1),-0.016 (-0.073 -- 0.024),-43 (29 -- -9.5)
Alaska,592 (176 -- 1391),Likely increasing,1 (0.61 -- 1.3),0.0092 (-0.11 -- 0.089),75 (7.8 -- -6.1)
Arizona,6359 (3016 -- 13883),Unsure,0.9 (0.66 -- 1.2),-0.027 (-0.1 -- 0.05),-25 (14 -- -6.9)
Arkansas,3602 (2140 -- 6250),Likely increasing,1 (0.87 -- 1.1),0.0033 (-0.037 -- 0.04),210 (17 -- -19)
California,22136 (11632 -- 39497),Unsure,0.88 (0.7 -- 1),-0.035 (-0.086 -- 0.0042),-20 (160 -- -8.1)
Colorado,1395 (636 -- 2738),Unsure,0.84 (0.6 -- 1),-0.044 (-0.12 -- 0.012),-16 (56 -- -5.9)
Connecticut,1154 (500 -- 2988),Unsure,1.1 (0.85 -- 1.5),0.036 (-0.042 -- 0.12),19 (5.8 -- -16)
Delaware,280 (88 -- 738),Unsure,0.87 (0.51 -- 1.2),-0.036 (-0.15 -- 0.063),-19 (11 -- -4.7)
District of Columbia,206 (83 -- 475),Unsure,0.88 (0.61 -- 1.2),-0.034 (-0.12 -- 0.042),-20 (17 -- -6)
Florida,18519 (9722 -- 34947),Unsure,0.79 (0.59 -- 0.98),-0.061 (-0.12 -- -0.0063),-11 (-110 -- -5.7)
Georgia,11337 (6263 -- 19882),Unsure,0.94 (0.76 -- 1.1),-0.017 (-0.07 -- 0.035),-41 (20 -- -9.9)
Guam,69 (10 -- 1524),Unsure,1.4 (0.79 -- 3.7),0.11 (-0.058 -- 0.61),6 (1.1 -- -12)
Hawaii,1792 (569 -- 8315),Increasing,1.7 (1.2 -- 2.8),0.17 (0.051 -- 0.41),4 (1.7 -- 14)
Idaho,2732 (507 -- 11143),Unsure,1 (0.61 -- 1.4),0.0045 (-0.11 -- 0.12),160 (6 -- -6)
Illinois,7158 (3903 -- 13295),Unsure,1.1 (0.83 -- 1.3),0.015 (-0.047 -- 0.08),47 (8.6 -- -15)
Indiana,2716 (1471 -- 4923),Unsure,0.95 (0.74 -- 1.1),-0.015 (-0.075 -- 0.032),-46 (22 -- -9.2)
Iowa,1302 (656 -- 2472),Unsure,0.92 (0.71 -- 1.1),-0.023 (-0.084 -- 0.026),-31 (27 -- -8.3)
Kansas,1180 (579 -- 2553),Unsure,0.89 (0.68 -- 1.1),-0.03 (-0.094 -- 0.039),-23 (18 -- -7.4)
Kentucky,2917 (1099 -- 6063),Likely increasing,1.1 (0.74 -- 1.2),0.017 (-0.076 -- 0.063),41 (11 -- -9.2)
Louisiana,7040 (3149 -- 14414),Unsure,0.91 (0.69 -- 1.1),-0.026 (-0.091 -- 0.033),-26 (21 -- -7.6)
Maine,71 (45 -- 128),Likely decreasing,0.96 (0.89 -- 1.1),-0.011 (-0.031 -- 0.032),-64 (22 -- -22)
Maryland,4298 (2369 -- 8257),Unsure,1 (0.81 -- 1.3),0.0041 (-0.054 -- 0.068),170 (10 -- -13)
Massachusetts,1265 (766 -- 2038),Unsure,1 (0.89 -- 1.2),0.011 (-0.032 -- 0.054),64 (13 -- -22)
Michigan,2957 (1096 -- 8196),Unsure,0.99 (0.67 -- 1.4),-0.0041 (-0.096 -- 0.12),-170 (6 -- -7.2)
Minnesota,2723 (1626 -- 4736),Unsure,0.98 (0.81 -- 1.2),-0.0043 (-0.055 -- 0.053),-160 (13 -- -13)
Mississippi,5741 (2531 -- 10384),Likely increasing,1 (0.78 -- 1.1),0.01 (-0.063 -- 0.038),69 (18 -- -11)
Missouri,8285 (3629 -- 15329),Likely increasing,1.1 (0.83 -- 1.3),0.031 (-0.047 -- 0.069),22 (10 -- -15)
Montana,428 (176 -- 1045),Unsure,0.95 (0.69 -- 1.2),-0.014 (-0.088 -- 0.058),-49 (12 -- -7.8)
Nebraska,1647 (867 -- 3189),Unsure,1.1 (0.9 -- 1.3),0.023 (-0.028 -- 0.073),30 (9.5 -- -25)
Nevada,4513 (1916 -- 10617),Unsure,0.99 (0.75 -- 1.3),-0.004 (-0.072 -- 0.069),-170 (10 -- -9.6)
New Hampshire,130 (60 -- 263),Unsure,1 (0.79 -- 1.3),0.0095 (-0.06 -- 0.071),73 (9.8 -- -12)
New Jersey,1934 (1036 -- 3788),Unsure,1.1 (0.85 -- 1.3),0.017 (-0.044 -- 0.073),41 (9.5 -- -16)
New Mexico,552 (203 -- 1156),Unsure,0.81 (0.52 -- 1),-0.053 (-0.15 -- 0.0069),-13 (100 -- -4.8)
New York,2235 (1507 -- 3419),Unsure,0.94 (0.83 -- 1.1),-0.016 (-0.047 -- 0.018),-45 (40 -- -15)
North Carolina,6391 (4120 -- 9780),Unsure,0.94 (0.82 -- 1),-0.017 (-0.052 -- 0.0098),-41 (71 -- -13)
North Dakota,443 (195 -- 982),Unsure,0.93 (0.68 -- 1.2),-0.02 (-0.091 -- 0.055),-34 (13 -- -7.6)
Northern Mariana Islands,4 (0 -- 37),Unsure,1.2 (0.75 -- 2),0.045 (-0.07 -- 0.25),15 (2.8 -- -9.9)
Ohio,2674 (1437 -- 4644),Unsure,0.83 (0.62 -- 1),-0.048 (-0.11 -- 0.011),-14 (64 -- -6.2)
Oklahoma,3421 (1187 -- 8206),Unsure,0.93 (0.59 -- 1.2),-0.019 (-0.12 -- 0.064),-37 (11 -- -5.7)
Oregon,966 (396 -- 2381),Unsure,0.92 (0.62 -- 1.3),-0.021 (-0.11 -- 0.085),-33 (8.2 -- -6.3)
Pennsylvania,3368 (1953 -- 6035),Unsure,0.94 (0.76 -- 1.1),-0.018 (-0.068 -- 0.028),-39 (25 -- -10)
Puerto Rico,1266 (311 -- 4836),Unsure,1 (0.62 -- 1.5),0.0095 (-0.11 -- 0.14),73 (5.1 -- -6.2)
Rhode Island,1023 (342 -- 3338),Unsure,1.2 (0.85 -- 1.7),0.055 (-0.042 -- 0.17),13 (4 -- -17)
South Carolina,4620 (2151 -- 9456),Unsure,0.91 (0.71 -- 1.1),-0.025 (-0.085 -- 0.034),-28 (20 -- -8.1)
South Dakota,358 (233 -- 610),Unsure,1.1 (0.99 -- 1.2),0.021 (-0.004 -- 0.062),34 (11 -- -170)
Tennessee,7167 (3154 -- 14922),Unsure,0.94 (0.71 -- 1.1),-0.016 (-0.083 -- 0.034),-43 (20 -- -8.4)
Texas,24562 (13089 -- 49186),Unsure,0.93 (0.74 -- 1.2),-0.018 (-0.073 -- 0.054),-38 (13 -- -9.4)
US,147149 (100146 -- 215889),Unsure,0.85 (0.71 -- 0.96),-0.042 (-0.083 -- -0.011),-16 (-66 -- -8.4)
Utah,1348 (815 -- 2254),Unsure,0.89 (0.74 -- 1),-0.032 (-0.073 -- 0.0066),-22 (100 -- -9.5)
Vermont,12 (1 -- 41),Unsure,0.85 (0.39 -- 1.2),-0.041 (-0.19 -- 0.041),-17 (17 -- -3.7)
Virgin Islands,33 (3 -- 320),Unsure,0.86 (0.34 -- 1.9),-0.038 (-0.21 -- 0.22),-18 (3.1 -- -3.3)
Virginia,3852 (1983 -- 7403),Unsure,0.97 (0.75 -- 1.2),-0.0092 (-0.071 -- 0.064),-75 (11 -- -9.8)
Washington,3372 (1871 -- 5683),Unsure,1 (0.84 -- 1.1),-0.00016 (-0.045 -- 0.029),-4400 (24 -- -15)
West Virginia,698 (248 -- 2035),Unsure,1 (0.72 -- 1.5),0.0069 (-0.08 -- 0.13),100 (5.4 -- -8.6)
Wisconsin,2828 (1375 -- 5980),Unsure,0.9 (0.66 -- 1.2),-0.027 (-0.1 -- 0.052),-26 (13 -- -7)
Wyoming,176 (63 -- 418),Unsure,0.94 (0.6 -- 1.3),-0.017 (-0.12 -- 0.067),-41 (10 -- -5.8)
