region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,147149 (100146 -- 215889),147149,150699,35765,100146,126153,138394,155571,169686,215889,New confirmed cases by infection date,Unsure
Texas,24562 (13089 -- 49186),24562,27284,13599,13089,18862,22495,27253,32147,49186,New confirmed cases by infection date,Unsure
California,22136 (11632 -- 39497),22136,23406,8525,11632,17374,20219,24260,27738,39497,New confirmed cases by infection date,Unsure
Florida,18519 (9722 -- 34947),18519,20064,8682,9722,14323,16895,20298,23942,34947,New confirmed cases by infection date,Unsure
Georgia,11337 (6263 -- 19882),11337,12053,4508,6263,8981,10329,12341,14387,19882,New confirmed cases by infection date,Unsure
Missouri,8285 (3629 -- 15329),8285,8723,3614,3629,6204,7455,9086,10628,15329,New confirmed cases by infection date,Likely increasing
Tennessee,7167 (3154 -- 14922),7167,7829,3678,3154,5162,6310,8059,9771,14922,New confirmed cases by infection date,Unsure
Illinois,7158 (3903 -- 13295),7158,7710,3055,3903,5672,6526,7836,9153,13295,New confirmed cases by infection date,Unsure
Louisiana,7040 (3149 -- 14414),7040,7784,3932,3149,5133,6247,8000,9707,14414,New confirmed cases by infection date,Unsure
North Carolina,6391 (4120 -- 9780),6391,6595,1807,4120,5353,5979,6754,7524,9780,New confirmed cases by infection date,Unsure
Arizona,6359 (3016 -- 13883),6359,7102,3515,3016,4774,5722,7149,8605,13883,New confirmed cases by infection date,Unsure
Alabama,5863 (2820 -- 10737),5863,6234,2541,2820,4343,5272,6466,7685,10737,New confirmed cases by infection date,Unsure
Mississippi,5741 (2531 -- 10384),5741,5964,2476,2531,4257,5130,6226,7246,10384,New confirmed cases by infection date,Likely increasing
South Carolina,4620 (2151 -- 9456),4620,5066,2850,2151,3482,4166,5072,6028,9456,New confirmed cases by infection date,Unsure
Nevada,4513 (1916 -- 10617),4513,5153,2885,1916,3263,4014,5107,6260,10617,New confirmed cases by infection date,Unsure
Maryland,4298 (2369 -- 8257),4298,4653,1888,2369,3354,3875,4754,5538,8257,New confirmed cases by infection date,Unsure
Virginia,3852 (1983 -- 7403),3852,4159,1750,1983,2970,3490,4206,4948,7403,New confirmed cases by infection date,Unsure
Arkansas,3602 (2140 -- 6250),3602,3816,1383,2140,2888,3309,3864,4444,6250,New confirmed cases by infection date,Likely increasing
Oklahoma,3421 (1187 -- 8206),3421,3962,2353,1187,2355,3012,4001,5086,8206,New confirmed cases by infection date,Unsure
Washington,3372 (1871 -- 5683),3372,3533,1217,1871,2657,3093,3684,4242,5683,New confirmed cases by infection date,Unsure
Pennsylvania,3368 (1953 -- 6035),3368,3571,1277,1953,2665,3075,3667,4202,6035,New confirmed cases by infection date,Unsure
Michigan,2957 (1096 -- 8196),2957,3599,2456,1096,2030,2607,3430,4373,8196,New confirmed cases by infection date,Unsure
Kentucky,2917 (1099 -- 6063),2917,3160,1604,1099,2151,2635,3239,3851,6063,New confirmed cases by infection date,Likely increasing
Wisconsin,2828 (1375 -- 5980),2828,3140,1545,1375,2112,2539,3145,3781,5980,New confirmed cases by infection date,Unsure
Idaho,2732 (507 -- 11143),2732,4023,4613,507,1410,2190,3487,4997,11143,New confirmed cases by infection date,Unsure
Minnesota,2723 (1626 -- 4736),2723,2884,1000,1626,2196,2506,2958,3387,4736,New confirmed cases by infection date,Unsure
Indiana,2716 (1471 -- 4923),2716,2883,1069,1471,2120,2473,2980,3456,4923,New confirmed cases by infection date,Unsure
Ohio,2674 (1437 -- 4644),2674,2809,1005,1437,2103,2445,2914,3379,4644,New confirmed cases by infection date,Unsure
New York,2235 (1507 -- 3419),2235,2315,632,1507,1879,2097,2378,2630,3419,New confirmed cases by infection date,Unsure
New Jersey,1934 (1036 -- 3788),1934,2120,907,1036,1511,1766,2129,2543,3788,New confirmed cases by infection date,Unsure
Hawaii,1792 (569 -- 8315),1792,2828,3365,569,1033,1487,2245,3262,8315,New confirmed cases by infection date,Increasing
Nebraska,1647 (867 -- 3189),1647,1787,780,867,1264,1483,1791,2121,3189,New confirmed cases by infection date,Unsure
Colorado,1395 (636 -- 2738),1395,1504,684,636,1032,1244,1547,1836,2738,New confirmed cases by infection date,Unsure
Utah,1348 (815 -- 2254),1348,1413,490,815,1093,1252,1449,1629,2254,New confirmed cases by infection date,Unsure
Iowa,1302 (656 -- 2472),1302,1403,592,656,998,1171,1428,1690,2472,New confirmed cases by infection date,Unsure
Puerto Rico,1266 (311 -- 4836),1266,1830,2766,311,759,1038,1555,2220,4836,New confirmed cases by infection date,Unsure
Massachusetts,1265 (766 -- 2038),1265,1319,407,766,1041,1179,1356,1533,2038,New confirmed cases by infection date,Unsure
