Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,36526 (4992 -- 494355),Increasing,2.2 (1.1 -- 5.9),0.3 (0.037 -- 0.99),2.3 (0.7 -- 19)
Alaska,221 (79 -- 524),Likely decreasing,0.9 (0.67 -- 1.1),-0.029 (-0.096 -- 0.026),-24 (27 -- -7.2)
Arizona,1779 (689 -- 3806),Likely decreasing,0.89 (0.58 -- 1.2),-0.031 (-0.12 -- 0.051),-23 (14 -- -5.6)
Arkansas,798 (357 -- 1743),Stable,0.99 (0.75 -- 1.3),-0.004 (-0.072 -- 0.07),-170 (9.9 -- -9.7)
California,5268 (2951 -- 9788),Likely decreasing,0.95 (0.78 -- 1.1),-0.014 (-0.063 -- 0.04),-49 (17 -- -11)
Colorado,3718 (2147 -- 6717),Likely decreasing,0.9 (0.74 -- 1.1),-0.029 (-0.075 -- 0.018),-24 (38 -- -9.3)
Connecticut,736 (326 -- 1622),Likely decreasing,0.82 (0.58 -- 1.1),-0.051 (-0.12 -- 0.027),-14 (26 -- -5.6)
Delaware,280 (161 -- 511),Decreasing,0.81 (0.67 -- 1),-0.054 (-0.096 -- 9e-04),-13 (770 -- -7.2)
District of Columbia,170 (92 -- 333),Likely decreasing,0.91 (0.78 -- 1.1),-0.025 (-0.063 -- 0.025),-28 (28 -- -11)
Florida,8130 (5332 -- 12658),Likely decreasing,0.88 (0.76 -- 1),-0.034 (-0.067 -- 0.0066),-21 (100 -- -10)
Georgia,2116 (1248 -- 3654),Likely decreasing,0.84 (0.68 -- 1),-0.046 (-0.094 -- 0.0081),-15 (86 -- -7.4)
Guam,35 (9 -- 92),Stable,1 (0.64 -- 1.3),0.0059 (-0.11 -- 0.072),120 (9.7 -- -6.6)
Hawaii,374 (155 -- 785),Stable,0.98 (0.77 -- 1.2),-0.0053 (-0.064 -- 0.042),-130 (17 -- -11)
Idaho,446 (186 -- 1023),Likely decreasing,0.93 (0.75 -- 1.1),-0.018 (-0.07 -- 0.032),-38 (22 -- -9.9)
Illinois,3631 (2135 -- 6046),Decreasing,0.81 (0.64 -- 0.95),-0.055 (-0.1 -- -0.014),-13 (-49 -- -6.6)
Indiana,2241 (1499 -- 3357),Likely decreasing,0.91 (0.78 -- 1),-0.025 (-0.061 -- 0.0087),-28 (80 -- -11)
Iowa,618 (338 -- 1018),Decreasing,0.86 (0.67 -- 0.97),-0.041 (-0.095 -- -0.0092),-17 (-75 -- -7.3)
Kansas,468 (183 -- 1906),Likely decreasing,0.96 (0.75 -- 1.4),-0.0099 (-0.071 -- 0.094),-70 (7.3 -- -9.8)
Kentucky,1838 (1118 -- 3067),Likely decreasing,0.97 (0.84 -- 1.1),-0.0074 (-0.044 -- 0.022),-94 (32 -- -16)
Louisiana,1543 (531 -- 5990),Stable,0.98 (0.72 -- 1.3),-0.0053 (-0.08 -- 0.073),-130 (9.5 -- -8.7)
Maine,752 (345 -- 1441),Likely decreasing,0.88 (0.61 -- 1.1),-0.034 (-0.12 -- 0.027),-20 (26 -- -6)
Maryland,802 (551 -- 1195),Decreasing,0.8 (0.68 -- 0.91),-0.058 (-0.092 -- -0.024),-12 (-29 -- -7.5)
Massachusetts,1920 (919 -- 3932),Likely decreasing,0.86 (0.69 -- 1.1),-0.038 (-0.09 -- 0.022),-18 (31 -- -7.7)
Michigan,3970 (2251 -- 6725),Decreasing,0.77 (0.59 -- 0.94),-0.064 (-0.12 -- -0.015),-11 (-46 -- -5.8)
Minnesota,2708 (1308 -- 5461),Likely decreasing,0.86 (0.67 -- 1),-0.041 (-0.097 -- 0.01),-17 (69 -- -7.2)
Mississippi,660 (275 -- 1867),Likely decreasing,0.95 (0.76 -- 1.2),-0.013 (-0.067 -- 0.055),-55 (13 -- -10)
Missouri,1690 (839 -- 2902),Likely decreasing,0.97 (0.79 -- 1.1),-0.0083 (-0.061 -- 0.014),-84 (48 -- -11)
Montana,441 (257 -- 825),Likely decreasing,0.97 (0.85 -- 1.1),-0.0077 (-0.041 -- 0.019),-90 (37 -- -17)
Nebraska,302 (114 -- 712),Likely decreasing,0.8 (0.56 -- 1),-0.057 (-0.13 -- 0.0025),-12 (280 -- -5.4)
Nevada,1246 (473 -- 3253),Likely decreasing,0.98 (0.77 -- 1.2),-0.0058 (-0.067 -- 0.049),-120 (14 -- -10)
New Hampshire,383 (199 -- 803),Likely decreasing,0.87 (0.69 -- 1.1),-0.036 (-0.089 -- 0.033),-19 (21 -- -7.7)
New Jersey,616 (233 -- 1447),Decreasing,0.63 (0.44 -- 0.84),-0.11 (-0.17 -- -0.045),-6.4 (-15 -- -4)
New Mexico,532 (202 -- 1704),Likely decreasing,0.96 (0.75 -- 1.2),-0.011 (-0.071 -- 0.059),-61 (12 -- -9.8)
New York,4800 (2721 -- 9252),Likely decreasing,0.85 (0.7 -- 1.1),-0.043 (-0.087 -- 0.015),-16 (47 -- -7.9)
North Carolina,4142 (1328 -- 12178),Likely decreasing,0.95 (0.7 -- 1.2),-0.013 (-0.086 -- 0.043),-52 (16 -- -8.1)
North Dakota,217 (121 -- 373),Decreasing,0.83 (0.65 -- 1),-0.047 (-0.1 -- -0.00058),-15 (-1200 -- -6.7)
Northern Mariana Islands,1 (0 -- 11),Stable,0.99 (0.45 -- 1.7),-0.0025 (-0.17 -- 0.18),-280 (3.8 -- -4.2)
Ohio,3206 (1660 -- 6141),Likely decreasing,0.91 (0.73 -- 1.1),-0.026 (-0.077 -- 0.024),-26 (29 -- -9)
Oklahoma,373 (82 -- 1477),Likely decreasing,0.89 (0.52 -- 1.3),-0.029 (-0.14 -- 0.072),-24 (9.7 -- -4.8)
Oregon,1519 (925 -- 2568),Likely decreasing,0.88 (0.73 -- 1.1),-0.034 (-0.078 -- 0.014),-21 (49 -- -8.9)
Pennsylvania,4553 (2661 -- 8206),Decreasing,0.83 (0.7 -- 1),-0.048 (-0.087 -- -0.0011),-15 (-660 -- -8)
Puerto Rico,344 (95 -- 1402),Likely decreasing,0.71 (0.42 -- 1.2),-0.085 (-0.18 -- 0.042),-8.2 (16 -- -3.9)
Rhode Island,270 (81 -- 786),Likely decreasing,0.79 (0.52 -- 1),-0.059 (-0.14 -- 0.0095),-12 (73 -- -4.9)
South Carolina,1975 (1252 -- 3458),Likely decreasing,0.95 (0.85 -- 1.1),-0.014 (-0.042 -- 0.03),-51 (23 -- -16)
South Dakota,152 (42 -- 450),Likely decreasing,0.85 (0.59 -- 1.1),-0.044 (-0.12 -- 0.02),-16 (36 -- -5.8)
Tennessee,1512 (232 -- 8052),Likely decreasing,0.9 (0.47 -- 1.4),-0.027 (-0.16 -- 0.11),-26 (6 -- -4.4)
Texas,6026 (3569 -- 10186),Likely decreasing,0.88 (0.75 -- 1),-0.033 (-0.073 -- 0.0063),-21 (110 -- -9.5)
US,100345 (70203 -- 152413),Likely decreasing,0.9 (0.8 -- 1),-0.027 (-0.056 -- 0.0093),-26 (74 -- -12)
Utah,931 (704 -- 1260),Likely decreasing,0.96 (0.89 -- 1),-0.012 (-0.031 -- 0.002),-59 (350 -- -22)
Vermont,219 (103 -- 477),Stable,0.98 (0.74 -- 1.3),-0.0053 (-0.074 -- 0.08),-130 (8.6 -- -9.4)
Virgin Islands,63 (15 -- 310),Likely increasing,1 (0.68 -- 1.4),0.012 (-0.093 -- 0.11),59 (6.6 -- -7.5)
Virginia,1243 (820 -- 1957),Decreasing,0.83 (0.72 -- 0.98),-0.047 (-0.081 -- -0.0059),-15 (-120 -- -8.6)
Washington,4018 (2585 -- 6837),Likely decreasing,0.95 (0.82 -- 1.1),-0.013 (-0.051 -- 0.033),-55 (21 -- -14)
West Virginia,803 (434 -- 1371),Likely decreasing,0.88 (0.66 -- 1.1),-0.034 (-0.099 -- 0.015),-20 (47 -- -7)
Wisconsin,1632 (868 -- 3054),Likely decreasing,0.91 (0.74 -- 1.1),-0.024 (-0.075 -- 0.026),-29 (27 -- -9.3)
Wyoming,264 (112 -- 780),Stable,1 (0.78 -- 1.3),0.0034 (-0.06 -- 0.087),200 (7.9 -- -11)
