Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,18440 (10784 -- 34748),Likely increasing,1 (0.92 -- 1.2),0.012 (-0.024 -- 0.065),58 (11 -- -29)
Alaska,1459 (684 -- 2996),Stable,1 (0.72 -- 1.3),0.0062 (-0.082 -- 0.075),110 (9.3 -- -8.5)
Arizona,44313 (25575 -- 86351),Likely increasing,1.1 (0.94 -- 1.3),0.019 (-0.017 -- 0.078),36 (8.8 -- -40)
Arkansas,12839 (8741 -- 20295),Likely increasing,1 (0.98 -- 1.2),0.013 (-0.005 -- 0.047),52 (15 -- -140)
California,210086 (108718 -- 500976),Likely increasing,1.1 (0.86 -- 1.6),0.034 (-0.039 -- 0.16),21 (4.3 -- -18)
Colorado,17216 (9282 -- 32108),Likely increasing,1.2 (0.91 -- 1.5),0.046 (-0.026 -- 0.12),15 (5.6 -- -27)
Connecticut,14502 (6946 -- 41690),Likely increasing,1.1 (0.85 -- 1.5),0.015 (-0.043 -- 0.12),47 (5.7 -- -16)
Delaware,3965 (2205 -- 8523),Likely increasing,1.1 (0.91 -- 1.5),0.027 (-0.026 -- 0.12),26 (6 -- -27)
District of Columbia,1269 (810 -- 2295),Likely increasing,1 (0.93 -- 1.2),0.0095 (-0.019 -- 0.057),73 (12 -- -37)
Florida,82674 (55781 -- 138728),Increasing,1.1 (1 -- 1.2),0.02 (0.00094 -- 0.053),34 (13 -- 740)
Georgia,53533 (32618 -- 97289),Likely increasing,1.1 (0.98 -- 1.2),0.021 (-0.0048 -- 0.057),32 (12 -- -150)
Guam,34 (8 -- 190),Stable,1 (0.65 -- 1.7),0.0067 (-0.1 -- 0.18),100 (3.9 -- -6.8)
Hawaii,823 (515 -- 1696),Increasing,1.1 (1 -- 1.4),0.022 (0.002 -- 0.092),32 (7.5 -- 350)
Idaho,3773 (2428 -- 6985),Stable,1 (0.9 -- 1.2),8.5e-06 (-0.029 -- 0.059),82000 (12 -- -24)
Illinois,36953 (16576 -- 74145),Likely increasing,1.1 (0.7 -- 1.4),0.019 (-0.087 -- 0.1),37 (6.7 -- -8)
Indiana,32017 (17524 -- 63166),Likely increasing,1.2 (0.92 -- 1.5),0.051 (-0.021 -- 0.14),14 (5 -- -32)
Iowa,10675 (4777 -- 26927),Likely increasing,1.2 (0.84 -- 1.7),0.049 (-0.045 -- 0.17),14 (4.2 -- -16)
Kansas,22838 (8507 -- 117349),Likely increasing,1.1 (0.94 -- 1.8),0.039 (-0.016 -- 0.19),18 (3.7 -- -43)
Kentucky,21979 (12780 -- 41710),Likely increasing,1.1 (0.95 -- 1.4),0.035 (-0.013 -- 0.098),20 (7.1 -- -55)
Louisiana,20524 (9755 -- 56257),Likely increasing,1.1 (0.84 -- 1.5),0.026 (-0.044 -- 0.13),27 (5.2 -- -16)
Maine,3024 (1451 -- 6545),Likely increasing,1.1 (0.85 -- 1.4),0.02 (-0.041 -- 0.11),35 (6.5 -- -17)
Maryland,16892 (10276 -- 29832),Likely increasing,1.1 (0.97 -- 1.4),0.04 (-0.0073 -- 0.1),17 (6.7 -- -94)
Massachusetts,27658 (18129 -- 46133),Likely increasing,1.1 (0.95 -- 1.2),0.016 (-0.013 -- 0.06),45 (12 -- -52)
Michigan,15584 (6938 -- 37877),Stable,0.98 (0.74 -- 1.3),-0.0056 (-0.076 -- 0.072),-120 (9.6 -- -9.1)
Minnesota,12130 (6100 -- 23672),Likely increasing,1.1 (0.82 -- 1.4),0.035 (-0.052 -- 0.11),20 (6.3 -- -13)
Mississippi,11674 (7010 -- 22357),Likely increasing,1.1 (0.94 -- 1.3),0.016 (-0.015 -- 0.074),43 (9.4 -- -46)
Missouri,15093 (7753 -- 33079),Likely increasing,1.1 (0.9 -- 1.4),0.021 (-0.029 -- 0.1),32 (6.7 -- -24)
Montana,3194 (1583 -- 8668),Likely increasing,1.2 (0.94 -- 1.7),0.049 (-0.016 -- 0.18),14 (3.9 -- -44)
Nebraska,5802 (2861 -- 12450),Likely increasing,1.1 (0.89 -- 1.5),0.038 (-0.031 -- 0.13),18 (5.4 -- -22)
Nevada,12962 (7167 -- 27770),Likely increasing,1.1 (0.95 -- 1.5),0.039 (-0.013 -- 0.13),18 (5.4 -- -55)
New Hampshire,2773 (1592 -- 4619),Likely decreasing,0.97 (0.79 -- 1.1),-0.0085 (-0.057 -- 0.034),-81 (21 -- -12)
