region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
West Virginia,2169690 (74832 -- 27390100),2169690,6441200,10498700,74832,505928,1263030,3618950,7743850,27390100,New confirmed cases by infection date,Increasing,0.002
US,145150 (65412 -- 305327),145150,160756,84859,65412,107002,130863,161569,194546,305327,New confirmed cases by infection date,Likely decreasing,0.79
California,83394 (27704 -- 826321),83394,478624,3602960,27704,50850,67592,104162,158139,826321,New confirmed cases by infection date,Likely increasing,0.34
Arkansas,30069 (3323 -- 267268),30069,70110,143674,3323,12649,21432,41991,71959,267268,New confirmed cases by infection date,Likely increasing,0.12
Minnesota,19682 (2038 -- 228460),19682,67098,339396,2038,8127,14051,27649,50978,228460,New confirmed cases by infection date,Likely increasing,0.17
Texas,13557 (761 -- 54781),13557,19123,24385,761,5639,10042,17252,24731,54781,New confirmed cases by infection date,Likely decreasing,0.79
Florida,8460 (2476 -- 21992),8460,10021,7106,2476,5513,7288,9872,12740,21992,New confirmed cases by infection date,Likely decreasing,0.9
New York,8232 (3999 -- 17118),8232,9105,4320,3999,6294,7406,9179,10965,17118,New confirmed cases by infection date,Likely decreasing,0.77
New Jersey,7139 (2370 -- 20384),7139,8805,8116,2370,4881,6153,8256,10774,20384,New confirmed cases by infection date,Likely decreasing,0.7
Massachusetts,4655 (1885 -- 9584),4655,5184,2979,1885,3336,4103,5226,6353,9584,New confirmed cases by infection date,Likely decreasing,0.84
Kentucky,3914 (725 -- 23568),3914,7557,15317,725,2102,3063,4927,7331,23568,New confirmed cases by infection date,Stable,0.57
North Carolina,3815 (549 -- 19799),3815,6897,20656,549,1984,3064,4916,7113,19799,New confirmed cases by infection date,Likely decreasing,0.81
Arizona,3433 (154 -- 22700),3433,8881,49415,154,1305,2400,4561,7643,22700,New confirmed cases by infection date,Likely decreasing,0.89
Georgia,2625 (178 -- 13913),2625,4652,9804,178,1159,1994,3424,5188,13913,New confirmed cases by infection date,Likely decreasing,0.87
Illinois,2590 (1115 -- 5519),2590,2882,1574,1115,1964,2358,2859,3433,5519,New confirmed cases by infection date,Likely decreasing,0.92
Louisiana,2468 (197 -- 35914),2468,12063,105305,197,1123,1801,3391,6183,35914,New confirmed cases by infection date,Stable,0.57
Mississippi,2161 (654 -- 10432),2161,4472,17827,654,1321,1779,2640,3919,10432,New confirmed cases by infection date,Likely decreasing,0.71
South Carolina,2052 (268 -- 15467),2052,4599,11084,268,974,1558,2648,4175,15467,New confirmed cases by infection date,Likely decreasing,0.75
Washington,1904 (207 -- 10850),1904,4291,17942,207,897,1504,2441,3768,10850,New confirmed cases by infection date,Likely decreasing,0.78
