region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,757941 (51499 -- 6292930),757941,1731300,3501790,51499,295471,551402,1087620,1829880,6292930,New confirmed cases by infection date,Unsure
New Jersey,521235 (10528 -- 19785300),521235,5464560,41041800,10528,107623,275488,906484,2264750,19785300,New confirmed cases by infection date,Unsure
New York,285376 (4313 -- 10327900),285376,3478720,21516300,4313,64723,161842,513651,1308660,10327900,New confirmed cases by infection date,Unsure
Michigan,25962 (330 -- 785374),25962,317925,3008900,330,5617,15006,44949,109262,785374,New confirmed cases by infection date,Unsure
California,22347 (3225 -- 185964),22347,51977,104569,3225,10874,16979,30667,51956,185964,New confirmed cases by infection date,Unsure
Illinois,20694 (940 -- 413927),20694,129223,889291,940,6027,13758,31342,70490,413927,New confirmed cases by infection date,Unsure
Massachusetts,18103 (798 -- 502627),18103,147701,913550,798,5392,11462,29378,62545,502627,New confirmed cases by infection date,Unsure
Louisiana,11937 (800 -- 230516),11937,69908,291607,800,3982,7981,18120,41023,230516,New confirmed cases by infection date,Unsure
Indiana,11286 (953 -- 188947),11286,62934,307692,953,4412,8179,16718,32249,188947,New confirmed cases by infection date,Unsure
Florida,10468 (545 -- 148665),10468,41256,153030,545,3575,7153,15477,29024,148665,New confirmed cases by infection date,Unsure
Ohio,5541 (583 -- 44765),5541,13094,35772,583,2466,4171,7396,12441,44765,New confirmed cases by infection date,Unsure
Texas,5521 (500 -- 54327),5521,18137,85614,500,2175,3939,7659,13142,54327,New confirmed cases by infection date,Unsure
Alabama,4826 (1020 -- 45738),4826,17557,77959,1020,2636,3737,6430,10503,45738,New confirmed cases by infection date,Unsure
Arizona,4600 (635 -- 33708),4600,11956,77500,635,2261,3537,6040,9163,33708,New confirmed cases by infection date,Unsure
Mississippi,4313 (1015 -- 31907),4313,9064,17034,1015,2336,3382,5498,8353,31907,New confirmed cases by infection date,Unsure
Minnesota,4267 (686 -- 28413),4267,9382,24828,686,2156,3277,5589,9186,28413,New confirmed cases by infection date,Unsure
Pennsylvania,4080 (71 -- 112242),4080,172767,5266160,71,950,2334,6855,15897,112242,New confirmed cases by infection date,Unsure
Georgia,3474 (125 -- 26848),3474,8053,21009,125,1216,2404,4813,8113,26848,New confirmed cases by infection date,Unsure
Maryland,3474 (210 -- 40666),3474,10606,26545,210,1256,2297,4917,8904,40666,New confirmed cases by infection date,Unsure
North Carolina,3461 (227 -- 36302),3461,11759,46529,227,1325,2425,4923,8571,36302,New confirmed cases by infection date,Unsure
South Carolina,2032 (351 -- 19973),2032,6554,33771,351,996,1537,2780,4783,19973,New confirmed cases by infection date,Unsure
Colorado,1784 (84 -- 32493),1784,29141,267469,84,626,1211,2684,5072,32493,New confirmed cases by infection date,Unsure
Wisconsin,1635 (39 -- 17871),1635,5150,17232,39,487,1085,2391,4145,17871,New confirmed cases by infection date,Unsure
Iowa,1530 (195 -- 10241),1530,3316,10033,195,748,1170,1968,3107,10241,New confirmed cases by infection date,Unsure
Tennessee,1444 (351 -- 10018),1444,4427,27895,351,849,1182,1808,2809,10018,New confirmed cases by infection date,Unsure
New Hampshire,1130 (91 -- 8844),1130,3675,21151,91,481,839,1503,2426,8844,New confirmed cases by infection date,Unsure
Connecticut,1035 (17 -- 34049),1035,14972,109196,17,229,609,1806,3940,34049,New confirmed cases by infection date,Unsure
Rhode Island,1021 (1 -- 32453),1021,13789,144618,1,119,508,1788,4460,32453,New confirmed cases by infection date,Unsure
Washington,908 (146 -- 3833),908,1500,4961,146,498,717,1098,1599,3833,New confirmed cases by infection date,Likely decreasing
New Mexico,791 (106 -- 6731),791,2208,7724,106,344,582,1069,1829,6731,New confirmed cases by infection date,Unsure
Kentucky,765 (14 -- 12685),765,5654,46089,14,222,484,1137,2194,12685,New confirmed cases by infection date,Unsure
Virginia,731 (13 -- 9430),731,4092,44612,13,202,478,1093,1989,9430,New confirmed cases by infection date,Unsure
Missouri,687 (41 -- 14090),687,4178,21677,41,248,462,1036,2051,14090,New confirmed cases by infection date,Unsure
Arkansas,561 (75 -- 2729),561,1012,2623,75,293,450,668,970,2729,New confirmed cases by infection date,Unsure
Kansas,487 (36 -- 9992),487,7430,102887,36,186,328,736,1469,9992,New confirmed cases by infection date,Unsure
Nevada,487 (25 -- 5301),487,2800,29142,25,186,341,680,1209,5301,New confirmed cases by infection date,Unsure
Delaware,465 (44 -- 5154),465,1684,7898,44,198,347,635,1158,5154,New confirmed cases by infection date,Unsure
Utah,345 (35 -- 2030),345,692,1777,35,169,277,427,636,2030,New confirmed cases by infection date,Unsure
Oklahoma,319 (14 -- 4512),319,1380,6428,14,113,219,468,884,4512,New confirmed cases by infection date,Unsure
District of Columbia,297 (18 -- 5348),297,1694,9063,18,110,209,437,864,5348,New confirmed cases by infection date,Unsure
