Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,4826 (1020 -- 45738),Unsure,1 (0.78 -- 1.7),0.011 (-0.063 -- 0.17),61 (4 -- -11)
Alaska,0 (0 -- 5),Likely decreasing,0.29 (0.00049 -- 2.2),-0.23 (-0.39 -- 0.29),-3.1 (2.4 -- -1.8)
Arizona,4600 (635 -- 33708),Unsure,0.99 (0.64 -- 1.3),-0.0016 (-0.1 -- 0.09),-450 (7.7 -- -6.6)
Arkansas,561 (75 -- 2729),Unsure,1 (0.61 -- 1.4),0.0031 (-0.11 -- 0.097),230 (7.1 -- -6.1)
California,22347 (3225 -- 185964),Unsure,0.93 (0.56 -- 1.4),-0.019 (-0.13 -- 0.11),-37 (6.4 -- -5.3)
Colorado,1784 (84 -- 32493),Unsure,0.84 (0.37 -- 1.7),-0.045 (-0.2 -- 0.17),-15 (4.1 -- -3.5)
Connecticut,1035 (17 -- 34049),Unsure,0.62 (0.14 -- 1.8),-0.11 (-0.29 -- 0.2),-6.3 (3.5 -- -2.4)
Delaware,465 (44 -- 5154),Unsure,0.87 (0.43 -- 1.6),-0.038 (-0.17 -- 0.15),-18 (4.7 -- -4)
District of Columbia,297 (18 -- 5348),Unsure,0.82 (0.4 -- 1.8),-0.05 (-0.19 -- 0.2),-14 (3.5 -- -3.7)
Florida,10468 (545 -- 148665),Unsure,0.95 (0.38 -- 1.7),-0.014 (-0.19 -- 0.19),-50 (3.7 -- -3.6)
Georgia,3474 (125 -- 26848),Unsure,0.87 (0.3 -- 1.2),-0.037 (-0.23 -- 0.063),-19 (11 -- -3.1)
Guam,0 (0 -- 0),Likely decreasing,0.091 (7.4e-06 -- 2.1),-0.31 (-0.4 -- 0.26),-2.2 (2.6 -- -1.7)
Hawaii,0 (0 -- 6),Likely decreasing,0.24 (0.00033 -- 1.9),-0.24 (-0.39 -- 0.22),-2.9 (3.2 -- -1.8)
Idaho,8 (0 -- 112),Likely decreasing,0.73 (0.11 -- 1.2),-0.078 (-0.31 -- 0.062),-8.9 (11 -- -2.2)
Illinois,20694 (940 -- 413927),Unsure,0.78 (0.26 -- 1.7),-0.062 (-0.24 -- 0.18),-11 (3.8 -- -2.9)
Indiana,11286 (953 -- 188947),Unsure,1.1 (0.51 -- 2.4),0.028 (-0.15 -- 0.34),25 (2.1 -- -4.6)
Iowa,1530 (195 -- 10241),Unsure,0.89 (0.49 -- 1.3),-0.032 (-0.15 -- 0.078),-22 (8.8 -- -4.5)
Kansas,487 (36 -- 9992),Unsure,0.99 (0.52 -- 2.1),-0.0038 (-0.14 -- 0.26),-180 (2.7 -- -4.9)
Kentucky,765 (14 -- 12685),Unsure,0.89 (0.26 -- 1.7),-0.03 (-0.24 -- 0.18),-23 (3.9 -- -2.9)
Louisiana,11937 (800 -- 230516),Unsure,0.93 (0.47 -- 1.7),-0.02 (-0.16 -- 0.17),-35 (4.1 -- -4.4)
Maine,249 (16 -- 2462),Unsure,0.98 (0.45 -- 1.5),-0.0047 (-0.17 -- 0.13),-150 (5.5 -- -4.2)
Maryland,3474 (210 -- 40666),Unsure,0.79 (0.3 -- 1.6),-0.06 (-0.22 -- 0.15),-12 (4.8 -- -3.1)
Massachusetts,18103 (798 -- 502627),Unsure,0.84 (0.28 -- 2),-0.045 (-0.23 -- 0.25),-15 (2.8 -- -3)
Michigan,25962 (330 -- 785374),Unsure,0.63 (0.13 -- 1.4),-0.11 (-0.29 -- 0.095),-6.5 (7.3 -- -2.4)
Minnesota,4267 (686 -- 28413),Unsure,0.95 (0.5 -- 1.5),-0.013 (-0.15 -- 0.14),-53 (5 -- -4.6)
Mississippi,4313 (1015 -- 31907),Unsure,0.98 (0.74 -- 1.3),-0.0043 (-0.075 -- 0.079),-160 (8.8 -- -9.2)
Missouri,687 (41 -- 14090),Unsure,0.83 (0.34 -- 1.8),-0.049 (-0.21 -- 0.21),-14 (3.4 -- -3.4)
Montana,6 (0 -- 2277),Unsure,0.89 (0.26 -- 3),-0.031 (-0.24 -- 0.46),-22 (1.5 -- -2.9)
Nebraska,167 (0 -- 2490),Unsure,0.82 (0.17 -- 1.4),-0.051 (-0.27 -- 0.11),-14 (6.5 -- -2.5)
