date,confirm,region
2020-03-16,0,Alabama
2020-03-17,0,Alabama
2020-03-18,0,Alabama
2020-03-19,0,Alabama
2020-03-20,0,Alabama
2020-03-21,0,Alabama
2020-03-22,0,Alabama
2020-03-23,0,Alabama
2020-03-24,0,Alabama
2020-03-25,1,Alabama
2020-03-26,0,Alabama
2020-03-27,3,Alabama
2020-03-28,0,Alabama
2020-03-29,6,Alabama
2020-03-30,0,Alabama
2020-03-31,13,Alabama
2020-04-01,4,Alabama
2020-04-02,5,Alabama
2020-04-03,6,Alabama
2020-04-04,6,Alabama
2020-04-05,1,Alabama
2020-04-06,4,Alabama
2020-04-07,15,Alabama
2020-04-08,2,Alabama
2020-04-09,4,Alabama
2020-04-10,10,Alabama
2020-04-11,12,Alabama
2020-04-12,1,Alabama
2020-04-13,6,Alabama
2020-04-14,15,Alabama
2020-04-15,4,Alabama
2020-04-16,15,Alabama
2020-04-17,15,Alabama
2020-04-18,5,Alabama
2020-04-19,4,Alabama
2020-04-20,6,Alabama
2020-04-21,20,Alabama
2020-04-22,13,Alabama
2020-04-23,6,Alabama
2020-04-24,7,Alabama
2020-04-25,0,Alabama
2020-04-26,10,Alabama
2020-04-27,9,Alabama
2020-04-28,14,Alabama
2020-04-29,14,Alabama
2020-04-30,16,Alabama
2020-05-01,17,Alabama
2020-05-02,0,Alabama
2020-05-03,2,Alabama
2020-05-04,8,Alabama
2020-05-05,17,Alabama
2020-05-06,28,Alabama
2020-05-07,26,Alabama
2020-05-08,14,Alabama
2020-05-09,7,Alabama
2020-05-10,3,Alabama
2020-05-11,10,Alabama
2020-05-12,32,Alabama
2020-05-13,15,Alabama
2020-05-14,23,Alabama
2020-05-15,10,Alabama
2020-05-16,2,Alabama
2020-05-17,3,Alabama
2020-05-18,1,Alabama
2020-05-19,15,Alabama
2020-05-20,18,Alabama
2020-05-21,7,Alabama
2020-05-22,12,Alabama
2020-05-23,8,Alabama
2020-05-24,2,Alabama
2020-05-25,15,Alabama
2020-05-26,14,Alabama
2020-05-27,3,Alabama
2020-05-28,8,Alabama
2020-05-29,19,Alabama
2020-05-30,8,Alabama
2020-05-31,12,Alabama
2020-06-01,16,Alabama
2020-06-02,7,Alabama
2020-06-03,0,Alabama
2020-06-04,0,Alabama
2020-06-05,23,Alabama
2020-06-06,13,Alabama
2020-06-07,3,Alabama
2020-06-08,26,Alabama
2020-03-16,0,Alaska
2020-03-17,0,Alaska
2020-03-18,0,Alaska
2020-03-19,0,Alaska
2020-03-20,0,Alaska
2020-03-21,0,Alaska
2020-03-22,0,Alaska
2020-03-23,0,Alaska
2020-03-24,0,Alaska
2020-03-25,1,Alaska
2020-03-26,0,Alaska
2020-03-27,0,Alaska
2020-03-28,1,Alaska
2020-03-29,0,Alaska
2020-03-30,1,Alaska
2020-03-31,0,Alaska
2020-04-01,0,Alaska
2020-04-02,0,Alaska
2020-04-03,0,Alaska
2020-04-04,2,Alaska
2020-04-05,1,Alaska
2020-04-06,0,Alaska
2020-04-07,0,Alaska
2020-04-08,1,Alaska
2020-04-09,0,Alaska
2020-04-10,0,Alaska
2020-04-11,1,Alaska
2020-04-12,0,Alaska
2020-04-13,0,Alaska
2020-04-14,1,Alaska
2020-04-15,0,Alaska
2020-04-16,0,Alaska
2020-04-17,0,Alaska
2020-04-18,0,Alaska
2020-04-19,0,Alaska
2020-04-20,0,Alaska
2020-04-21,0,Alaska
2020-04-22,0,Alaska
2020-04-23,0,Alaska
2020-04-24,0,Alaska
2020-04-25,0,Alaska
2020-04-26,0,Alaska
2020-04-27,0,Alaska
2020-04-28,0,Alaska
2020-04-29,0,Alaska
2020-04-30,0,Alaska
2020-05-01,0,Alaska
2020-05-02,0,Alaska
2020-05-03,0,Alaska
