Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1117 (209 -- 8027),Likely decreasing,0.96 (0.6 -- 1.6),-0.012 (-0.12 -- 0.14),-56 (4.9 -- -5.7)
Alaska,5 (0 -- 543),Likely decreasing,0.56 (0.0077 -- 1.5),-0.13 (-0.37 -- 0.13),-5.3 (5.2 -- -1.9)
Arizona,1462 (218 -- 7693),Likely decreasing,0.96 (0.55 -- 1.4),-0.011 (-0.14 -- 0.1),-61 (6.8 -- -5.1)
Arkansas,212 (2 -- 2469),Likely decreasing,0.85 (0.19 -- 1.6),-0.043 (-0.27 -- 0.16),-16 (4.4 -- -2.6)
California,7639 (2952 -- 32152),Likely decreasing,0.95 (0.79 -- 1.3),-0.014 (-0.061 -- 0.086),-51 (8.1 -- -11)
Colorado,1159 (115 -- 5084),Stable,0.96 (0.45 -- 1.3),-0.0096 (-0.16 -- 0.086),-72 (8.1 -- -4.2)
Connecticut,703 (101 -- 2820),Likely decreasing,0.96 (0.55 -- 1.3),-0.011 (-0.14 -- 0.079),-61 (8.7 -- -5.1)
Delaware,201 (30 -- 1706),Likely decreasing,0.92 (0.6 -- 1.4),-0.023 (-0.12 -- 0.097),-31 (7.2 -- -5.9)
District of Columbia,48 (0 -- 334),Likely decreasing,0.86 (0.28 -- 1.3),-0.04 (-0.23 -- 0.089),-17 (7.8 -- -3)
Florida,9785 (4062 -- 24351),Likely increasing,1 (0.81 -- 1.3),0.0091 (-0.054 -- 0.074),77 (9.3 -- -13)
Georgia,2066 (621 -- 4787),Likely decreasing,0.93 (0.66 -- 1.1),-0.018 (-0.097 -- 0.027),-38 (25 -- -7.1)
Guam,191 (3 -- 89730),Likely increasing,1.3 (0.56 -- 5),0.085 (-0.13 -- 0.81),8.1 (0.86 -- -5.3)
Hawaii,88 (9 -- 566),Likely decreasing,0.97 (0.59 -- 1.4),-0.0094 (-0.12 -- 0.1),-74 (6.8 -- -5.7)
Idaho,296 (34 -- 2300),Likely decreasing,0.96 (0.55 -- 1.4),-0.012 (-0.13 -- 0.12),-58 (5.9 -- -5.2)
Illinois,4908 (1472 -- 12238),Stable,1 (0.71 -- 1.3),0.0054 (-0.082 -- 0.074),130 (9.4 -- -8.5)
Indiana,1272 (270 -- 4967),Stable,0.99 (0.63 -- 1.4),-0.0035 (-0.11 -- 0.094),-200 (7.3 -- -6.5)
Iowa,532 (75 -- 4955),Likely decreasing,0.94 (0.58 -- 1.4),-0.017 (-0.12 -- 0.11),-41 (6.4 -- -5.7)
Kansas,654 (122 -- 19873),Stable,1.1 (0.74 -- 2.2),0.014 (-0.076 -- 0.3),49 (2.3 -- -9.2)
Kentucky,502 (0 -- 27067),Likely decreasing,0.74 (0.055 -- 2.4),-0.074 (-0.34 -- 0.34),-9.3 (2 -- -2.1)
Louisiana,997 (229 -- 6327),Likely decreasing,0.95 (0.68 -- 1.4),-0.014 (-0.092 -- 0.094),-48 (7.4 -- -7.5)
Maine,203 (3 -- 2179),Likely decreasing,0.95 (0.24 -- 1.5),-0.014 (-0.25 -- 0.14),-50 (5 -- -2.8)
Maryland,1195 (250 -- 2480),Likely decreasing,0.95 (0.63 -- 1.1),-0.013 (-0.11 -- 0.024),-55 (29 -- -6.4)
Massachusetts,752 (108 -- 2540),Likely decreasing,0.9 (0.48 -- 1.2),-0.029 (-0.16 -- 0.057),-24 (12 -- -4.4)
Michigan,6666 (1202 -- 25214),Likely decreasing,0.9 (0.53 -- 1.3),-0.028 (-0.14 -- 0.085),-24 (8.1 -- -4.9)
Minnesota,3019 (566 -- 18479),Stable,1 (0.67 -- 1.4),0.00012 (-0.094 -- 0.096),5600 (7.2 -- -7.4)
Mississippi,464 (52 -- 3040),Likely decreasing,0.92 (0.5 -- 1.3),-0.023 (-0.15 -- 0.091),-30 (7.6 -- -4.6)
Missouri,935 (22 -- 9255),Likely decreasing,0.9 (0.27 -- 1.5),-0.028 (-0.24 -- 0.12),-24 (5.7 -- -2.9)
Montana,214 (12 -- 2791),Likely decreasing,0.9 (0.46 -- 1.6),-0.029 (-0.16 -- 0.15),-24 (4.5 -- -4.3)
Nebraska,86 (0 -- 929),Likely decreasing,0.82 (0.19 -- 1.3),-0.052 (-0.27 -- 0.085),-13 (8.1 -- -2.6)
Nevada,537 (72 -- 1962),Likely decreasing,0.94 (0.54 -- 1.2),-0.018 (-0.14 -- 0.046),-39 (15 -- -5.1)
New Hampshire,283 (24 -- 1196),Stable,0.98 (0.53 -- 1.3),-0.005 (-0.14 -- 0.07),-140 (9.9 -- -4.9)
New Jersey,3805 (1332 -- 9026),Likely decreasing,0.96 (0.71 -- 1.1),-0.01 (-0.085 -- 0.04),-68 (17 -- -8.2)
New Mexico,859 (82 -- 5616),Stable,1 (0.49 -- 1.5),0.00074 (-0.16 -- 0.14),930 (5 -- -4.5)
New York,4795 (1839 -- 10186),Likely decreasing,0.95 (0.75 -- 1.1),-0.015 (-0.071 -- 0.029),-46 (24 -- -9.7)
North Carolina,2017 (207 -- 14988),Stable,0.97 (0.52 -- 1.5),-0.0092 (-0.14 -- 0.12),-75 (5.7 -- -4.8)
