region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,272943 (196929 -- 396180),272943,280895,61796,196929,236971,258472,286580,316559,396180,New confirmed cases by infection date,Unsure
Florida,57396 (30867 -- 111538),57396,62693,25496,30867,44786,52191,63642,75965,111538,New confirmed cases by infection date,Likely increasing
Texas,46884 (24543 -- 89279),46884,50960,22207,24543,36427,42906,50917,60946,89279,New confirmed cases by infection date,Likely increasing
California,43991 (28021 -- 69564),43991,46043,13426,28021,36781,41302,47339,53292,69564,New confirmed cases by infection date,Likely increasing
Georgia,17643 (9150 -- 31697),17643,18670,7093,9150,13680,16206,19341,22305,31697,New confirmed cases by infection date,Unsure
Tennessee,12400 (6160 -- 27393),12400,14273,8458,6160,9314,11125,14005,16957,27393,New confirmed cases by infection date,Likely increasing
North Carolina,11679 (7626 -- 20310),11679,12513,4156,7626,9702,10825,12582,14215,20310,New confirmed cases by infection date,Increasing
Louisiana,11099 (5806 -- 20740),11099,11900,4714,5806,8746,10156,12131,14147,20740,New confirmed cases by infection date,Likely increasing
Arizona,9053 (3745 -- 19683),9053,10057,5105,3745,6452,8082,10215,12482,19683,New confirmed cases by infection date,Unsure
South Carolina,8851 (3843 -- 19060),8851,9813,5112,3843,6496,7935,9941,11897,19060,New confirmed cases by infection date,Unsure
Alabama,7788 (5293 -- 12855),7788,8306,2461,5293,6554,7304,8453,9495,12855,New confirmed cases by infection date,Increasing
Illinois,6004 (3199 -- 11575),6004,6587,2806,3199,4629,5462,6690,8006,11575,New confirmed cases by infection date,Unsure
Virginia,5960 (3286 -- 12000),5960,6631,3286,3286,4567,5423,6533,7747,12000,New confirmed cases by infection date,Unsure
Idaho,5102 (1312 -- 21866),5102,7676,9048,1312,3146,4259,6279,8950,21866,New confirmed cases by infection date,Likely increasing
Ohio,5102 (3003 -- 9358),5102,5514,2149,3003,4096,4686,5569,6452,9358,New confirmed cases by infection date,Unsure
Nevada,4994 (2135 -- 10866),4994,5562,2979,2135,3546,4416,5575,6828,10866,New confirmed cases by infection date,Unsure
Washington,4833 (2976 -- 8887),4833,5267,2014,2976,3949,4451,5279,6067,8887,New confirmed cases by infection date,Likely increasing
