region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,2005630 (94769 -- 20057200),2005630,5087090,9803800,94769,457878,1271500,2979500,5448540,20057200,New confirmed cases by infection date,Unsure
Massachusetts,141180 (4402 -- 1400400),141180,383411,854992,4402,53476,100797,206216,380103,1400400,New confirmed cases by infection date,Unsure
California,16924 (5936 -- 53957),16924,22039,18368,5936,11137,14502,20034,26719,53957,New confirmed cases by infection date,Unsure
Texas,16569 (5327 -- 62417),16569,23536,27857,5327,10375,13777,19708,26403,62417,New confirmed cases by infection date,Unsure
North Carolina,5128 (2049 -- 14482),5128,6411,5836,2049,3477,4448,5909,7712,14482,New confirmed cases by infection date,Likely increasing
Virginia,4342 (1467 -- 10712),4342,4988,3222,1467,2950,3751,4971,6207,10712,New confirmed cases by infection date,Unsure
Georgia,3918 (1234 -- 13253),3918,5319,8052,1234,2483,3300,4758,6355,13253,New confirmed cases by infection date,Unsure
Florida,3738 (1029 -- 15775),3738,5761,8730,1029,2186,3024,4623,6484,15775,New confirmed cases by infection date,Unsure
South Carolina,3535 (1046 -- 14276),3535,5135,6071,1046,2099,2881,4267,5859,14276,New confirmed cases by infection date,Unsure
New York,3413 (471 -- 28782),3413,7704,14439,471,1547,2561,4625,7718,28782,New confirmed cases by infection date,Unsure
Arizona,2915 (470 -- 17598),2915,5256,8054,470,1387,2247,3728,5792,17598,New confirmed cases by infection date,Unsure
Illinois,2840 (825 -- 9285),2840,3735,3794,825,1743,2402,3360,4496,9285,New confirmed cases by infection date,Unsure
Maryland,2594 (982 -- 6667),2594,3039,1930,982,1756,2243,2957,3808,6667,New confirmed cases by infection date,Unsure
Louisiana,2548 (562 -- 12421),2548,4284,8174,562,1392,2027,3079,4704,12421,New confirmed cases by infection date,Unsure
Alabama,2181 (775 -- 6252),2181,2681,1958,775,1478,1901,2548,3321,6252,New confirmed cases by infection date,Unsure
Colorado,1856 (514 -- 6477),1856,2431,2145,514,1111,1529,2199,2995,6477,New confirmed cases by infection date,Unsure
Pennsylvania,1843 (582 -- 6162),1843,2404,2167,582,1178,1573,2167,2892,6162,New confirmed cases by infection date,Unsure
Kentucky,1842 (523 -- 10231),1842,3349,5994,523,1025,1436,2273,3392,10231,New confirmed cases by infection date,Unsure
New Jersey,1820 (291 -- 10126),1820,3151,4619,291,912,1391,2347,3612,10126,New confirmed cases by infection date,Unsure
Mississippi,1795 (598 -- 4936),1795,2175,1597,598,1189,1547,2064,2725,4936,New confirmed cases by infection date,Unsure
Washington,1656 (531 -- 6054),1656,2317,2407,531,1074,1414,2043,2758,6054,New confirmed cases by infection date,Unsure
Utah,1654 (440 -- 7685),1654,2632,4294,440,948,1322,1981,2904,7685,New confirmed cases by infection date,Unsure
