date,confirm,region
2020-02-10,0,Alabama
2020-02-11,0,Alabama
2020-02-12,0,Alabama
2020-02-13,0,Alabama
2020-02-14,0,Alabama
2020-02-15,0,Alabama
2020-02-16,0,Alabama
2020-02-17,0,Alabama
2020-02-18,0,Alabama
2020-02-19,0,Alabama
2020-02-20,0,Alabama
2020-02-21,0,Alabama
2020-02-22,0,Alabama
2020-02-23,0,Alabama
2020-02-24,0,Alabama
2020-02-25,0,Alabama
2020-02-26,0,Alabama
2020-02-27,0,Alabama
2020-02-28,0,Alabama
2020-02-29,0,Alabama
2020-03-01,0,Alabama
2020-03-02,0,Alabama
2020-03-03,0,Alabama
2020-03-04,0,Alabama
2020-03-05,0,Alabama
2020-03-06,0,Alabama
2020-03-07,0,Alabama
2020-03-08,0,Alabama
2020-03-09,0,Alabama
2020-03-10,0,Alabama
2020-03-11,3,Alabama
2020-03-12,1,Alabama
2020-03-13,4,Alabama
2020-03-14,7,Alabama
2020-03-15,13,Alabama
2020-03-16,8,Alabama
2020-03-17,15,Alabama
2020-03-18,10,Alabama
2020-03-19,27,Alabama
2020-03-20,27,Alabama
2020-03-21,34,Alabama
2020-03-22,31,Alabama
2020-03-23,44,Alabama
2020-03-24,74,Alabama
2020-03-25,174,Alabama
2020-03-26,102,Alabama
2020-03-27,110,Alabama
2020-03-28,117,Alabama
2020-03-29,79,Alabama
2020-03-30,121,Alabama
2020-03-31,62,Alabama
2020-04-01,112,Alabama
2020-04-02,196,Alabama
2020-04-03,235,Alabama
2020-04-04,121,Alabama
2020-04-05,178,Alabama
2020-04-06,174,Alabama
2020-04-07,229,Alabama
2020-04-08,306,Alabama
2020-04-09,340,Alabama
2020-04-10,158,Alabama
2020-04-11,234,Alabama
2020-04-12,321,Alabama
2020-04-13,203,Alabama
2020-04-14,171,Alabama
2020-04-15,266,Alabama
2020-04-16,158,Alabama
2020-04-17,92,Alabama
2020-04-18,231,Alabama
2020-04-19,190,Alabama
2020-04-20,185,Alabama
2020-04-21,241,Alabama
2020-04-22,288,Alabama
2020-04-23,207,Alabama
2020-04-24,193,Alabama
2020-04-25,182,Alabama
2020-04-26,201,Alabama
2020-04-27,146,Alabama
2020-04-28,199,Alabama
2020-04-29,159,Alabama
2020-04-30,208,Alabama
2020-05-01,253,Alabama
2020-05-02,260,Alabama
2020-05-03,277,Alabama
2020-05-04,226,Alabama
2020-02-10,0,Alaska
2020-02-11,0,Alaska
2020-02-12,0,Alaska
2020-02-13,0,Alaska
2020-02-14,0,Alaska
2020-02-15,0,Alaska
2020-02-16,0,Alaska
2020-02-17,0,Alaska
2020-02-18,0,Alaska
2020-02-19,0,Alaska
2020-02-20,0,Alaska
2020-02-21,0,Alaska
2020-02-22,0,Alaska
2020-02-23,0,Alaska
2020-02-24,0,Alaska
2020-02-25,0,Alaska
2020-02-26,0,Alaska
2020-02-27,0,Alaska
2020-02-28,0,Alaska
2020-02-29,0,Alaska
2020-03-01,0,Alaska
2020-03-02,0,Alaska
2020-03-03,0,Alaska
2020-03-04,0,Alaska
2020-03-05,0,Alaska
2020-03-06,0,Alaska
2020-03-07,0,Alaska
2020-03-08,0,Alaska
2020-03-09,0,Alaska
2020-03-10,0,Alaska
2020-03-11,0,Alaska
2020-03-12,0,Alaska
2020-03-13,1,Alaska
2020-03-14,0,Alaska
2020-03-15,0,Alaska
2020-03-16,0,Alaska
2020-03-17,3,Alaska
2020-03-18,5,Alaska
2020-03-19,3,Alaska
2020-03-20,3,Alaska
2020-03-21,1,Alaska
2020-03-22,10,Alaska
2020-03-23,13,Alaska
2020-03-24,4,Alaska
2020-03-25,7,Alaska
2020-03-26,14,Alaska
2020-03-27,11,Alaska
2020-03-28,17,Alaska
2020-03-29,19,Alaska
2020-03-30,8,Alaska
2020-03-31,10,Alaska
2020-04-01,13,Alaska
2020-04-02,8,Alaska
2020-04-03,11,Alaska
2020-04-04,11,Alaska
2020-04-05,15,Alaska
2020-04-06,6,Alaska
2020-04-07,22,Alaska
2020-04-08,13,Alaska
2020-04-09,10,Alaska
2020-04-10,11,Alaska
2020-04-11,12,Alaska
2020-04-12,15,Alaska
2020-04-13,5,Alaska
2020-04-14,8,Alaska
2020-04-15,8,Alaska
2020-04-16,8,Alaska
2020-04-17,9,Alaska
2020-04-18,5,Alaska
2020-04-19,5,Alaska
2020-04-20,2,Alaska
2020-04-21,8,Alaska
2020-04-22,6,Alaska
2020-04-23,2,Alaska
2020-04-24,2,Alaska
2020-04-25,0,Alaska
2020-04-26,2,Alaska
2020-04-27,4,Alaska
2020-04-28,6,Alaska
2020-04-29,4,Alaska
2020-04-30,0,Alaska
2020-05-01,9,Alaska
2020-05-02,1,Alaska
2020-05-03,3,Alaska
2020-05-04,2,Alaska
2020-02-10,0,Arizona
2020-02-11,0,Arizona
2020-02-12,0,Arizona
2020-02-13,0,Arizona
2020-02-14,0,Arizona
2020-02-15,0,Arizona
2020-02-16,0,Arizona
2020-02-17,0,Arizona
2020-02-18,0,Arizona
2020-02-19,0,Arizona
2020-02-20,0,Arizona
2020-02-21,0,Arizona
2020-02-22,0,Arizona
2020-02-23,0,Arizona
2020-02-24,0,Arizona
2020-02-25,0,Arizona
2020-02-26,0,Arizona
2020-02-27,0,Arizona
2020-02-28,0,Arizona
2020-02-29,0,Arizona
2020-03-01,0,Arizona
2020-03-02,0,Arizona
2020-03-03,0,Arizona
2020-03-04,0,Arizona
2020-03-05,0,Arizona
2020-03-06,1,Arizona
2020-03-07,2,Arizona
2020-03-08,0,Arizona
2020-03-09,0,Arizona
2020-03-10,2,Arizona
2020-03-11,3,Arizona
2020-03-12,0,Arizona
2020-03-13,0,Arizona
2020-03-14,3,Arizona
2020-03-15,0,Arizona
2020-03-16,6,Arizona
2020-03-17,2,Arizona
2020-03-18,7,Arizona
2020-03-19,18,Arizona
2020-03-20,23,Arizona
2020-03-21,36,Arizona
2020-03-22,48,Arizona
2020-03-23,83,Arizona
2020-03-24,91,Arizona
2020-03-25,75,Arizona
2020-03-26,107,Arizona
2020-03-27,157,Arizona
2020-03-28,108,Arizona
2020-03-29,146,Arizona
2020-03-30,238,Arizona
2020-03-31,132,Arizona
2020-04-01,124,Arizona
2020-04-02,183,Arizona
2020-04-03,173,Arizona
2020-04-04,250,Arizona
2020-04-05,250,Arizona
2020-04-06,191,Arizona
2020-04-07,115,Arizona
2020-04-08,151,Arizona
2020-04-09,292,Arizona
2020-04-10,94,Arizona
2020-04-11,281,Arizona
2020-04-12,149,Arizona
2020-04-13,163,Arizona
2020-04-14,104,Arizona
2020-04-15,155,Arizona
2020-04-16,273,Arizona
2020-04-17,274,Arizona
2020-04-18,213,Arizona
2020-04-19,209,Arizona
2020-04-20,135,Arizona
2020-04-21,188,Arizona
2020-04-22,217,Arizona
2020-04-23,299,Arizona
2020-04-24,273,Arizona
2020-04-25,241,Arizona
2020-04-26,248,Arizona
2020-04-27,191,Arizona
2020-04-28,230,Arizona
2020-04-29,254,Arizona
2020-04-30,446,Arizona
2020-05-01,314,Arizona
2020-05-02,395,Arizona
2020-05-03,276,Arizona
2020-05-04,284,Arizona
2020-02-10,0,Arkansas
2020-02-11,0,Arkansas
2020-02-12,0,Arkansas
2020-02-13,0,Arkansas
2020-02-14,0,Arkansas
2020-02-15,0,Arkansas
2020-02-16,0,Arkansas
2020-02-17,0,Arkansas
2020-02-18,0,Arkansas
2020-02-19,0,Arkansas
2020-02-20,0,Arkansas
2020-02-21,0,Arkansas
2020-02-22,0,Arkansas
2020-02-23,0,Arkansas
2020-02-24,0,Arkansas
2020-02-25,0,Arkansas
2020-02-26,0,Arkansas
2020-02-27,0,Arkansas
2020-02-28,0,Arkansas
2020-02-29,0,Arkansas
2020-03-01,0,Arkansas
2020-03-02,0,Arkansas
2020-03-03,0,Arkansas
2020-03-04,0,Arkansas
2020-03-05,0,Arkansas
2020-03-06,0,Arkansas
2020-03-07,0,Arkansas
2020-03-08,0,Arkansas
2020-03-09,0,Arkansas
2020-03-10,0,Arkansas
2020-03-11,0,Arkansas
2020-03-12,0,Arkansas
2020-03-13,9,Arkansas
2020-03-14,3,Arkansas
2020-03-15,0,Arkansas
2020-03-16,0,Arkansas
2020-03-17,0,Arkansas
2020-03-18,1,Arkansas
2020-03-19,58,Arkansas
2020-03-20,38,Arkansas
2020-03-21,22,Arkansas
2020-03-22,43,Arkansas
2020-03-23,27,Arkansas
2020-03-24,27,Arkansas
2020-03-25,61,Arkansas
2020-03-26,55,Arkansas
2020-03-27,46,Arkansas
2020-03-28,28,Arkansas
2020-03-29,17,Arkansas
2020-03-30,47,Arkansas
2020-03-31,50,Arkansas
2020-04-01,61,Arkansas
2020-04-02,59,Arkansas
2020-04-03,61,Arkansas
2020-04-04,39,Arkansas
2020-04-05,94,Arkansas
2020-04-06,38,Arkansas
2020-04-07,71,Arkansas
2020-04-08,54,Arkansas
2020-04-09,119,Arkansas
2020-04-10,52,Arkansas
2020-04-11,57,Arkansas
2020-04-12,52,Arkansas
2020-04-13,130,Arkansas
2020-04-14,88,Arkansas
2020-04-15,71,Arkansas
2020-04-16,51,Arkansas
2020-04-17,75,Arkansas
2020-04-18,49,Arkansas
2020-04-19,37,Arkansas
2020-04-20,192,Arkansas
2020-04-21,17,Arkansas
2020-04-22,286,Arkansas
2020-04-23,323,Arkansas
2020-04-24,211,Arkansas
2020-04-25,101,Arkansas
2020-04-26,90,Arkansas
2020-04-27,68,Arkansas
2020-04-28,58,Arkansas
2020-04-29,66,Arkansas
2020-04-30,88,Arkansas
2020-05-01,56,Arkansas
2020-05-02,35,Arkansas
2020-05-03,65,Arkansas
2020-05-04,54,Arkansas
2020-02-10,0,California
2020-02-11,1,California
2020-02-12,0,California
2020-02-13,1,California
2020-02-14,0,California
2020-02-15,0,California
2020-02-16,0,California
