Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1988 (511 -- 8382),Unsure,1.3 (0.67 -- 2.5),0.076 (-0.097 -- 0.35),9.1 (2 -- -7.1)
Alaska,9 (1 -- 81),Unsure,0.93 (0.39 -- 2.2),-0.019 (-0.19 -- 0.3),-36 (2.3 -- -3.7)
Arizona,1128 (211 -- 6165),Unsure,0.9 (0.32 -- 2.2),-0.029 (-0.21 -- 0.29),-24 (2.4 -- -3.2)
Arkansas,196 (21 -- 853),Unsure,0.78 (0.28 -- 1.2),-0.062 (-0.23 -- 0.056),-11 (12 -- -3)
California,5247 (1226 -- 20879),Unsure,0.92 (0.44 -- 1.6),-0.022 (-0.17 -- 0.15),-31 (4.6 -- -4.1)
Colorado,524 (116 -- 1834),Unsure,0.5 (0.19 -- 1),-0.15 (-0.27 -- 0.002),-4.6 (340 -- -2.6)
Connecticut,2267 (228 -- 20864),Unsure,0.88 (0.26 -- 2.4),-0.034 (-0.24 -- 0.33),-21 (2.1 -- -2.9)
Delaware,315 (60 -- 1111),Unsure,0.72 (0.31 -- 1.2),-0.08 (-0.22 -- 0.058),-8.7 (12 -- -3.2)
District of Columbia,1276 (377 -- 5373),Likely increasing,1.2 (0.74 -- 2.3),0.062 (-0.075 -- 0.31),11 (2.2 -- -9.2)
Florida,4739 (761 -- 31834),Unsure,1.3 (0.49 -- 3),0.071 (-0.15 -- 0.46),9.8 (1.5 -- -4.5)
Georgia,3600 (758 -- 20791),Unsure,1.1 (0.48 -- 2.4),0.02 (-0.16 -- 0.33),34 (2.1 -- -4.4)
Guam,0 (0 -- 10),Likely decreasing,0.62 (0.17 -- 2),-0.11 (-0.27 -- 0.25),-6.2 (2.7 -- -2.5)
Hawaii,0 (0 -- 20),Unsure,0.45 (0.058 -- 1.9),-0.17 (-0.33 -- 0.22),-4.1 (3.1 -- -2.1)
Idaho,338 (12 -- 6459),Unsure,1.5 (0.3 -- 5.4),0.14 (-0.22 -- 0.9),5 (0.77 -- -3.1)
Illinois,14221 (3435 -- 56647),Likely increasing,1.1 (0.46 -- 2.2),0.016 (-0.16 -- 0.28),42 (2.5 -- -4.2)
