Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,5027 (3478 -- 7896),Increasing,1.1 (1 -- 1.2),0.024 (0.0037 -- 0.046),28 (15 -- 190)
Alaska,293 (89 -- 974),Unsure,1.2 (0.68 -- 1.8),0.054 (-0.091 -- 0.21),13 (3.3 -- -7.6)
Arizona,19863 (9624 -- 43001),Likely increasing,1.1 (0.83 -- 1.4),0.023 (-0.048 -- 0.11),30 (6.4 -- -14)
Arkansas,2203 (907 -- 5317),Unsure,0.98 (0.72 -- 1.3),-0.0058 (-0.082 -- 0.073),-120 (9.5 -- -8.5)
California,41853 (27133 -- 68248),Increasing,1.1 (1.1 -- 1.3),0.04 (0.015 -- 0.075),17 (9.3 -- 46)
Colorado,816 (284 -- 1790),Unsure,0.92 (0.53 -- 1.2),-0.023 (-0.14 -- 0.056),-31 (12 -- -5)
Connecticut,535 (205 -- 1770),Unsure,1.1 (0.86 -- 1.8),0.04 (-0.038 -- 0.19),17 (3.6 -- -18)
Delaware,1058 (376 -- 3490),Unsure,1.3 (0.89 -- 1.8),0.075 (-0.031 -- 0.21),9.3 (3.3 -- -22)
District of Columbia,111 (59 -- 246),Unsure,0.95 (0.8 -- 1.2),-0.013 (-0.057 -- 0.053),-54 (13 -- -12)
Florida,51922 (23793 -- 101562),Unsure,1.1 (0.83 -- 1.4),0.04 (-0.048 -- 0.1),17 (6.8 -- -15)
Georgia,16378 (8221 -- 30199),Unsure,1.2 (0.93 -- 1.4),0.054 (-0.02 -- 0.1),13 (6.7 -- -35)
Guam,60 (18 -- 302),Likely increasing,1.2 (0.89 -- 1.8),0.058 (-0.031 -- 0.19),12 (3.6 -- -22)
Hawaii,98 (24 -- 445),Unsure,1.1 (0.66 -- 1.9),0.024 (-0.099 -- 0.23),29 (3.1 -- -7)
Idaho,4470 (1212 -- 20371),Likely increasing,1.4 (0.97 -- 2),0.099 (-0.0093 -- 0.24),7 (2.9 -- -74)
Illinois,2792 (1262 -- 5657),Unsure,0.93 (0.64 -- 1.2),-0.018 (-0.11 -- 0.06),-38 (12 -- -6.5)
Indiana,2804 (1613 -- 5424),Unsure,1.2 (0.99 -- 1.4),0.043 (-0.0032 -- 0.11),16 (6.3 -- -220)
Iowa,2212 (983 -- 5015),Unsure,1.1 (0.8 -- 1.4),0.021 (-0.057 -- 0.1),32 (6.9 -- -12)
Kansas,2501 (842 -- 7403),Unsure,1.2 (0.74 -- 1.7),0.045 (-0.074 -- 0.18),15 (3.8 -- -9.4)
Kentucky,1463 (877 -- 3917),Likely increasing,1.1 (0.98 -- 1.4),0.016 (-0.005 -- 0.11),43 (6.2 -- -140)
Louisiana,10341 (5714 -- 20542),Unsure,1.2 (1 -- 1.5),0.059 (0.0044 -- 0.12),12 (5.6 -- 160)
Maine,81 (26 -- 172),Unsure,0.93 (0.57 -- 1.2),-0.019 (-0.13 -- 0.05),-37 (14 -- -5.5)
Maryland,1456 (800 -- 2583),Unsure,1 (0.82 -- 1.2),0.0046 (-0.052 -- 0.06),150 (12 -- -13)
