Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,10794 (7056 -- 18428),Increasing,1.1 (1 -- 1.2),0.032 (0.0091 -- 0.06),21 (12 -- 76)
Alaska,762 (288 -- 2560),Likely increasing,1.3 (0.9 -- 2.1),0.082 (-0.028 -- 0.28),8.4 (2.5 -- -25)
Arizona,8540 (4017 -- 17402),Unsure,0.87 (0.64 -- 1.1),-0.037 (-0.1 -- 0.033),-19 (21 -- -6.6)
Arkansas,3106 (1848 -- 5372),Likely increasing,1 (0.9 -- 1.2),0.012 (-0.027 -- 0.06),60 (12 -- -26)
California,45500 (26746 -- 72971),Likely increasing,1.1 (0.88 -- 1.2),0.017 (-0.032 -- 0.044),40 (16 -- -21)
Colorado,2309 (1275 -- 4155),Unsure,1.1 (0.86 -- 1.3),0.026 (-0.04 -- 0.086),27 (8.1 -- -17)
Connecticut,519 (219 -- 1424),Unsure,1.1 (0.79 -- 1.4),0.016 (-0.058 -- 0.11),43 (6.6 -- -12)
Delaware,339 (114 -- 1039),Unsure,0.93 (0.6 -- 1.5),-0.02 (-0.12 -- 0.12),-35 (5.8 -- -5.8)
District of Columbia,488 (228 -- 1097),Unsure,1.2 (0.91 -- 1.5),0.052 (-0.024 -- 0.13),13 (5.3 -- -29)
Florida,42799 (22698 -- 78832),Unsure,0.97 (0.75 -- 1.2),-0.0089 (-0.071 -- 0.06),-78 (11 -- -9.8)
Georgia,14750 (7678 -- 26925),Unsure,1 (0.79 -- 1.2),0.00098 (-0.06 -- 0.057),710 (12 -- -12)
Guam,1 (0 -- 24),Unsure,0.66 (0.2 -- 1.5),-0.1 (-0.26 -- 0.12),-6.9 (5.6 -- -2.7)
Hawaii,103 (23 -- 374),Unsure,0.96 (0.51 -- 1.5),-0.01 (-0.15 -- 0.12),-67 (5.6 -- -4.7)
Idaho,4937 (1182 -- 18161),Likely increasing,1.2 (0.74 -- 1.6),0.051 (-0.074 -- 0.15),14 (4.5 -- -9.3)
Illinois,5407 (2909 -- 10701),Unsure,1 (0.81 -- 1.3),0.013 (-0.053 -- 0.09),54 (7.7 -- -13)
Indiana,3888 (2480 -- 6769),Unsure,1.2 (1 -- 1.4),0.046 (0.0054 -- 0.096),15 (7.2 -- 130)
Iowa,2668 (1476 -- 4713),Unsure,1.1 (0.9 -- 1.2),0.018 (-0.027 -- 0.06),38 (11 -- -25)
Kansas,2260 (929 -- 5580),Unsure,1 (0.73 -- 1.3),0.0046 (-0.078 -- 0.092),150 (7.5 -- -8.9)
