date,confirm,region
2020-04-27,146,Alabama
2020-04-28,199,Alabama
2020-04-29,159,Alabama
2020-04-30,208,Alabama
2020-05-01,253,Alabama
2020-05-02,260,Alabama
2020-05-03,277,Alabama
2020-05-04,226,Alabama
2020-05-05,317,Alabama
2020-05-06,249,Alabama
2020-05-07,346,Alabama
2020-05-08,322,Alabama
2020-05-09,283,Alabama
2020-05-10,262,Alabama
2020-05-11,280,Alabama
2020-05-12,304,Alabama
2020-05-13,256,Alabama
2020-05-14,339,Alabama
2020-05-15,333,Alabama
2020-05-16,334,Alabama
2020-05-17,309,Alabama
2020-05-18,301,Alabama
2020-05-19,387,Alabama
2020-05-20,361,Alabama
2020-05-21,404,Alabama
2020-05-22,364,Alabama
2020-05-23,374,Alabama
2020-05-24,348,Alabama
2020-05-25,633,Alabama
2020-05-26,590,Alabama
2020-05-27,364,Alabama
2020-05-28,486,Alabama
2020-05-29,513,Alabama
2020-05-30,427,Alabama
2020-05-31,511,Alabama
2020-06-01,325,Alabama
2020-06-02,209,Alabama
2020-06-03,220,Alabama
2020-06-04,308,Alabama
2020-06-05,648,Alabama
2020-06-06,445,Alabama
2020-06-07,422,Alabama
2020-06-08,491,Alabama
2020-06-09,566,Alabama
2020-06-10,825,Alabama
2020-06-11,711,Alabama
2020-06-12,1035,Alabama
2020-06-13,959,Alabama
2020-06-14,818,Alabama
2020-06-15,303,Alabama
2020-06-16,549,Alabama
2020-06-17,907,Alabama
2020-06-18,735,Alabama
2020-06-19,549,Alabama
2020-06-20,458,Alabama
2020-06-21,439,Alabama
2020-06-22,649,Alabama
2020-06-23,1118,Alabama
2020-06-24,989,Alabama
2020-06-25,1002,Alabama
2020-06-26,1023,Alabama
2020-06-27,180,Alabama
2020-06-28,1420,Alabama
2020-06-29,1086,Alabama
2020-06-30,888,Alabama
2020-07-01,1170,Alabama
2020-07-02,1693,Alabama
2020-07-03,915,Alabama
2020-07-04,961,Alabama
2020-07-05,806,Alabama
2020-07-06,910,Alabama
2020-07-07,1416,Alabama
2020-07-08,1801,Alabama
2020-07-09,1546,Alabama
2020-07-10,1634,Alabama
2020-07-11,1473,Alabama
2020-07-12,1979,Alabama
2020-07-13,1387,Alabama
2020-07-14,2116,Alabama
2020-07-15,1910,Alabama
2020-07-16,1934,Alabama
2020-07-17,2024,Alabama
2020-07-18,2029,Alabama
2020-07-19,1552,Alabama
2020-07-20,1503,Alabama
2020-04-27,4,Alaska
2020-04-28,6,Alaska
2020-04-29,4,Alaska
2020-04-30,0,Alaska
2020-05-01,9,Alaska
2020-05-02,1,Alaska
2020-05-03,3,Alaska
2020-05-04,2,Alaska
2020-05-05,1,Alaska
2020-05-06,1,Alaska
2020-05-07,3,Alaska
2020-05-08,3,Alaska
2020-05-09,2,Alaska
2020-05-10,1,Alaska
2020-05-11,2,Alaska
2020-05-12,2,Alaska
2020-05-13,1,Alaska
2020-05-14,5,Alaska
2020-05-15,2,Alaska
2020-05-16,5,Alaska
2020-05-17,5,Alaska
2020-05-18,3,Alaska
2020-05-19,0,Alaska
2020-05-20,5,Alaska
2020-05-21,0,Alaska
2020-05-22,2,Alaska
2020-05-23,5,Alaska
2020-05-24,0,Alaska
2020-05-25,3,Alaska
2020-05-26,4,Alaska
2020-05-27,1,Alaska
2020-05-28,13,Alaska
2020-05-29,6,Alaska
2020-05-30,5,Alaska
2020-05-31,29,Alaska
2020-06-01,7,Alaska
2020-06-02,21,Alaska
2020-06-03,19,Alaska
2020-06-04,28,Alaska
2020-06-05,13,Alaska
2020-06-06,14,Alaska
2020-06-07,9,Alaska
2020-06-08,19,Alaska
2020-06-09,13,Alaska
2020-06-10,22,Alaska
2020-06-11,27,Alaska
2020-06-12,21,Alaska
2020-06-13,34,Alaska
2020-06-14,12,Alaska
2020-06-15,4,Alaska
2020-06-16,14,Alaska
2020-06-17,25,Alaska
2020-06-18,19,Alaska
2020-06-19,28,Alaska
2020-06-20,23,Alaska
2020-06-21,14,Alaska
2020-06-22,11,Alaska
2020-06-23,34,Alaska
2020-06-24,23,Alaska
2020-06-25,44,Alaska
2020-06-26,29,Alaska
2020-06-27,27,Alaska
2020-06-28,32,Alaska
2020-06-29,25,Alaska
2020-06-30,47,Alaska
2020-07-01,42,Alaska
2020-07-02,50,Alaska
2020-07-03,60,Alaska
2020-07-04,55,Alaska
2020-07-05,33,Alaska
2020-07-06,28,Alaska
2020-07-07,24,Alaska
2020-07-08,51,Alaska
2020-07-09,52,Alaska
2020-07-10,54,Alaska
2020-07-11,77,Alaska
2020-07-12,116,Alaska
2020-07-13,71,Alaska
2020-07-14,60,Alaska
2020-07-15,57,Alaska
2020-07-16,78,Alaska
2020-07-17,52,Alaska
2020-07-18,77,Alaska
2020-07-19,116,Alaska
2020-07-20,140,Alaska
2020-04-27,191,Arizona
2020-04-28,230,Arizona
2020-04-29,254,Arizona
2020-04-30,446,Arizona
2020-05-01,314,Arizona
2020-05-02,395,Arizona
2020-05-03,276,Arizona
2020-05-04,284,Arizona
2020-05-05,381,Arizona
2020-05-06,402,Arizona
2020-05-07,238,Arizona
2020-05-08,581,Arizona
2020-05-09,434,Arizona
2020-05-10,159,Arizona
2020-05-11,264,Arizona
2020-05-12,353,Arizona
2020-05-13,480,Arizona
2020-05-14,458,Arizona
2020-05-15,495,Arizona
2020-05-16,497,Arizona
2020-05-17,279,Arizona
2020-05-18,263,Arizona
2020-05-19,368,Arizona
2020-05-20,330,Arizona
2020-05-21,442,Arizona
2020-05-22,276,Arizona
2020-05-23,429,Arizona
2020-05-24,324,Arizona
2020-05-25,198,Arizona
2020-05-26,289,Arizona
2020-05-27,454,Arizona
