region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
US,771828 (329515 -- 1365270),771828,801147,335628,329515,558782,686338,855244,995965,1365270,New confirmed cases by infection date,Likely decreasing,0.77
California,135925 (62072 -- 240390),135925,141765,56205,62072,104480,124476,147169,172007,240390,New confirmed cases by infection date,Likely decreasing,0.69
Texas,118926 (74928 -- 225979),118926,130343,49278,74928,97684,110389,129413,150004,225979,New confirmed cases by infection date,Likely increasing,0.056
Florida,58291 (31302 -- 92766),58291,60047,19592,31302,47109,53967,62894,70960,92766,New confirmed cases by infection date,Stable,0.47
Georgia,50896 (28384 -- 88234),50896,53574,19231,28384,40233,46716,55217,63017,88234,New confirmed cases by infection date,Likely increasing,0.2
Arizona,40289 (22021 -- 74613),40289,43574,17342,22021,31836,36820,44059,52077,74613,New confirmed cases by infection date,Likely increasing,0.37
New York,39846 (21192 -- 76290),39846,43685,18725,21192,31007,36321,44469,52605,76290,New confirmed cases by infection date,Likely decreasing,0.88
North Carolina,32198 (20019 -- 50042),32198,33525,10146,20019,26959,30122,34670,38611,50042,New confirmed cases by infection date,Likely increasing,0.37
New Jersey,29311 (18524 -- 48132),29311,30802,9340,18524,24530,27456,31323,35417,48132,New confirmed cases by infection date,Likely increasing,0.16
Ohio,27382 (15836 -- 48341),27382,28981,10322,15836,21780,25018,29479,34393,48341,New confirmed cases by infection date,Likely decreasing,0.73
Virginia,24284 (16338 -- 38398),24284,25363,7066,16338,20442,22755,25957,28897,38398,New confirmed cases by infection date,Likely increasing,0.14
South Carolina,22551 (15147 -- 33055),22551,23261,5762,15147,19427,21448,23892,26216,33055,New confirmed cases by infection date,Likely increasing,0.082
Massachusetts,18735 (7644 -- 30129),18735,18736,6840,7644,14084,17231,20179,23092,30129,New confirmed cases by infection date,Likely decreasing,0.67
Louisiana,18263 (7943 -- 41622),18263,20954,12146,7943,13508,16416,20638,25338,41622,New confirmed cases by infection date,Likely increasing,0.37
Kansas,18176 (6080 -- 74669),18176,27359,42930,6080,11429,15202,22255,30828,74669,New confirmed cases by infection date,Likely increasing,0.22
Oklahoma,14928 (8099 -- 28067),14928,16061,6405,8099,11660,13658,16347,19066,28067,New confirmed cases by infection date,Stable,0.59
Tennessee,14594 (6787 -- 30572),14594,16215,8543,6787,10766,13012,16366,19765,30572,New confirmed cases by infection date,Likely decreasing,0.83
Illinois,14372 (5812 -- 31956),14372,15984,8666,5812,10016,12711,16213,19819,31956,New confirmed cases by infection date,Likely decreasing,0.89
Connecticut,14112 (6449 -- 33716),14112,16346,9445,6449,10416,12535,16007,19358,33716,New confirmed cases by infection date,Stable,0.4
Washington,12824 (6374 -- 24271),12824,13719,5708,6374,9911,11622,14033,16515,24271,New confirmed cases by infection date,Stable,0.53
Kentucky,12645 (5459 -- 24223),12645,13369,5838,5459,9362,11438,13976,16385,24223,New confirmed cases by infection date,Likely decreasing,0.65
Alabama,12415 (6648 -- 21528),12415,13038,4875,6648,9775,11334,13452,15434,21528,New confirmed cases by infection date,Likely decreasing,0.7
Arkansas,12163 (7302 -- 19030),12163,12532,3613,7302,10066,11400,12981,14548,19030,New confirmed cases by infection date,Likely increasing,0.31
Pennsylvania,12119 (4321 -- 26722),12119,13439,7111,4321,8230,10525,13949,17254,26722,New confirmed cases by infection date,Decreasing,0.95
Wisconsin,10273 (3248 -- 20237),10273,10829,5470,3248,7217,9126,11345,13498,20237,New confirmed cases by infection date,Likely decreasing,0.63
Michigan,10194 (3773 -- 23295),10194,11440,6520,3773,7252,9045,11466,14115,23295,New confirmed cases by infection date,Likely decreasing,0.79
Maryland,10052 (4500 -- 18299),10052,10559,4321,4500,7498,9048,11110,13083,18299,New confirmed cases by infection date,Likely decreasing,0.7
Missouri,9427 (4273 -- 17349),9427,9949,4116,4273,7051,8573,10339,12012,17349,New confirmed cases by infection date,Likely decreasing,0.75
Utah,9097 (3914 -- 17862),9097,9730,4493,3914,6538,8056,10179,12102,17862,New confirmed cases by infection date,Likely decreasing,0.78
Indiana,8712 (2836 -- 19847),8712,9784,5515,2836,5681,7471,10003,12822,19847,New confirmed cases by infection date,Likely decreasing,0.94
Mississippi,8006 (4677 -- 13116),8006,8382,2671,4677,6640,7452,8617,9822,13116,New confirmed cases by infection date,Stable,0.55
Nevada,7839 (3865 -- 14316),7839,8188,3175,3865,5995,7059,8541,9796,14316,New confirmed cases by infection date,Likely decreasing,0.68
Rhode Island,5916 (2660 -- 12675),5916,6634,3533,2660,4301,5226,6598,8155,12675,New confirmed cases by infection date,Stable,0.45
West Virginia,4329 (2455 -- 6989),4329,4487,1410,2455,3547,4051,4669,5270,6989,New confirmed cases by infection date,Likely decreasing,0.76
Colorado,4253 (1718 -- 9223),4253,4716,2414,1718,2974,3716,4784,5976,9223,New confirmed cases by infection date,Decreasing,0.95
Oregon,4249 (2470 -- 7545),4249,4514,1579,2470,3418,3925,4613,5328,7545,New confirmed cases by infection date,Likely decreasing,0.7
Nebraska,4201 (1963 -- 8472),4201,4603,2191,1963,3159,3765,4680,5612,8472,New confirmed cases by infection date,Stable,0.5
Iowa,4164 (1320 -- 10875),4164,4884,3217,1320,2782,3617,4834,6165,10875,New confirmed cases by infection date,Likely decreasing,0.8
New Mexico,4118 (1814 -- 8023),4118,4405,1962,1814,3061,3717,4550,5407,8023,New confirmed cases by infection date,Likely decreasing,0.67
Idaho,3434 (2209 -- 5466),3434,3598,1057,2209,2891,3226,3652,4143,5466,New confirmed cases by infection date,Likely decreasing,0.61
Maine,3124 (1785 -- 5787),3124,3371,1302,1785,2485,2878,3386,3954,5787,New confirmed cases by infection date,Likely increasing,0.21
Minnesota,2791 (1047 -- 6470),2791,3166,1933,1047,1888,2417,3178,3981,6470,New confirmed cases by infection date,Decreasing,0.97
Delaware,2767 (1419 -- 4931),2767,2902,1093,1419,2138,2528,2992,3430,4931,New confirmed cases by infection date,Stable,0.55
New Hampshire,2493 (1291 -- 4366),2493,2653,1040,1291,1979,2286,2739,3136,4366,New confirmed cases by infection date,Likely decreasing,0.81
