region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,121100 (86319 -- 177505),121100,125219,29184,86319,104884,115539,127300,140197,177505,New confirmed cases by infection date,Unsure
California,22332 (12332 -- 37700),22332,23450,8290,12332,17751,20478,24271,28202,37700,New confirmed cases by infection date,Unsure
Texas,15270 (7127 -- 27791),15270,16121,6400,7127,11616,13876,16770,19568,27791,New confirmed cases by infection date,Unsure
North Carolina,9224 (5730 -- 15778),9224,9815,3235,5730,7561,8612,10036,11381,15778,New confirmed cases by infection date,Unsure
Florida,8060 (4478 -- 14044),8060,8533,3119,4478,6368,7364,8792,10264,14044,New confirmed cases by infection date,Unsure
Illinois,7627 (4623 -- 13198),7627,8126,2840,4623,6206,7061,8267,9394,13198,New confirmed cases by infection date,Unsure
Georgia,7002 (4177 -- 12328),7002,7488,2710,4177,5704,6516,7553,8702,12328,New confirmed cases by infection date,Unsure
Indiana,5178 (2925 -- 11056),5178,5907,3080,2925,4054,4675,5697,6941,11056,New confirmed cases by infection date,Unsure
Michigan,3899 (1903 -- 9678),3899,4664,3230,1903,2849,3490,4411,5483,9678,New confirmed cases by infection date,Unsure
Missouri,3866 (1951 -- 7778),3866,4240,1861,1951,2899,3486,4295,5112,7778,New confirmed cases by infection date,Unsure
Tennessee,3798 (2017 -- 7987),3798,4276,2099,2017,2967,3476,4153,5020,7987,New confirmed cases by infection date,Unsure
Kentucky,3309 (1689 -- 7310),3309,3762,1992,1689,2507,2976,3665,4440,7310,New confirmed cases by infection date,Unsure
Minnesota,2959 (1810 -- 5604),2959,3216,1296,1810,2363,2714,3229,3733,5604,New confirmed cases by infection date,Unsure
Alabama,2891 (1514 -- 6053),2891,3228,1503,1514,2232,2609,3214,3885,6053,New confirmed cases by infection date,Unsure
Mississippi,2803 (1466 -- 6924),2803,3292,1966,1466,2104,2509,3132,3815,6924,New confirmed cases by infection date,Unsure
Iowa,2749 (1556 -- 5724),2749,3099,1532,1556,2176,2532,2998,3635,5724,New confirmed cases by infection date,Unsure
Ohio,2711 (1783 -- 4375),2711,2853,825,1783,2294,2557,2903,3247,4375,New confirmed cases by infection date,Unsure
Virginia,2658 (1554 -- 4847),2658,2858,1052,1554,2145,2462,2905,3323,4847,New confirmed cases by infection date,Unsure
Kansas,2543 (1339 -- 4568),2543,2677,1000,1339,2013,2310,2767,3194,4568,New confirmed cases by infection date,Unsure
South Carolina,2402 (1272 -- 4929),2402,2678,1266,1272,1831,2173,2687,3240,4929,New confirmed cases by infection date,Unsure
Wisconsin,2297 (1200 -- 4055),2297,2428,927,1200,1807,2092,2481,2875,4055,New confirmed cases by infection date,Unsure
Oklahoma,2171 (1133 -- 4824),2171,2525,1590,1133,1673,1962,2435,2870,4824,New confirmed cases by infection date,Unsure
