region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
US,59318 (41510 -- 84476),59318,60602,13506,41510,51083,56171,62573,68381,84476,New confirmed cases by infection date,Decreasing,0.99
Florida,8731 (5322 -- 20205),8731,10251,4708,5322,7008,7991,9530,11693,20205,New confirmed cases by infection date,Likely decreasing,0.73
Texas,4240 (2602 -- 6905),4240,4444,1337,2602,3502,3938,4601,5209,6905,New confirmed cases by infection date,Decreasing,0.96
New York,3704 (2142 -- 6706),3704,3991,1553,2142,2949,3434,4034,4686,6706,New confirmed cases by infection date,Likely decreasing,0.92
Pennsylvania,3547 (2184 -- 6521),3547,3857,1488,2184,2900,3275,3847,4506,6521,New confirmed cases by infection date,Likely decreasing,0.9
California,3509 (1784 -- 6264),3509,3708,1411,1784,2732,3214,3844,4462,6264,New confirmed cases by infection date,Likely decreasing,0.88
Illinois,3133 (1991 -- 5101),3133,3291,1009,1991,2590,2915,3389,3811,5101,New confirmed cases by infection date,Likely decreasing,0.94
North Carolina,2977 (850 -- 8820),2977,3741,3674,850,1946,2526,3465,4480,8820,New confirmed cases by infection date,Likely decreasing,0.79
Michigan,2794 (1661 -- 4728),2794,2953,984,1661,2293,2592,3034,3453,4728,New confirmed cases by infection date,Decreasing,0.99
Alabama,2778 (646 -- 9442),2778,3657,3640,646,1717,2349,3274,4385,9442,New confirmed cases by infection date,Stable,0.47
Ohio,2728 (1511 -- 4985),2728,2944,1190,1511,2181,2494,2967,3501,4985,New confirmed cases by infection date,Likely decreasing,0.88
Washington,1947 (757 -- 4246),1947,2160,1186,757,1350,1715,2212,2651,4246,New confirmed cases by infection date,Decreasing,0.95
Arizona,1891 (861 -- 4443),1891,2201,1384,861,1423,1699,2142,2582,4443,New confirmed cases by infection date,Likely decreasing,0.66
Colorado,1860 (990 -- 3198),1860,1952,729,990,1457,1699,2014,2311,3198,New confirmed cases by infection date,Decreasing,0.97
Indiana,1851 (1186 -- 2862),1851,1927,556,1186,1558,1725,1986,2233,2862,New confirmed cases by infection date,Decreasing,0.97
Kentucky,1701 (1067 -- 2727),1701,1772,527,1067,1420,1581,1812,2030,2727,New confirmed cases by infection date,Likely decreasing,0.75
Minnesota,1667 (783 -- 3429),1667,1832,894,783,1213,1483,1842,2245,3429,New confirmed cases by infection date,Decreasing,0.95
Missouri,1570 (861 -- 2642),1570,1652,654,861,1262,1449,1697,1923,2642,New confirmed cases by infection date,Likely decreasing,0.82
Louisiana,1526 (492 -- 5795),1526,2128,2425,492,976,1291,1775,2378,5795,New confirmed cases by infection date,Stable,0.59
Georgia,1383 (888 -- 2278),1383,1467,464,888,1155,1297,1486,1688,2278,New confirmed cases by infection date,Likely decreasing,0.93
Maryland,1247 (769 -- 2585),1247,1408,609,769,1001,1148,1382,1629,2585,New confirmed cases by infection date,Stable,0.41
Massachusetts,1227 (602 -- 2347),1227,1334,645,602,921,1112,1349,1604,2347,New confirmed cases by infection date,Decreasing,0.96
South Carolina,1199 (640 -- 2156),1199,1267,484,640,941,1096,1303,1509,2156,New confirmed cases by infection date,Decreasing,0.96
Wisconsin,1167 (624 -- 2167),1167,1252,520,624,912,1069,1265,1492,2167,New confirmed cases by infection date,Likely decreasing,0.9
Oregon,1097 (651 -- 1828),1097,1149,380,651,899,1016,1174,1319,1828,New confirmed cases by infection date,Decreasing,0.95
Virginia,1017 (681 -- 1668),1017,1077,326,681,854,957,1081,1228,1668,New confirmed cases by infection date,Likely decreasing,0.9
New Jersey,994 (443 -- 3154),994,1309,1351,443,700,871,1135,1450,3154,New confirmed cases by infection date,Likely decreasing,0.8
Nevada,950 (328 -- 2519),950,1151,848,328,662,827,1094,1401,2519,New confirmed cases by infection date,Likely decreasing,0.74
Utah,849 (606 -- 1201),849,868,183,606,742,803,896,975,1201,New confirmed cases by infection date,Decreasing,0.98
Tennessee,819 (59 -- 7216),819,3078,29967,59,350,613,1082,1659,7216,New confirmed cases by infection date,Likely decreasing,0.74
Delaware,734 (355 -- 2555),734,983,684,355,519,632,874,1167,2555,New confirmed cases by infection date,Stable,0.4
Arkansas,715 (431 -- 1211),715,757,250,431,587,664,771,882,1211,New confirmed cases by infection date,Likely decreasing,0.7
Mississippi,667 (264 -- 2059),667,871,1215,264,463,580,762,986,2059,New confirmed cases by infection date,Likely decreasing,0.67
Kansas,571 (188 -- 2310),571,894,2059,188,361,484,705,1001,2310,New confirmed cases by infection date,Stable,0.49
West Virginia,522 (211 -- 1015),522,552,250,211,379,463,580,689,1015,New confirmed cases by infection date,Decreasing,0.98
New Mexico,466 (164 -- 1596),466,648,809,164,320,407,545,711,1596,New confirmed cases by infection date,Likely decreasing,0.7
Idaho,432 (199 -- 1189),432,535,444,199,318,386,484,608,1189,New confirmed cases by infection date,Likely decreasing,0.77
Iowa,428 (254 -- 714),428,450,150,254,347,396,462,528,714,New confirmed cases by infection date,Decreasing,0.97
Hawaii,418 (186 -- 945),418,470,253,186,309,369,466,565,945,New confirmed cases by infection date,Stable,0.58
Maine,404 (186 -- 763),404,432,182,186,301,363,450,532,763,New confirmed cases by infection date,Decreasing,0.95
Rhode Island,353 (128 -- 1069),353,462,468,128,233,302,418,544,1069,New confirmed cases by infection date,Likely decreasing,0.79
Wyoming,339 (220 -- 592),339,365,129,220,280,317,365,419,592,New confirmed cases by infection date,Likely increasing,0.16
Connecticut,316 (128 -- 697),316,349,180,128,231,283,351,427,697,New confirmed cases by infection date,Decreasing,0.98
Oklahoma,310 (63 -- 1595),310,606,2602,63,179,256,382,528,1595,New confirmed cases by infection date,Likely decreasing,0.74
Puerto Rico,305 (79 -- 1463),305,511,878,79,180,252,389,566,1463,New confirmed cases by infection date,Likely decreasing,0.75
Montana,292 (113 -- 559),292,310,141,113,216,259,326,381,559,New confirmed cases by infection date,Likely decreasing,0.9
New Hampshire,211 (99 -- 398),211,225,96,99,159,189,232,272,398,New confirmed cases by infection date,Decreasing,0.98
Nebraska,190 (52 -- 541),190,238,270,52,123,163,228,299,541,New confirmed cases by infection date,Decreasing,0.95
Alaska,185 (69 -- 456),185,216,191,69,126,160,208,259,456,New confirmed cases by infection date,Likely decreasing,0.87
North Dakota,181 (108 -- 316),181,193,68,108,147,167,199,225,316,New confirmed cases by infection date,Likely decreasing,0.92
District of Columbia,90 (41 -- 188),90,99,48,41,65,81,100,120,188,New confirmed cases by infection date,Decreasing,0.95
South Dakota,87 (25 -- 264),87,110,90,25,54,72,104,140,264,New confirmed cases by infection date,Likely decreasing,0.92
Vermont,80 (25 -- 179),80,87,50,25,51,68,90,112,179,New confirmed cases by infection date,Likely decreasing,0.94
Virgin Islands,53 (6 -- 215),53,77,137,6,28,42,64,89,215,New confirmed cases by infection date,Stable,0.43
Guam,17 (3 -- 55),17,22,19,3,9,13,21,29,55,New confirmed cases by infection date,Likely decreasing,0.74
Northern Mariana Islands,7 (1 -- 91),7,36,221,1,3,5,10,18,91,New confirmed cases by infection date,Likely increasing,0.16
Northern Mariana Islands,1.3 (0.84 -- 2.7),1.3,1.5,0.75,0.84,1.1,1.2,1.4,1.6,2.7,Effective reproduction no.,Likely increasing,0.16
Alabama,1 (0.61 -- 1.3),1,1,0.23,0.61,0.9,0.98,1,1.1,1.3,Effective reproduction no.,Stable,0.47
Delaware,1 (0.84 -- 1.5),1,1.1,0.22,0.84,0.95,1,1.1,1.2,1.5,Effective reproduction no.,Stable,0.4
Kansas,1 (0.75 -- 1.4),1,1,0.23,0.75,0.92,0.97,1,1.1,1.4,Effective reproduction no.,Stable,0.49
