Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,9319 (1964 -- 38950),Likely increasing,1.1 (0.7 -- 1.3),0.015 (-0.084 -- 0.085),47 (8.2 -- -8.2)
Alaska,693 (16 -- 5033),Unsure,1 (0.38 -- 1.4),0.0098 (-0.19 -- 0.096),71 (7.2 -- -3.6)
Arizona,26870 (10870 -- 96711),Increasing,1.2 (0.96 -- 1.6),0.045 (-0.011 -- 0.14),15 (4.8 -- -63)
Arkansas,13072 (4009 -- 36590),Unsure,1.1 (0.8 -- 1.4),0.034 (-0.058 -- 0.1),21 (6.6 -- -12)
California,79770 (23260 -- 203429),Unsure,1.2 (0.84 -- 1.5),0.052 (-0.046 -- 0.13),13 (5.5 -- -15)
Colorado,16046 (2570 -- 70298),Likely increasing,1.1 (0.67 -- 1.5),0.02 (-0.097 -- 0.12),34 (5.7 -- -7.2)
Connecticut,7537 (73 -- 29490),Likely increasing,1 (0.13 -- 1.2),0.011 (-0.28 -- 0.062),65 (11 -- -2.5)
Delaware,1977 (488 -- 16328),Likely increasing,1.1 (0.83 -- 1.7),0.029 (-0.05 -- 0.18),24 (3.9 -- -14)
District of Columbia,934 (206 -- 5395),Likely increasing,1.1 (0.8 -- 1.6),0.031 (-0.056 -- 0.15),22 (4.6 -- -12)
Florida,27310 (4220 -- 177581),Unsure,0.94 (0.52 -- 1.5),-0.017 (-0.14 -- 0.12),-42 (5.7 -- -4.8)
Georgia,5172 (682 -- 16835),Unsure,0.96 (0.54 -- 1.2),-0.011 (-0.14 -- 0.059),-63 (12 -- -5)
Guam,20 (0 -- 233),Unsure,0.82 (0.33 -- 1.3),-0.051 (-0.21 -- 0.089),-14 (7.8 -- -3.3)
Hawaii,10 (0 -- 1163),Unsure,0.47 (0.023 -- 1.7),-0.16 (-0.35 -- 0.18),-4.3 (3.8 -- -2)
Idaho,4191 (661 -- 13827),Likely increasing,1 (0.66 -- 1.2),0.012 (-0.098 -- 0.066),58 (11 -- -7.1)
Illinois,17893 (4868 -- 49171),Unsure,0.91 (0.59 -- 1.1),-0.027 (-0.12 -- 0.038),-26 (18 -- -5.8)
Indiana,20683 (9934 -- 41880),Likely increasing,1.1 (0.92 -- 1.2),0.017 (-0.024 -- 0.049),40 (14 -- -29)
Iowa,25019 (8880 -- 128636),Likely increasing,1.1 (0.93 -- 1.6),0.039 (-0.019 -- 0.15),18 (4.6 -- -37)
Kansas,8380 (512 -- 99907),Unsure,1.1 (0.52 -- 1.7),0.019 (-0.14 -- 0.18),37 (3.8 -- -4.8)
Kentucky,7657 (3444 -- 24561),Likely increasing,1.1 (0.95 -- 1.3),0.022 (-0.013 -- 0.091),32 (7.6 -- -55)
Louisiana,7375 (2837 -- 20623),Likely increasing,1.1 (0.84 -- 1.3),0.019 (-0.044 -- 0.074),37 (9.4 -- -16)
Maine,2075 (244 -- 18589),Likely increasing,1.1 (0.64 -- 1.8),0.035 (-0.11 -- 0.2),20 (3.4 -- -6.6)
Maryland,12882 (5082 -- 37081),Likely increasing,1.1 (0.85 -- 1.3),0.021 (-0.042 -- 0.089),33 (7.8 -- -17)
Massachusetts,11699 (5760 -- 24129),Likely increasing,1.1 (0.92 -- 1.2),0.022 (-0.023 -- 0.059),32 (12 -- -31)
Michigan,38251 (9652 -- 139160),Likely increasing,1.1 (0.73 -- 1.4),0.014 (-0.076 -- 0.099),48 (7 -- -9.1)
Minnesota,8471 (3517 -- 21012),Unsure,0.98 (0.76 -- 1.2),-0.006 (-0.069 -- 0.054),-120 (13 -- -10)
Mississippi,7430 (2762 -- 21185),Likely increasing,1.1 (0.86 -- 1.3),0.022 (-0.039 -- 0.08),31 (8.6 -- -18)
Missouri,15088 (3613 -- 176688),Unsure,1.1 (0.84 -- 1.7),0.02 (-0.046 -- 0.17),35 (4.2 -- -15)
Montana,1164 (117 -- 9669),Unsure,0.92 (0.5 -- 1.3),-0.023 (-0.15 -- 0.092),-30 (7.6 -- -4.6)
Nebraska,5754 (425 -- 22109),Unsure,1 (0.56 -- 1.3),0.0099 (-0.13 -- 0.071),70 (9.7 -- -5.3)
Nevada,10754 (2768 -- 39071),Likely increasing,1.1 (0.78 -- 1.5),0.031 (-0.064 -- 0.12),22 (5.8 -- -11)
New Hampshire,2546 (358 -- 14380),Unsure,1.1 (0.63 -- 1.7),0.033 (-0.11 -- 0.17),21 (4.2 -- -6.5)
New Jersey,13762 (3520 -- 34427),Likely increasing,1.1 (0.71 -- 1.2),0.015 (-0.083 -- 0.054),46 (13 -- -8.4)
New Mexico,5724 (1467 -- 20707),Unsure,1 (0.69 -- 1.4),0.0025 (-0.089 -- 0.095),280 (7.3 -- -7.8)
New York,39432 (18105 -- 120736),Increasing,1.2 (0.96 -- 1.5),0.048 (-0.011 -- 0.12),14 (5.7 -- -62)
North Carolina,13956 (6213 -- 44460),Likely increasing,1.1 (0.92 -- 1.4),0.022 (-0.023 -- 0.1),32 (6.7 -- -31)
North Dakota,1905 (360 -- 6443),Unsure,0.95 (0.64 -- 1.1),-0.015 (-0.1 -- 0.038),-47 (18 -- -6.7)
Ohio,15232 (3154 -- 39278),Likely increasing,1.1 (0.71 -- 1.2),0.014 (-0.084 -- 0.063),51 (11 -- -8.2)
Oklahoma,6017 (2136 -- 15836),Likely increasing,1.1 (0.86 -- 1.2),0.015 (-0.038 -- 0.061),46 (11 -- -18)
Oregon,5459 (1094 -- 16385),Likely increasing,1.1 (0.7 -- 1.3),0.026 (-0.086 -- 0.081),27 (8.6 -- -8.1)
