Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,3262 (412 -- 83790),Stable,0.99 (0.58 -- 2),-0.0041 (-0.13 -- 0.24),-170 (2.9 -- -5.5)
Alaska,0 (0 -- 31),Likely decreasing,0.49 (0.0098 -- 1.3),-0.15 (-0.36 -- 0.091),-4.5 (7.6 -- -1.9)
Arizona,1179 (345 -- 7257),Likely decreasing,0.87 (0.65 -- 1.3),-0.038 (-0.1 -- 0.081),-18 (8.6 -- -6.7)
Arkansas,6 (0 -- 525),Likely decreasing,0.38 (0.036 -- 1.5),-0.19 (-0.35 -- 0.13),-3.6 (5.2 -- -2)
California,9527 (2885 -- 28221),Likely decreasing,0.89 (0.66 -- 1.1),-0.031 (-0.098 -- 0.031),-22 (22 -- -7.1)
Colorado,603 (196 -- 3047),Stable,0.97 (0.77 -- 1.4),-0.009 (-0.066 -- 0.097),-77 (7.1 -- -10)
Connecticut,432 (189 -- 1321),Likely decreasing,0.91 (0.76 -- 1.1),-0.026 (-0.067 -- 0.039),-27 (18 -- -10)
Delaware,186 (11 -- 2663),Likely decreasing,0.91 (0.45 -- 1.8),-0.026 (-0.17 -- 0.2),-26 (3.4 -- -4.2)
District of Columbia,279 (49 -- 2288),Stable,1 (0.66 -- 1.6),0.0012 (-0.098 -- 0.15),570 (4.7 -- -7.1)
Florida,7021 (1355 -- 18867),Likely decreasing,0.93 (0.52 -- 1.2),-0.02 (-0.15 -- 0.057),-34 (12 -- -4.8)
Georgia,5062 (1354 -- 23226),Likely decreasing,0.95 (0.65 -- 1.4),-0.013 (-0.1 -- 0.11),-52 (6.5 -- -6.7)
Guam,10 (0 -- 271),Stable,0.96 (0.25 -- 1.7),-0.012 (-0.24 -- 0.18),-60 (3.8 -- -2.9)
Hawaii,116 (6 -- 2379),Stable,0.98 (0.44 -- 1.8),-0.0062 (-0.17 -- 0.2),-110 (3.6 -- -4)
Idaho,361 (75 -- 4524),Likely decreasing,0.97 (0.69 -- 1.6),-0.009 (-0.09 -- 0.17),-77 (4.2 -- -7.7)
Illinois,1838 (883 -- 4874),Likely decreasing,0.94 (0.8 -- 1.1),-0.018 (-0.058 -- 0.039),-39 (18 -- -12)
Indiana,938 (355 -- 4875),Likely decreasing,0.92 (0.74 -- 1.4),-0.022 (-0.073 -- 0.11),-32 (6.4 -- -9.5)
Iowa,1417 (200 -- 19793),Likely decreasing,0.95 (0.54 -- 1.6),-0.014 (-0.13 -- 0.15),-49 (4.6 -- -5.2)
Kansas,252 (2 -- 3188),Likely decreasing,0.82 (0.17 -- 1.4),-0.05 (-0.28 -- 0.1),-14 (7 -- -2.5)
Kentucky,39 (0 -- 2711),Likely decreasing,0.36 (0.023 -- 1.6),-0.2 (-0.36 -- 0.16),-3.5 (4.4 -- -1.9)
Louisiana,813 (147 -- 3215),Likely decreasing,0.91 (0.62 -- 1.3),-0.025 (-0.11 -- 0.074),-28 (9.3 -- -6.3)
Maine,93 (11 -- 1197),Likely decreasing,0.9 (0.55 -- 1.4),-0.027 (-0.13 -- 0.11),-25 (6 -- -5.2)
Maryland,2504 (1017 -- 6994),Likely increasing,1 (0.83 -- 1.4),0.012 (-0.049 -- 0.099),57 (7 -- -14)
Massachusetts,231 (5 -- 2249),Decreasing,0.55 (0.12 -- 0.94),-0.13 (-0.3 -- -0.018),-5.2 (-38 -- -2.3)
Michigan,15985 (4431 -- 61132),Likely increasing,1.2 (0.85 -- 1.7),0.053 (-0.042 -- 0.17),13 (4.1 -- -17)
Minnesota,1664 (330 -- 48399),Stable,1 (0.65 -- 2.4),0.0017 (-0.1 -- 0.33),420 (2.1 -- -6.8)
Mississippi,502 (114 -- 3454),Likely decreasing,0.89 (0.52 -- 1.4),-0.03 (-0.14 -- 0.098),-23 (7 -- -4.8)
Missouri,285 (22 -- 1950),Likely decreasing,0.81 (0.45 -- 1.2),-0.053 (-0.17 -- 0.056),-13 (12 -- -4.2)
