Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1341 (18 -- 33675),Likely decreasing,0.66 (0.17 -- 1.5),-0.098 (-0.28 -- 0.12),-7.1 (5.6 -- -2.5)
Alaska,15 (0 -- 226),Likely decreasing,0.75 (0.18 -- 1.3),-0.07 (-0.27 -- 0.069),-9.9 (10 -- -2.6)
Arizona,11507 (1226 -- 64476),Likely decreasing,0.92 (0.49 -- 1.3),-0.023 (-0.15 -- 0.087),-30 (8 -- -4.5)
Arkansas,445 (83 -- 2261),Likely decreasing,0.76 (0.48 -- 1.2),-0.067 (-0.16 -- 0.056),-10 (12 -- -4.4)
California,54614 (16223 -- 239253),Stable,0.97 (0.71 -- 1.4),-0.0077 (-0.086 -- 0.1),-90 (6.7 -- -8.1)
Colorado,915 (313 -- 3224),Likely decreasing,0.89 (0.68 -- 1.1),-0.029 (-0.093 -- 0.027),-24 (25 -- -7.5)
Connecticut,1493 (101 -- 9062),Likely decreasing,0.89 (0.46 -- 1.2),-0.031 (-0.16 -- 0.061),-22 (11 -- -4.3)
Delaware,22662 (1354 -- 393457),Likely increasing,1.9 (0.87 -- 4.2),0.22 (-0.036 -- 0.7),3.2 (0.99 -- -19)
District of Columbia,223 (15 -- 1371),Likely decreasing,0.85 (0.44 -- 1.3),-0.041 (-0.17 -- 0.078),-17 (8.9 -- -4.1)
Florida,12380 (5604 -- 26117),Likely decreasing,0.92 (0.73 -- 1.1),-0.023 (-0.078 -- 0.023),-30 (30 -- -8.9)
Georgia,4596 (250 -- 23147),Likely decreasing,0.8 (0.28 -- 1.2),-0.056 (-0.23 -- 0.055),-12 (13 -- -3)
Guam,0 (0 -- 37),Likely decreasing,0.6 (0.013 -- 2),-0.12 (-0.36 -- 0.24),-5.9 (2.9 -- -1.9)
Hawaii,287 (2 -- 79088),Stable,1.1 (0.32 -- 4.5),0.033 (-0.21 -- 0.75),21 (0.93 -- -3.2)
Idaho,434 (93 -- 2204),Likely decreasing,0.92 (0.67 -- 1.3),-0.021 (-0.097 -- 0.079),-32 (8.7 -- -7.2)
Illinois,4136 (1661 -- 8246),Likely decreasing,0.91 (0.75 -- 1),-0.024 (-0.071 -- 0.013),-29 (53 -- -9.7)
Indiana,1937 (264 -- 6823),Likely decreasing,0.84 (0.47 -- 1.2),-0.044 (-0.16 -- 0.065),-16 (11 -- -4.3)
Iowa,2411 (47 -- 18966),Likely decreasing,0.91 (0.33 -- 1.4),-0.025 (-0.21 -- 0.11),-28 (6.4 -- -3.3)
Kansas,1 (0 -- 5578),Likely decreasing,0.1 (0.00043 -- 1.8),-0.31 (-0.4 -- 0.22),-2.3 (3.2 -- -1.8)
Kentucky,3547 (687 -- 31058),Likely decreasing,0.94 (0.62 -- 1.7),-0.018 (-0.11 -- 0.18),-39 (3.9 -- -6.3)
Louisiana,1706 (115 -- 44371),Likely decreasing,0.88 (0.41 -- 2.1),-0.034 (-0.18 -- 0.27),-21 (2.6 -- -3.8)
Maine,3958 (205 -- 343019),Likely increasing,1.4 (0.71 -- 4.1),0.11 (-0.084 -- 0.67),6.5 (1 -- -8.3)
Maryland,2320 (1069 -- 6181),Likely decreasing,0.93 (0.76 -- 1.2),-0.019 (-0.068 -- 0.052),-36 (13 -- -10)
Massachusetts,2236 (423 -- 8057),Likely decreasing,0.8 (0.47 -- 1.2),-0.058 (-0.16 -- 0.063),-12 (11 -- -4.3)
