Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,11699 (3560 -- 113807),Likely increasing,1.1 (0.94 -- 1.8),0.037 (-0.018 -- 0.21),19 (3.3 -- -38)
Alaska,1216 (187 -- 26303),Unsure,1.2 (0.77 -- 2.3),0.043 (-0.065 -- 0.3),16 (2.3 -- -11)
Arizona,10778 (2132 -- 95581),Unsure,1.2 (0.71 -- 2),0.046 (-0.082 -- 0.26),15 (2.7 -- -8.4)
Arkansas,10880 (3734 -- 73763),Unsure,1.1 (0.97 -- 1.8),0.035 (-0.0091 -- 0.19),20 (3.6 -- -76)
California,55225 (19323 -- 236256),Unsure,1.3 (1 -- 1.9),0.079 (0.0027 -- 0.22),8.8 (3.1 -- 260)
Colorado,14634 (2682 -- 45063),Likely increasing,1.1 (0.72 -- 1.4),0.036 (-0.08 -- 0.094),20 (7.4 -- -8.7)
Connecticut,10299 (4536 -- 28834),Increasing,1.2 (1 -- 1.4),0.045 (0.0017 -- 0.094),15 (7.4 -- 410)
Delaware,643 (139 -- 3342),Unsure,1 (0.76 -- 1.4),0.0093 (-0.068 -- 0.11),75 (6.2 -- -10)
District of Columbia,1075 (192 -- 8532),Unsure,1.2 (0.77 -- 1.9),0.045 (-0.064 -- 0.22),16 (3.1 -- -11)
Florida,34524 (7253 -- 172303),Unsure,1.1 (0.76 -- 1.7),0.037 (-0.069 -- 0.18),19 (3.8 -- -10)
Georgia,13805 (4672 -- 62367),Unsure,1.1 (0.87 -- 1.5),0.029 (-0.037 -- 0.13),24 (5.1 -- -19)
Guam,16 (0 -- 217),Unsure,0.74 (0.12 -- 1.1),-0.075 (-0.3 -- 0.029),-9.3 (24 -- -2.3)
Hawaii,1102 (6 -- 35382),Unsure,1.1 (0.18 -- 2.6),0.037 (-0.28 -- 0.37),19 (1.9 -- -2.5)
Idaho,3669 (1190 -- 11537),Likely increasing,1.1 (0.83 -- 1.4),0.024 (-0.047 -- 0.11),28 (6.6 -- -15)
Illinois,50657 (23252 -- 118532),Likely increasing,1.1 (0.91 -- 1.3),0.03 (-0.025 -- 0.08),23 (8.7 -- -27)
Indiana,19693 (9859 -- 42425),Increasing,1.1 (0.95 -- 1.2),0.023 (-0.015 -- 0.06),30 (12 -- -47)
Iowa,12993 (5583 -- 39284),Likely increasing,1.1 (0.94 -- 1.3),0.03 (-0.016 -- 0.086),23 (8 -- -44)
Kansas,8069 (1444 -- 119529),Unsure,1.1 (0.78 -- 2.1),0.03 (-0.064 -- 0.27),23 (2.6 -- -11)
Kentucky,4969 (2369 -- 12765),Likely increasing,1.1 (0.92 -- 1.3),0.02 (-0.022 -- 0.079),35 (8.8 -- -31)
Louisiana,4526 (1901 -- 13533),Unsure,1.1 (0.87 -- 1.3),0.017 (-0.037 -- 0.081),40 (8.6 -- -19)
Maine,960 (25 -- 7242),Unsure,1.1 (0.4 -- 1.7),0.023 (-0.19 -- 0.17),30 (4.1 -- -3.7)
