region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases
US,488555 (304146 -- 920626),488555,538892,232943,304146,403935,454154,530483,609366,920626,New confirmed cases by infection date,Increasing
Michigan,60765 (18808 -- 205960),60765,82959,89132,18808,40822,52464,71257,95178,205960,New confirmed cases by infection date,Likely increasing
California,55225 (19323 -- 236256),55225,98056,439561,19323,34703,46284,64998,88842,236256,New confirmed cases by infection date,Unsure
Illinois,50657 (23252 -- 118532),50657,59734,42967,23252,38261,46040,56045,69603,118532,New confirmed cases by infection date,Likely increasing
Pennsylvania,41692 (12394 -- 126939),41692,52845,46562,12394,26996,35151,49458,64480,126939,New confirmed cases by infection date,Likely increasing
Florida,34524 (7253 -- 172303),34524,62634,136196,7253,19886,27665,43179,62298,172303,New confirmed cases by infection date,Unsure
Texas,29055 (8323 -- 104305),29055,39617,41212,8323,18424,24784,34329,46198,104305,New confirmed cases by infection date,Unsure
Ohio,26758 (7748 -- 95223),26758,39016,72962,7748,16719,22721,31839,44101,95223,New confirmed cases by infection date,Likely increasing
New York,26319 (6337 -- 167020),26319,191377,2301400,6337,15050,21129,33822,50698,167020,New confirmed cases by infection date,Unsure
Indiana,19693 (9859 -- 42425),19693,22360,11883,9859,15163,17807,22108,26485,42425,New confirmed cases by infection date,Increasing
Colorado,14634 (2682 -- 45063),14634,18257,18430,2682,9261,12470,16971,22123,45063,New confirmed cases by infection date,Likely increasing
Minnesota,14355 (5262 -- 31985),14355,16031,10615,5262,10121,12529,16064,19311,31985,New confirmed cases by infection date,Likely increasing
Georgia,13805 (4672 -- 62367),13805,24418,55597,4672,8973,11627,16663,23992,62367,New confirmed cases by infection date,Unsure
Iowa,12993 (5583 -- 39284),12993,16702,13406,5583,9096,11416,14941,19798,39284,New confirmed cases by infection date,Likely increasing
Tennessee,12473 (5488 -- 35938),12473,17137,40657,5488,9223,11068,14187,17767,35938,New confirmed cases by infection date,Likely increasing
Wisconsin,11998 (2058 -- 73905),11998,24696,63278,2058,6239,9113,15578,24329,73905,New confirmed cases by infection date,Unsure
Alabama,11699 (3560 -- 113807),11699,46412,335835,3560,7245,9582,14795,22844,113807,New confirmed cases by infection date,Likely increasing
New Jersey,11215 (2897 -- 26946),11215,12777,10397,2897,7742,9838,12544,15478,26946,New confirmed cases by infection date,Likely increasing
Arkansas,10880 (3734 -- 73763),10880,23630,68373,3734,6925,9062,13331,19771,73763,New confirmed cases by infection date,Unsure
Nebraska,10855 (3351 -- 64124),10855,22240,68511,3351,6612,8907,12999,19233,64124,New confirmed cases by infection date,Likely increasing
Arizona,10778 (2132 -- 95581),10778,34181,260452,2132,5850,8457,13953,23371,95581,New confirmed cases by infection date,Unsure
Connecticut,10299 (4536 -- 28834),10299,12848,10429,4536,7545,9213,11611,14383,28834,New confirmed cases by infection date,Increasing
Massachusetts,10198 (4911 -- 26503),10198,12454,8645,4911,7310,9086,11645,14884,26503,New confirmed cases by infection date,Likely increasing
