Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,3369 (1948 -- 5690),Likely increasing,1.1 (0.9 -- 1.1),0.017 (-0.028 -- 0.038),41 (18 -- -24)
Alaska,50 (12 -- 184),Unsure,0.82 (0.44 -- 1.4),-0.05 (-0.17 -- 0.1),-14 (6.6 -- -4)
Arizona,18202 (9060 -- 38022),Likely increasing,1.3 (0.99 -- 1.6),0.073 (-0.0036 -- 0.15),9.5 (4.5 -- -190)
Arkansas,2843 (1098 -- 6661),Likely increasing,1.1 (0.77 -- 1.5),0.027 (-0.065 -- 0.12),25 (6 -- -11)
California,20465 (13628 -- 33283),Increasing,1.1 (1 -- 1.2),0.028 (0.01 -- 0.063),25 (11 -- 67)
Colorado,765 (421 -- 1956),Unsure,1 (0.87 -- 1.5),0.011 (-0.037 -- 0.14),62 (5 -- -19)
Connecticut,152 (59 -- 328),Likely decreasing,0.73 (0.52 -- 0.9),-0.077 (-0.14 -- -0.027),-9 (-26 -- -4.8)
Delaware,401 (137 -- 1408),Unsure,1.2 (0.79 -- 1.8),0.043 (-0.06 -- 0.21),16 (3.4 -- -12)
District of Columbia,100 (54 -- 194),Unsure,0.83 (0.68 -- 1),-0.047 (-0.091 -- 0.0017),-15 (400 -- -7.6)
Florida,28032 (15077 -- 51356),Unsure,1.3 (1.1 -- 1.6),0.089 (0.025 -- 0.15),7.8 (4.6 -- 27)
Georgia,6158 (3443 -- 12240),Unsure,1.1 (1 -- 1.4),0.034 (-8e-04 -- 0.096),21 (7.2 -- -860)
Guam,136 (13 -- 3851),Unsure,1.9 (0.93 -- 5.2),0.23 (-0.018 -- 0.87),3 (0.79 -- -39)
Hawaii,117 (20 -- 512),Unsure,1.3 (0.67 -- 2),0.08 (-0.096 -- 0.25),8.7 (2.8 -- -7.2)
Idaho,858 (259 -- 4427),Unsure,1.3 (0.95 -- 2),0.075 (-0.015 -- 0.26),9.3 (2.7 -- -47)
Illinois,2457 (1368 -- 5627),Unsure,1 (0.82 -- 1.3),-0.001 (-0.052 -- 0.089),-670 (7.8 -- -13)
Indiana,1109 (621 -- 1810),Unsure,0.93 (0.75 -- 1),-0.02 (-0.073 -- 0.011),-34 (62 -- -9.5)
Iowa,1275 (552 -- 3625),Unsure,1 (0.74 -- 1.7),0.011 (-0.074 -- 0.19),63 (3.7 -- -9.3)
Kansas,951 (298 -- 3133),Unsure,1.2 (0.71 -- 1.8),0.046 (-0.083 -- 0.2),15 (3.4 -- -8.3)
Kentucky,871 (374 -- 1625),Unsure,0.99 (0.79 -- 1.1),-0.0021 (-0.06 -- 0.028),-320 (25 -- -12)
