Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Alabama,1751 (358 -- 75432),Stable,0.96 (0.63 -- 2.4),-0.011 (-0.11 -- 0.33),-62 (2.1 -- -6.5)
Alaska,5 (0 -- 138),Likely decreasing,0.71 (0.03 -- 1.4),-0.084 (-0.35 -- 0.097),-8.3 (7.2 -- -2)
Arizona,813 (76 -- 3015),Likely decreasing,0.8 (0.43 -- 1),-0.056 (-0.18 -- 0.0048),-12 (150 -- -3.9)
Arkansas,80 (0 -- 4566),Likely decreasing,0.57 (0.086 -- 2.1),-0.13 (-0.32 -- 0.26),-5.4 (2.6 -- -2.2)
California,8243 (1268 -- 26019),Likely decreasing,0.84 (0.48 -- 1.1),-0.044 (-0.16 -- 0.017),-16 (41 -- -4.5)
Colorado,413 (173 -- 1721),Likely decreasing,0.93 (0.76 -- 1.3),-0.02 (-0.068 -- 0.07),-35 (10 -- -10)
Connecticut,405 (143 -- 1001),Likely decreasing,0.89 (0.73 -- 1.1),-0.03 (-0.079 -- 0.021),-23 (34 -- -8.8)
Delaware,234 (6 -- 3541),Likely decreasing,0.89 (0.32 -- 1.8),-0.031 (-0.22 -- 0.2),-23 (3.5 -- -3.2)
District of Columbia,251 (64 -- 3423),Stable,0.98 (0.74 -- 1.8),-0.0052 (-0.074 -- 0.2),-130 (3.5 -- -9.4)
Florida,20602 (6626 -- 82068),Likely increasing,1.2 (0.84 -- 1.7),0.048 (-0.044 -- 0.19),15 (3.7 -- -16)
Georgia,6204 (1406 -- 27376),Likely decreasing,0.94 (0.6 -- 1.3),-0.017 (-0.12 -- 0.089),-41 (7.8 -- -5.9)
Guam,36 (1 -- 2917),Likely increasing,1.1 (0.51 -- 2.9),0.018 (-0.14 -- 0.44),39 (1.6 -- -4.8)
Hawaii,192 (9 -- 6659),Stable,1 (0.44 -- 2.3),0.0093 (-0.17 -- 0.3),75 (2.3 -- -4.1)
Idaho,144 (7 -- 688),Likely decreasing,0.88 (0.41 -- 1.2),-0.033 (-0.18 -- 0.055),-21 (13 -- -3.9)
Illinois,1648 (819 -- 3438),Likely decreasing,0.92 (0.79 -- 1.1),-0.023 (-0.059 -- 0.016),-31 (43 -- -12)
Indiana,766 (223 -- 2555),Likely decreasing,0.88 (0.65 -- 1.2),-0.034 (-0.1 -- 0.044),-21 (16 -- -6.8)
Iowa,13980 (836 -- 1365970),Likely increasing,1.4 (0.83 -- 4.5),0.11 (-0.048 -- 0.75),6.1 (0.93 -- -14)
Kansas,1074 (80 -- 38700),Stable,0.98 (0.46 -- 2.3),-0.0055 (-0.16 -- 0.31),-130 (2.2 -- -4.3)
Kentucky,74 (0 -- 3796),Likely decreasing,0.3 (0.018 -- 1.1),-0.22 (-0.37 -- 0.018),-3.1 (39 -- -1.9)
Louisiana,1069 (107 -- 4442),Likely decreasing,0.89 (0.46 -- 1.1),-0.03 (-0.16 -- 0.039),-23 (18 -- -4.2)
Maine,91 (13 -- 1033),Likely decreasing,0.9 (0.6 -- 1.5),-0.029 (-0.12 -- 0.13),-24 (5.5 -- -6)
Maryland,2272 (919 -- 7007),Stable,1 (0.83 -- 1.4),0.0063 (-0.046 -- 0.098),110 (7.1 -- -15)
Massachusetts,3256 (1233 -- 6531),Likely decreasing,0.96 (0.73 -- 1.1),-0.012 (-0.079 -- 0.036),-56 (19 -- -8.8)
Michigan,6808 (1865 -- 29648),Likely increasing,1.1 (0.8 -- 1.6),0.035 (-0.056 -- 0.14),20 (4.8 -- -12)
Minnesota,701 (17 -- 33077),Likely decreasing,0.91 (0.28 -- 2.8),-0.026 (-0.23 -- 0.42),-26 (1.6 -- -3)
Mississippi,577 (168 -- 3250),Likely decreasing,0.9 (0.65 -- 1.4),-0.027 (-0.1 -- 0.1),-26 (6.7 -- -6.9)
Missouri,627 (83 -- 3900),Likely decreasing,0.86 (0.54 -- 1.3),-0.04 (-0.14 -- 0.074),-17 (9.4 -- -5)
Montana,2301 (186 -- 54198),Likely increasing,1.2 (0.68 -- 2.7),0.055 (-0.094 -- 0.4),13 (1.7 -- -7.4)
Nebraska,152 (7 -- 837),Likely decreasing,0.88 (0.42 -- 1.2),-0.033 (-0.18 -- 0.049),-21 (14 -- -3.9)
Nevada,504 (121 -- 1852),Likely decreasing,0.89 (0.61 -- 1.2),-0.03 (-0.11 -- 0.06),-23 (12 -- -6)
New Hampshire,188 (4 -- 1305),Likely decreasing,0.89 (0.29 -- 1.3),-0.032 (-0.23 -- 0.091),-22 (7.7 -- -3)
New Jersey,3701 (1514 -- 8185),Likely decreasing,0.94 (0.76 -- 1.1),-0.016 (-0.068 -- 0.021),-43 (33 -- -10)
New Mexico,260 (58 -- 990),Likely decreasing,0.86 (0.59 -- 1.2),-0.039 (-0.12 -- 0.063),-18 (11 -- -5.7)
New York,13513 (6331 -- 43477),Stable,1 (0.88 -- 1.4),0.0048 (-0.033 -- 0.092),150 (7.5 -- -21)
North Carolina,2158 (271 -- 11751),Likely decreasing,0.88 (0.53 -- 1.1),-0.034 (-0.14 -- 0.039),-21 (18 -- -5)
North Dakota,10 (0 -- 108),Likely decreasing,0.76 (0.084 -- 1.2),-0.069 (-0.32 -- 0.052),-10 (13 -- -2.2)
Ohio,661100 (32024 -- 4023900),Increasing,5.1 (1.6 -- 9),0.85 (0.15 -- 1.5),0.82 (0.47 -- 4.8)
Oklahoma,437 (18 -- 24056),Likely decreasing,0.84 (0.4 -- 2.1),-0.046 (-0.18 -- 0.27),-15 (2.5 -- -3.7)
Oregon,115 (7 -- 658),Likely decreasing,0.81 (0.41 -- 1.2),-0.052 (-0.18 -- 0.059),-13 (12 -- -3.8)
Pennsylvania,2904 (1072 -- 12363),Likely decreasing,0.92 (0.73 -- 1.3),-0.021 (-0.076 -- 0.071),-33 (9.8 -- -9.1)
Puerto Rico,184 (33 -- 1318),Likely decreasing,0.9 (0.6 -- 1.4),-0.029 (-0.12 -- 0.11),-24 (6.1 -- -5.9)
Rhode Island,320 (63 -- 2937),Likely decreasing,0.95 (0.65 -- 1.6),-0.014 (-0.1 -- 0.15),-49 (4.7 -- -6.8)
South Carolina,1811 (402 -- 9157),Likely decreasing,0.89 (0.64 -- 1.2),-0.03 (-0.11 -- 0.065),-23 (11 -- -6.6)
South Dakota,81 (8 -- 432),Likely decreasing,0.88 (0.53 -- 1.2),-0.033 (-0.14 -- 0.06),-21 (11 -- -5)
Tennessee,1204 (124 -- 13370),Likely decreasing,0.89 (0.42 -- 1.5),-0.032 (-0.18 -- 0.13),-22 (5.4 -- -3.9)
Texas,10118 (3228 -- 31908),Likely decreasing,0.9 (0.67 -- 1.2),-0.027 (-0.096 -- 0.065),-26 (11 -- -7.2)
US,79037 (48064 -- 144285),Likely decreasing,0.92 (0.83 -- 1.1),-0.023 (-0.049 -- 0.017),-31 (41 -- -14)
